,Aportante 23
1990-02-14,0.0009371872674597721
1990-02-15,4.878862419241544e-05
1990-02-16,2.568959644122515e-06
1990-02-17,2.4360366897796623e-05
1990-02-18,0.00131046994253234
1990-02-19,2.7780538561027075e-05
1990-02-20,2.139510684173729e-06
1990-02-21,0.0002900101875854751
1990-02-22,0.013663806337330381
1990-02-23,0.0016024266458499617
1990-02-24,0.0
1990-02-25,8.620647378165813e-07
1990-02-26,0.0
1990-02-27,0.0001399916107371702
1990-02-28,0.00941689671089334
1990-03-01,1.2814998058274796e-06
1990-03-02,1.2851535302615957e-06
1990-03-03,8.458181923742814e-07
1990-03-04,0.0
1990-03-05,1.716613667213096e-06
1990-03-06,2.1571145225607324e-06
1990-03-07,1.7195939676639682e-06
1990-03-08,1.7106532936850272e-06
1990-03-09,1.286313590753707e-06
1990-03-10,0.0
1990-03-11,8.642672355563263e-07
1990-03-12,8.60584865591818e-07
1990-03-13,8.52346317969932e-07
1990-03-14,1.2874602361989673e-06
1990-03-15,6.773217795413938e-06
1990-03-16,1.955840547206038e-06
1990-03-17,2.1364764961617766e-06
1990-03-18,0.0
1990-03-19,4.351138045421976e-07
1990-03-20,0.0
1990-03-21,1.7285346416429093e-06
1990-03-22,4.199248249247923e-05
1990-03-23,2.0153744677850615e-05
1990-03-24,2.3669101549677503e-06
1990-03-25,8.52346317969932e-07
1990-03-26,1.7225741544280027e-06
1990-03-27,8.583068797918258e-07
1990-03-28,0.09331997676520805
1990-03-29,0.053653511657450886
1990-03-30,0.00024194914405628785
1990-03-31,5.155554255437029e-05
1990-04-01,1.2258855960326555e-06
1990-04-02,5.161277308173078e-05
1990-04-03,0.0028903686394125727
1990-04-04,8.299158781132435e-05
1990-04-05,3.18300925624437e-05
1990-04-06,0.0
1990-04-07,0.00044500752020690406
1990-04-08,2.5196752214808732e-05
1990-04-09,0.003522626424239854
1990-04-10,1.0826274454580093e-05
1990-04-11,2.147351949588483e-06
1990-04-12,0.0
1990-04-13,1.911389625678628e-06
1990-04-14,0.014732148940280331
1990-04-15,0.04395099080204835
1990-04-16,0.03806136452436415
1990-04-17,1.2892797940367018e-06
1990-04-18,0.0
1990-04-19,6.157513392173638e-05
1990-04-20,0.000710063314033767
1990-04-21,0.02554994946242594
1990-04-22,0.011950131505992716
1990-04-23,0.0011668538643141923
1990-04-24,0.00015649573273071452
1990-04-25,0.020850582143007695
1990-04-26,0.0002523617218093547
1990-04-27,5.639204521500332e-07
1990-04-28,7.209319214857483e-06
1990-04-29,1.1644625158361908e-06
1990-04-30,8.583068797918258e-07
1990-05-01,9.196737809268875e-07
1990-05-02,0.0001965835437922087
1990-05-03,0.02545556345726023
1990-05-04,0.02095674306659375
1990-05-05,0.016300719189857926
1990-05-06,0.028062166096618567
1990-05-07,0.0005784461558875391
1990-05-08,0.015455556494918778
1990-05-09,0.061562498444115425
1990-05-10,0.004949976579503958
1990-05-11,8.52346317969932e-07
1990-05-12,0.0
1990-05-13,0.003247044349120835
1990-05-14,5.938238959931939e-06
1990-05-15,8.666272890272449e-05
1990-05-16,4.970128251081128e-05
1990-05-17,1.2814997489840607e-06
1990-05-18,4.4107436991680515e-07
1990-05-19,0.0025717062464191954
1990-05-20,2.0892034137730534e-05
1990-05-21,8.52346317969932e-07
1990-05-22,8.52346317969932e-07
1990-05-23,4.351138045421976e-07
1990-05-24,1.2811401575163472e-06
1990-05-25,4.351138045421976e-07
1990-05-26,0.012052817294921293
1990-05-27,1.3225260426021563e-05
1990-05-28,0.001498728586450549
1990-05-29,0.0019908643375008794
1990-05-30,9.78689072446062e-05
1990-05-31,5.761698140936383e-05
1990-06-01,0.018682972354404
1990-06-02,0.05163143974229312
1990-06-03,1.4350474800066568e-05
1990-06-04,0.0
1990-06-05,2.201835987931591e-05
1990-06-06,0.0015736264697121226
1990-06-07,0.0
1990-06-08,2.2724261660156207e-05
1990-06-09,0.0
1990-06-10,8.52346317969932e-07
1990-06-11,8.583068833445395e-07
1990-06-12,8.52346317969932e-07
1990-06-13,0.009940348186735379
1990-06-14,0.0006618894257674244
1990-06-15,4.289446223992854e-06
1990-06-16,0.0
1990-06-17,0.00037524316269975264
1990-06-18,0.0038495415853192004
1990-06-19,8.463858875984442e-07
1990-06-20,8.621293545729714e-07
1990-06-21,0.011914546065939008
1990-06-22,0.01591328847206245
1990-06-23,6.837627103288344e-05
1990-06-24,8.102796840543117e-06
1990-06-25,1.124002164292467e-06
1990-06-26,0.00023049631361091877
1990-06-27,1.2814997489840607e-06
1990-06-28,1.716613667213096e-06
1990-06-29,0.0
1990-06-30,9.698382878707626e-08
1990-07-01,0.0022812495581612923
1990-07-02,0.011286803726422583
1990-07-03,1.2993811537853617e-06
1990-07-04,4.5403585481912835e-06
1990-07-05,5.311208160280284e-05
1990-07-06,0.002361413562207957
1990-07-07,0.014172097585923577
1990-07-08,0.0035336863125671773
1990-07-09,3.239845818632726e-05
1990-07-10,1.5676020552746195e-06
1990-07-11,2.1448931875056587e-06
1990-07-12,0.000249298036254975
1990-07-13,0.012629467374824606
1990-07-14,4.680334308590071e-05
1990-07-15,0.018587903905620737
1990-07-16,0.05307977864598242
1990-07-17,0.003581162327422001
1990-07-18,0.00010217306977114097
1990-07-19,8.964558774635609e-05
1990-07-20,0.0
1990-07-21,2.7781825954631222e-08
1990-07-22,1.281297813027592e-05
1990-07-23,0.0007296820817799216
1990-07-24,0.013016513848708848
1990-07-25,0.0174779591418929
1990-07-26,0.0001024512921349477
1990-07-27,0.0
1990-07-28,1.2837659824072034e-06
1990-07-29,0.0
1990-07-30,0.0
1990-07-31,1.2708713938991423e-06
1990-08-01,0.0016215798208219284
1990-08-02,0.015187335721517014
1990-08-03,6.39144828398257e-05
1990-08-04,7.2514142065156235e-06
1990-08-05,0.00016013505181602234
1990-08-06,0.025223850650680727
1990-08-07,0.047118556145792
1990-08-08,4.351138613856165e-07
1990-08-09,2.152414197098551e-06
1990-08-10,0.0
1990-08-11,0.0
1990-08-12,0.0009940541935281805
1990-08-13,0.008903114573428786
1990-08-14,0.015273216568726577
1990-08-15,4.351138613856165e-07
1990-08-16,8.614645139459753e-07
1990-08-17,1.7147744983958546e-06
1990-08-18,1.7046927496267017e-06
1990-08-19,4.593633949968797e-06
1990-08-20,0.0
1990-08-21,8.583068833445395e-07
1990-08-22,0.0
1990-08-23,8.583068833445395e-07
1990-08-24,2.188500711473368e-05
1990-08-25,6.845947039329399e-06
1990-08-26,0.03225944254357936
1990-08-27,1.6802953461469228e-06
1990-08-28,2.171799678762909e-06
1990-08-29,0.02179131822268184
1990-08-30,0.0014075709600556905
1990-08-31,4.789601944891066e-05
1990-09-01,0.00017328130996833413
1990-09-02,0.019328342756977604
1990-09-03,0.004553716685754576
1990-09-04,0.0006241844872247129
1990-09-05,0.0247159834635005
1990-09-06,5.35151210881896e-05
1990-09-07,0.008504745515624062
1990-09-08,0.022279108681818913
1990-09-09,0.014398459458687021
1990-09-10,0.03938681730779408
1990-09-11,0.005591088970317132
1990-09-12,1.795716204885709e-07
1990-09-13,4.410300675772305e-07
1990-09-14,4.351138613856165e-07
1990-09-15,2.025749621471902e-06
1990-09-16,0.00018283704578749875
1990-09-17,0.0026734166274656086
1990-09-18,0.0014424599290882494
1990-09-19,0.054479370379749724
1990-09-20,0.03929364207058504
1990-09-21,0.013166342878566982
1990-09-22,7.638919772446925e-05
1990-09-23,0.0
1990-09-24,4.351138613856165e-07
1990-09-25,8.352752449019459e-05
1990-09-26,0.006693034252843857
1990-09-27,1.024058299420222e-05
1990-09-28,1.7043124671545229e-06
1990-09-29,0.0
1990-09-30,5.2216901572060365e-05
1990-10-01,0.0067913923222685125
1990-10-02,8.52346317969932e-07
1990-10-03,8.583068797918258e-07
1990-10-04,0.00033590116733082253
1990-10-05,0.0018154460174722603
1990-10-06,0.0001512288035969813
1990-10-07,1.555624323943556e-05
1990-10-08,2.5180815711437544e-06
1990-10-09,0.0002033728836220119
1990-10-10,0.03669918624596823
1990-10-11,0.005589810130651917
1990-10-12,1.555428632477511e-06
1990-10-13,8.52346317969932e-07
1990-10-14,1.2814998058274796e-06
1990-10-15,2.9908257862204614e-05
1990-10-16,0.000383268110121693
1990-10-17,6.0289593066199345e-05
1990-10-18,1.2904404798064206e-06
1990-10-19,2.5028898427713027e-06
1990-10-20,1.2814998058274796e-06
1990-10-21,5.9273838928675104e-05
1990-10-22,0.00023551108467753984
1990-10-23,0.00015483054054993
1990-10-24,0.0008374684441884896
1990-10-25,0.00011809934245374572
1990-10-26,6.523299015174478e-05
1990-10-27,1.2932264894516265e-06
1990-10-28,2.1457670982272248e-06
1990-10-29,4.55644676240824e-05
1990-10-30,0.001983234810609608
1990-10-31,2.4449521871339762e-06
1990-11-01,3.3207062964550966e-06
1990-11-02,0.012359081587514878
1990-11-03,0.031827608609501304
1990-11-04,5.24391561796974e-05
1990-11-05,4.351138045421976e-07
1990-11-06,6.068560979864573e-06
1990-11-07,9.669722402928158e-05
1990-11-08,2.491282203952807e-05
1990-11-09,2.7760509626312927e-05
1990-11-10,0.00018855177677709189
1990-11-11,2.992152985825669e-06
1990-11-12,0.00025240819328415856
1990-11-13,0.012855032490471662
1990-11-14,0.002783614396946632
1990-11-15,8.52346317969932e-07
1990-11-16,1.2874602930423862e-06
1990-11-17,1.287123495785636e-06
1990-11-18,4.351138045421976e-07
1990-11-19,0.0002080616295334964
1990-11-20,1.3198386801701356e-06
1990-11-21,1.7106532936850272e-06
1990-11-22,1.2844800494349329e-06
1990-11-23,4.351138045421976e-07
1990-11-24,8.599569696343679e-07
1990-11-25,1.3506569987038023e-06
1990-11-26,8.553266184208042e-07
1990-11-27,4.410743663640915e-07
1990-11-28,8.52346317969932e-07
1990-11-29,4.2668843673447434e-05
1990-11-30,8.52346317969932e-07
1990-12-01,0.0028099796017143535
1990-12-02,0.001985909177673713
1990-12-03,1.710846504465735e-06
1990-12-04,0.0010019160366709912
1990-12-05,0.0004603435932011253
1990-12-06,0.0004023850973935315
1990-12-07,8.702277796146518e-07
1990-12-08,0.0037963973262539557
1990-12-09,0.002262957736901418
1990-12-10,0.00024419840106713956
1990-12-11,0.000953942665716059
1990-12-12,0.001140738442792731
1990-12-13,6.734314611402608e-06
1990-12-14,0.0
1990-12-15,1.2755393754559918e-06
1990-12-16,2.7168610096727573e-06
1990-12-17,1.2759302358140072e-05
1990-12-18,4.351138045421976e-07
1990-12-19,0.0
1990-12-20,4.410743663640915e-07
1990-12-21,5.199055547051504e-05
1990-12-22,0.0
1990-12-23,0.0
1990-12-24,4.261732051702438e-07
1990-12-25,8.523463748133508e-07
1990-12-26,6.905248507321676e-06
1990-12-27,1.655791765423123e-05
1990-12-28,2.1517276422855502e-06
1990-12-29,2.6806634625661562e-06
1990-12-30,1.7590441946255958e-05
1990-12-31,0.0011523274545939492
1991-01-01,4.692001866965642e-05
1991-01-02,4.351138045421976e-07
1991-01-03,8.712518706488481e-07
1991-01-04,1.7225742112714215e-06
1991-01-05,2.1391110749391373e-06
1991-01-06,0.0
1991-01-07,8.653729537400068e-07
1991-01-08,4.351138045421976e-07
1991-01-09,8.642672355563263e-07
1991-01-10,8.583068797918258e-07
1991-01-11,8.635450967631186e-07
1991-01-12,8.702277796146518e-07
1991-01-13,9.47632012281185e-05
1991-01-14,1.275539318612573e-06
1991-01-15,0.0
1991-01-16,0.0
1991-01-17,1.7106531231547706e-06
1991-01-18,3.2942678741411497e-06
1991-01-19,0.0
1991-01-20,0.027728971951800907
1991-01-21,0.00020259841003531095
1991-01-22,4.351138045421976e-07
1991-01-23,2.566815965110436e-06
1991-01-24,1.2871853982687753e-06
1991-01-25,4.351138045421976e-07
1991-01-26,8.52346317969932e-07
1991-01-27,0.0004656094599371407
1991-01-28,0.0018722388834689963
1991-01-29,7.0748692837744756e-06
1991-01-30,6.512881947462844e-05
1991-01-31,0.0003311069334740288
1991-02-01,0.001439014733847925
1991-02-02,0.00025771376435533073
1991-02-03,3.356504984852925e-06
1991-02-04,1.7225742112714215e-06
1991-02-05,3.003367964993231e-06
1991-02-06,8.583068620282575e-07
1991-02-07,3.010817636095453e-06
1991-02-08,0.0004864124928035843
1991-02-09,2.8321802603186065e-06
1991-02-10,4.351138045421976e-07
1991-02-11,0.0
1991-02-12,5.17380861202906e-06
1991-02-13,2.139806667855737e-06
1991-02-14,4.351138045421976e-07
1991-02-15,0.000134342838851669
1991-02-16,8.52346317969932e-07
1991-02-17,1.7157014440272178e-06
1991-02-18,1.7149746440736635e-06
1991-02-19,1.2904405366498395e-06
1991-02-20,4.261732051702438e-07
1991-02-21,0.0
1991-02-22,8.692619530847878e-07
1991-02-23,4.351138613856165e-07
1991-02-24,0.0
1991-02-25,0.0
1991-02-26,0.0
1991-02-27,0.002331066113449883
1991-02-28,0.0009430751457002977
1991-03-01,1.2855101658715284e-06
1991-03-02,5.124484078358796e-07
1991-03-03,1.7074922880055965e-06
1991-03-04,8.660019261697016e-07
1991-03-05,0.0
1991-03-06,4.525912010063559e-07
1991-03-07,0.0015663682908425628
1991-03-08,0.00019916725360243667
1991-03-09,8.52346317969932e-07
1991-03-10,0.0
1991-03-11,1.7046927496267017e-06
1991-03-12,4.351138613856165e-07
1991-03-13,1.6240750279231158e-06
1991-03-14,8.52346317969932e-07
1991-03-15,0.00038549647489466904
1991-03-16,0.0001772253188919884
1991-03-17,2.9903812901466154e-06
1991-03-18,0.0003608356086871582
1991-03-19,0.0025572420175789977
1991-03-20,2.5740744717950292e-06
1991-03-21,4.351138045421976e-07
1991-03-22,0.0
1991-03-23,0.0005635150315082822
1991-03-24,1.9043178881629038e-07
1991-03-25,0.0
1991-03-26,2.5731296773301437e-06
1991-03-27,2.151110322756722e-06
1991-03-28,0.0
1991-03-29,0.0014920509466667497
1991-03-30,0.0001454550330921755
1991-03-31,8.523463748133508e-07
1991-04-01,0.002337118528554722
1991-04-02,1.7285346416429093e-06
1991-04-03,2.773238273960996e-06
1991-04-04,8.574851904086245e-07
1991-04-05,1.9596289666493493e-05
