Nodes and Reaches,CA_Alcantarilla   0 \ Headflow,CA_Bellavista Alto   0 \ Headflow,CA_Calderon   0 \ Headflow,CA_Camarote   0 \ Headflow,CA_Cocinera   0 \ Headflow,CA_Cuz Cuz   0 \ Headflow,CA_Del Medio o Bellavista Bajo   0 \ Headflow,CA_El Aguita   0 \ Headflow,CA_El Bajo   0 \ Headflow,CA_El Bato o El Cato   0 \ Headflow,CA_El Durazno   0 \ Headflow,CA_El Macal   0 \ Headflow,CA_El Peumo   0 \ Headflow,CA_El Silo   0 \ Headflow,CA_Escorial   0 \ Headflow,CA_Higuera   0 \ Headflow,CA_Hospital   0 \ Headflow,CA_Inquilino o Del Bajo   0 \ Headflow,CA_La Montana   0 \ Headflow,CA_Las Bellacas   0 \ Headflow,CA_Las Juntas   0 \ Headflow,CA_Las Juntas_El Maiten   0 \ Headflow,CA_Las Peras   0 \ Headflow,CA_Las Salinas   0 \ Headflow,CA_Los Gonzalez   0 \ Headflow,CA_Los Perales   0 \ Headflow,CA_Los Sauces   0 \ Headflow,CA_Mala Ladera   0 \ Headflow,CA_Molino Carcamo   0 \ Headflow,CA_Molino El Peral   0 \ Headflow,CA_Pelados   0 \ Headflow,CA_Pichicaven   0 \ Headflow,CA_Plantacion   0 \ Headflow,CA_Poblacion Los Guindos   0 \ Headflow,CA_Potrero Nuevo   0 \ Headflow,CA_Rodado   0 \ Headflow,CA_San Isidro   0 \ Headflow,CA_San Javier   0 \ Headflow,CA_San Jorge   0 \ Headflow,CA_San Patricio   0 \ Headflow,CA_Santa Isabel   0 \ Headflow,CA_Santa Margot   0 \ Headflow,CA_Santa Olga   0 \ Headflow,CA_Turbina   0 \ Headflow,CA_Vega de Cesped   0 \ Headflow,CA_Zepedino   0 \ Headflow,CL_1   0 \ Headflow,CL_2   0 \ Headflow,Estero Caren   0 \ Headflow,Rio Illapel   0 \ Headflow
jul-04,0.00164478,0.0185204,0.0017042,0.00255034,0.000883528,0.0269788,0.0108986,0.00164582,0.00161982,0,0.000580122,0.00118002,0.00065923,0.0104146,0.0090156,0.017575,0.0200958,0.0268659,0.000329615,0.0370292,0.00436622,0.00169323,0,0.00809634,0.000597074,0.000638979,0.00164582,0.0305456,0.124705,0.00935242,0,0.000406497,0.00461228,0.0258044,0.0065852,0.00188703,0.0109962,0.00127985,0.00204501,0.0049526,0.0105446,0.00623103,0.00797061,0.0319557,0.00059261,0.00406375,0.11236,0.801086,0.0538997,0.958927
ago-04,0.00232672,0.0261991,0.00241077,0.00360773,0.00124985,0.0381644,0.0154172,0.00232819,0.00229141,0,0.000820646,0.00166927,0.000932552,0.0147325,0.0127535,0.0248618,0.0284277,0.0380047,0.000466276,0.0523819,0.00617649,0.00239525,0,0.0114531,0.000844626,0.000903905,0.00232819,0.04321,0.176409,0.01323,0,0.000575034,0.00652457,0.0365031,0.00931548,0.00266941,0.0155553,0.00181048,0.00289289,0.00700598,0.0149165,0.00881446,0.0112753,0.0452048,0.000838311,0.00574861,0.12276,0.884939,0.1705,1.35651
sept-04,0.00290265,0.0326842,0.00300752,0.00450076,0.00154097,0.0476113,0.0192335,0.00290449,0.00285861,0,0.00102378,0.00208247,0.00116339,0.0183793,0.0159104,0.0310159,0.0354644,0.0474121,0.000581694,0.0653481,0.00770537,0.00298816,0,0.0142882,0.0010537,0.00112765,0.00290449,0.0539059,0.220076,0.0165049,0,0.000717374,0.00813961,0.0455388,0.0116214,0.00333017,0.0194057,0.00225864,0.00360897,0.00874019,0.0186088,0.0109963,0.0140663,0.0563945,0.00104582,0.00717157,0.0306,0.1419,0.2706,1.69229
oct-04,0.00239208,0.0269351,0.0024785,0.00370909,0.00126751,0.0392366,0.0158504,0.00239359,0.00235579,0,0.000843701,0.00171616,0.000958751,0.0151464,0.0131118,0.0255603,0.0292263,0.0390724,0.000479376,0.0538535,0.00635001,0.00246255,0,0.0117749,0.000868355,0.000929299,0.00239359,0.0444239,0.181365,0.0136017,0,0.000591189,0.00670787,0.0375286,0.00957719,0.0027444,0.0159923,0.00186135,0.00297416,0.00720281,0.0153355,0.0090621,0.0115921,0.0464748,0.000861863,0.00591011,0,0,0.209,1.39462
nov-04,0.00224898,0.0253238,0.00233023,0.0034872,0.00118816,0.0368893,0.0149021,0.0022504,0.00221486,0,0.000793229,0.0016135,0.000901396,0.0142403,0.0123274,0.0240312,0.0274779,0.036735,0.000450698,0.0506318,0.00597014,0.00231523,0,0.0110705,0.000816407,0.000873706,0.0022504,0.0417664,0.170516,0.012788,0,0.000555823,0.00630659,0.0352835,0.00900426,0.00258022,0.0150356,0.00175,0.00279624,0.00677192,0.0144181,0.00851998,0.0108986,0.0436946,0.000810304,0.00555655,0.0194,0.0515999,0.1903,1.31119
dic-04,0.00199988,0.0225189,0.00207213,0.00310095,0.00105679,0.0328034,0.0132516,0.00200114,0.00196954,0,0.000705369,0.00143478,0.000801556,0.012663,0.010962,0.0213694,0.0244344,0.0326661,0.000400778,0.0450237,0.00530887,0.00205879,0,0.00984431,0.00072598,0.000776933,0.00200114,0.0371402,0.151629,0.0113716,0,0.000494259,0.00560806,0.0313755,0.00800693,0.00229443,0.0133702,0.00155616,0.00248652,0.00602185,0.0128211,0.00757629,0.00969144,0.0388549,0.000720553,0.0049411,0,0,0.1749,1.16596
ene-05,0.00163771,0.0184408,0.00169688,0.00253938,0.000866077,0.0268628,0.0108518,0.00163875,0.00161286,0,0.00057763,0.00117495,0.000656398,0.0103698,0.00897686,0.0174995,0.0200094,0.0267505,0.000328199,0.0368701,0.00434746,0.00168595,0,0.00806155,0.000594509,0.000636234,0.00163875,0.0304143,0.12417,0.00931224,0,0.000404751,0.00459246,0.0256935,0.00655691,0.00187892,0.0109489,0.00127435,0.00203622,0.00493132,0.0104993,0.00620426,0.00793636,0.0318184,0.000590064,0.00404629,0,0,0.1067,0.954809
feb-05,0.00137624,0.0154966,0.00142596,0.00213396,0.000729084,0.0225741,0.00911922,0.00137711,0.00135536,0,0.000485409,0.000987365,0.000551601,0.00871423,0.00754366,0.0147057,0.0168148,0.0224796,0.0002758,0.0309837,0.00365337,0.00141678,0,0.00677449,0.000499593,0.000534656,0.00137711,0.0255585,0.104345,0.0078255,0,0.00034013,0.00385926,0.0215914,0.00551007,0.00157894,0.0092009,0.00107089,0.00171113,0.00414401,0.00882302,0.00521372,0.00666929,0.0267385,0.000495858,0.00340028,0,0,0.0747999,0.802369
mar-05,0.00148048,0.0166703,0.00153396,0.00229558,0.000786066,0.0242838,0.00980989,0.00148141,0.00145801,0,0.000522172,0.00106215,0.000593378,0.00937423,0.008115,0.0158194,0.0180884,0.0241822,0.000296689,0.0333303,0.00393007,0.00152409,0,0.00728757,0.000537431,0.00057515,0.00148141,0.0274943,0.112248,0.00841818,0,0.000365891,0.00415155,0.0232267,0.00592739,0.00169853,0.00989776,0.001152,0.00184073,0.00445787,0.00949126,0.0056086,0.0071744,0.0287636,0.000533413,0.00365781,0.0218,0.0709498,0.0670998,0.863138
abr-05,0.00145751,0.0164117,0.00151017,0.00225997,0.000775193,0.0239071,0.00965771,0.00145843,0.0014354,0,0.000514072,0.00104567,0.000584173,0.00922881,0.00798912,0.015574,0.0178078,0.023807,0.000292086,0.0328132,0.0038691,0.00150044,0,0.00717452,0.000529094,0.000566227,0.00145843,0.0270678,0.110507,0.00828759,0,0.000360215,0.00408715,0.0228664,0.00583544,0.00167218,0.00974421,0.00113413,0.00181217,0.00438871,0.00934402,0.00552159,0.00706311,0.0283174,0.000525138,0.00360106,0.0186,0.0451497,0.0352,0.849749
may-05,0.00256169,0.0288448,0.00265423,0.00397206,0.00137606,0.0420185,0.0169742,0.0025633,0.00252282,0,0.00090352,0.00183784,0.00102673,0.0162203,0.0140415,0.0273725,0.0312985,0.0418427,0.000513364,0.0576718,0.00680023,0.00263714,0,0.0126098,0.000929922,0.000995187,0.0025633,0.0475736,0.194224,0.0145661,0,0.000633105,0.00718347,0.0401894,0.0102562,0.00293898,0.0171262,0.00199332,0.00318503,0.0077135,0.0164228,0.00970461,0.0124139,0.0497699,0.00092297,0.00632914,0.065,0.419247,0.2134,1.4935
jun-05,0.00377893,0.0425511,0.00391545,0.00585948,0.00202993,0.0619845,0.0250398,0.00378131,0.00372159,0,0.00133285,0.00271113,0.0015146,0.0239278,0.0207136,0.0403792,0.0461707,0.0617252,0.0007573,0.0850758,0.0100315,0.00389024,0,0.0186016,0.0013718,0.00146807,0.00378131,0.0701793,0.286514,0.0214875,0,0.000933939,0.0105969,0.0592863,0.0151297,0.00433551,0.0252641,0.00294049,0.00469847,0.0113787,0.0242265,0.014316,0.0183127,0.0734192,0.00136154,0.00933658,0.0525197,0.31863,0.395999,2.20317
jul-05,0.00297862,0.0335396,0.00308623,0.00461855,0.00158834,0.0488573,0.0197368,0.0029805,0.00293343,0,0.00105058,0.00213697,0.00119384,0.0188603,0.0163268,0.0318276,0.0363926,0.0486529,0.000596918,0.0670583,0.00790703,0.00306636,0,0.0146621,0.00108127,0.00115716,0.0029805,0.0553167,0.225836,0.0169368,0,0.000736149,0.00835264,0.0467306,0.0119255,0.00341733,0.0199136,0.00231775,0.00370342,0.00896894,0.0190958,0.0112841,0.0144344,0.0578704,0.00107319,0.00735927,0.0322,0.1548,0.2761,1.73658
ago-05,0.00303516,0.0341761,0.00314481,0.00470621,0.0016304,0.0497847,0.0201115,0.00303707,0.0029891,0,0.00107052,0.00217753,0.0012165,0.0192183,0.0166367,0.0324317,0.0370833,0.0495763,0.000608248,0.0683311,0.0080571,0.00312456,0,0.0149404,0.0011018,0.00117913,0.00303707,0.0563666,0.230122,0.0172583,0,0.00075012,0.00851117,0.0476175,0.0121519,0.00348219,0.0202916,0.00236174,0.00377371,0.00913916,0.0194582,0.0114983,0.0147084,0.0589688,0.00109356,0.00749894,0.10004,0.701759,0.2893,1.76954
sept-05,0.0046075,0.0518809,0.00477396,0.00714424,0.00244919,0.0755753,0.0305301,0.00461041,0.00453759,0,0.00162509,0.00330558,0.00184669,0.0291742,0.0252553,0.0492328,0.0562941,0.0752591,0.000923347,0.10373,0.012231,0.00474322,0,0.0226802,0.00167258,0.00178996,0.00461041,0.0855669,0.349336,0.0261988,0,0.00113872,0.0129203,0.0722855,0.0184471,0.00528612,0.0308035,0.00358522,0.00572866,0.0138737,0.0295384,0.0174549,0.022328,0.0895172,0.00166007,0.0113837,0.0502797,0.30057,0.555498,2.68624
oct-05,0.00509978,0.057424,0.00528402,0.00790755,0.00270187,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0.0616398,0.392159,0.984498,4.10144
nov-05,0.00509978,0.057424,0.00528402,0.00790755,0.00269529,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0.01588,0.02322,2.5718,9.63048
dic-05,0.00509978,0.057424,0.00528402,0.00790755,0.00269538,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,2.1076,7.91555
ene-06,0.00509978,0.057424,0.00528402,0.00790755,0.00269751,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,0.886596,3.6462
feb-06,0.00374713,0.042193,0.0038825,0.00581017,0.00198549,0.0614629,0.0248291,0.00374949,0.00369027,0,0.00132163,0.00268832,0.00150185,0.0237264,0.0205393,0.0400394,0.0457821,0.0612057,0.000750927,0.0843599,0.0099471,0.0038575,0,0.018445,0.00136025,0.00145572,0.00374949,0.0695887,0.284103,0.0213066,0,0.00092608,0.0105077,0.0587874,0.0150024,0.00429902,0.0250515,0.00291574,0.00465893,0.011283,0.0240226,0.0141955,0.0181586,0.0728014,0.00135008,0.00925801,0,0,0.436698,2.18463
mar-06,0.00268535,0.0302373,0.00278237,0.00416382,0.00142548,0.044047,0.0177936,0.00268705,0.00264461,0,0.000947139,0.00192657,0.00107629,0.0170034,0.0147193,0.028694,0.0328094,0.0438627,0.000538147,0.0604559,0.00712852,0.00276445,0,0.0132185,0.000974815,0.00104323,0.00268705,0.0498703,0.203601,0.0152693,0,0.000663669,0.00753026,0.0421296,0.0107514,0.00308086,0.017953,0.00208955,0.00333879,0.00808587,0.0172156,0.0101731,0.0130132,0.0521726,0.000967527,0.00663469,0,0,0.2695,1.5656
abr-06,0.00243448,0.0274125,0.00252244,0.00377483,0.0012946,0.039932,0.0161313,0.00243602,0.00239755,0,0.000858656,0.00174658,0.000975745,0.0154149,0.0133442,0.0260133,0.0297444,0.039765,0.000487873,0.0548081,0.00646257,0.0025062,0,0.0119836,0.000883746,0.000945771,0.00243602,0.0452114,0.18458,0.0138428,0,0.000601668,0.00682677,0.0381938,0.00974695,0.00279305,0.0162758,0.00189434,0.00302688,0.00733048,0.0156073,0.00922273,0.0117975,0.0472986,0.00087714,0.00601487,0.0138,0.00645,0.1947,1.41934
may-06,0.00241328,0.0271738,0.00250047,0.00374196,0.00128633,0.0395843,0.0159908,0.00241481,0.00237667,0,0.000851178,0.00173137,0.000967248,0.0152807,0.013228,0.0257868,0.0294853,0.0394187,0.000483624,0.0543308,0.00640629,0.00248437,0,0.0118793,0.000876051,0.000937535,0.00241481,0.0448176,0.182973,0.0137222,0,0.000596429,0.00676732,0.0378612,0.00966207,0.00276872,0.0161341,0.00187784,0.00300052,0.00726665,0.0154714,0.00914241,0.0116948,0.0468867,0.000869501,0.00596249,0,0,0.1496,1.40698
jun-06,0.00332489,0.0374386,0.00344501,0.00515547,0.00178604,0.0545371,0.0220313,0.00332699,0.00327444,0,0.00117271,0.00238539,0.00133262,0.0210529,0.0182249,0.0355276,0.0406233,0.0543089,0.000666311,0.074854,0.00882623,0.00342283,0,0.0163666,0.00120697,0.00129168,0.00332699,0.0617473,0.25209,0.0189058,0,0.000821727,0.00932364,0.0521631,0.0133119,0.0038146,0.0222286,0.00258719,0.00413395,0.0100116,0.0213157,0.0125959,0.0161124,0.0645979,0.00119795,0.00821479,0.11236,0.801088,0.3212,1.93846
jul-06,0.00320652,0.0361058,0.00332237,0.00497193,0.00172245,0.0525955,0.021247,0.00320855,0.00315787,0,0.00113096,0.00230047,0.00128518,0.0203034,0.0175761,0.0342628,0.0391771,0.0523755,0.00064259,0.0721891,0.00851201,0.00330098,0,0.0157839,0.00116401,0.0012457,0.00320855,0.0595491,0.243115,0.0182327,0,0.000792473,0.00899172,0.050306,0.012838,0.0036788,0.0214373,0.00249508,0.00398678,0.00965517,0.0205568,0.0121475,0.0155388,0.0622982,0.0011553,0.00792234,0.12404,0.895258,0.3146,1.86945
ago-06,0.00304752,0.0343154,0.00315762,0.00472539,0.00162078,0.0499875,0.0201934,0.00304945,0.00300128,0,0.00107488,0.0021864,0.00122145,0.0192966,0.0167045,0.0325639,0.0372344,0.0497783,0.000610726,0.0686095,0.00808993,0.00313729,0,0.0150013,0.00110629,0.00118393,0.00304945,0.0565962,0.23106,0.0173286,0,0.000753177,0.00854585,0.0478115,0.0122014,0.00349638,0.0203743,0.00237136,0.00378909,0.0091764,0.0195375,0.0115451,0.0147683,0.059209,0.00109802,0.0075295,0.0186,0.0451497,0.2915,1.77675
sept-06,0.00326482,0.0367622,0.00338277,0.00506233,0.00173299,0.0535518,0.0216333,0.00326689,0.00321529,0,0.00115152,0.0023423,0.00130855,0.0206725,0.0178956,0.0348858,0.0398894,0.0533278,0.000654273,0.0735017,0.00866678,0.00336099,0,0.0160709,0.00118517,0.00126835,0.00326689,0.0606318,0.247536,0.0185642,0,0.000806882,0.0091552,0.0512207,0.0130714,0.00374568,0.021827,0.00254045,0.00405927,0.00983072,0.0209306,0.0123684,0.0158214,0.0634309,0.00117631,0.00806638,0,0,0.3322,1.90344
oct-06,0.00461987,0.0520201,0.00478677,0.00716341,0.00244493,0.0757782,0.030612,0.00462278,0.00454977,0,0.00162945,0.00331445,0.00185165,0.0292525,0.0253231,0.0493649,0.0564452,0.0754611,0.000925825,0.104008,0.0122639,0.00475595,0,0.0227411,0.00167707,0.00179477,0.00462278,0.0857966,0.350273,0.0262692,0,0.00114177,0.012955,0.0724795,0.0184966,0.0053003,0.0308862,0.00359485,0.00574404,0.0139109,0.0296177,0.0175018,0.0223879,0.0897575,0.00166453,0.0114143,0.0737997,0.490199,0.5819,2.69345
nov-06,0.0042153,0.0474646,0.00436758,0.0065361,0.00222832,0.0691421,0.0279313,0.00421796,0.00415134,0,0.00148676,0.0030242,0.0016895,0.0266908,0.0231055,0.045042,0.0515022,0.0688528,0.000844749,0.0948999,0.0111899,0.00433946,0,0.0207496,0.0015302,0.0016376,0.00421796,0.0782832,0.319599,0.0239687,0,0.00104179,0.0118205,0.0661324,0.0168768,0.00483615,0.0281814,0.00328004,0.00524102,0.0126927,0.027024,0.0159691,0.0204274,0.0818973,0.00151876,0.0104147,0,0,0.520297,2.45758
dic-06,0.00291149,0.0327836,0.00301667,0.00451446,0.00153868,0.0477562,0.019292,0.00291333,0.00286731,0,0.0010269,0.0020888,0.00116693,0.0184352,0.0159589,0.0311103,0.0355723,0.0475564,0.000583465,0.0655469,0.00772882,0.00299725,0,0.0143316,0.0010569,0.00113108,0.00291333,0.0540699,0.220746,0.0165551,0,0.000719557,0.00816438,0.0456773,0.0116567,0.00334031,0.0194648,0.00226551,0.00361995,0.00876679,0.0186654,0.0110298,0.0141091,0.0565661,0.001049,0.0071934,0,0,0.33,1.69744
ene-07,0.00226488,0.0255028,0.00234671,0.00351185,0.00119784,0.0371501,0.0150075,0.00226631,0.00223052,0,0.000798837,0.00162491,0.000907769,0.014341,0.0124146,0.0242011,0.0276722,0.0369947,0.000453884,0.0509898,0.00601234,0.0023316,0,0.0111488,0.000822179,0.000879883,0.00226631,0.0420617,0.171721,0.0128784,0,0.000559752,0.00635118,0.035533,0.00906792,0.00259847,0.0151419,0.00176237,0.00281601,0.0068198,0.01452,0.00858021,0.0109756,0.0440035,0.000816033,0.00559584,0,0,0.2222,1.32046
feb-07,0.00190801,0.0214844,0.00197694,0.0029585,0.00101087,0.0312965,0.0126428,0.00190922,0.00187906,0,0.000672967,0.00136888,0.000764735,0.0120813,0.0104585,0.0203878,0.023312,0.0311656,0.000382368,0.0429555,0.005065,0.00196422,0,0.0093921,0.000692631,0.000741243,0.00190922,0.0354342,0.144664,0.0108492,0,0.000471554,0.00535044,0.0299342,0.00763912,0.00218904,0.0127561,0.00148468,0.0023723,0.00574523,0.0122322,0.00722826,0.00924625,0.03707,0.000687453,0.00471412,0,0,0.1298,1.1124
mar-07,0.00148578,0.01673,0.00153945,0.0023038,0.000788642,0.0243707,0.00984501,0.00148672,0.00146323,0,0.000524042,0.00106595,0.000595502,0.00940779,0.00814406,0.0158761,0.0181531,0.0242687,0.000297751,0.0334496,0.00394413,0.00152954,0,0.00731366,0.000539355,0.000577209,0.00148672,0.0275927,0.11265,0.00844832,0,0.000367201,0.00416641,0.0233099,0.00594861,0.00170461,0.00993319,0.00115612,0.00184732,0.00447383,0.00952524,0.00562867,0.00720009,0.0288666,0.000535323,0.0036709,0,0,0.0693,0.86623
abr-07,0.00137094,0.015437,0.00142047,0.00212574,0.000728974,0.0224871,0.0090841,0.00137181,0.00135014,0,0.000483539,0.000983563,0.000549476,0.00868067,0.00751461,0.014649,0.0167501,0.022393,0.000274738,0.0308643,0.0036393,0.00141133,0,0.0067484,0.000497669,0.000532597,0.00137181,0.0254601,0.103943,0.00779536,0,0.00033882,0.00384439,0.0215083,0.00548885,0.00157286,0.00916546,0.00106677,0.00170454,0.00412805,0.00878904,0.00519364,0.0066436,0.0266355,0.000493948,0.00338718,0,0,0.0363,0.799279
may-07,0.00145044,0.0163321,0.00150284,0.00224901,0.000773409,0.0237912,0.00961089,0.00145136,0.00142844,0,0.000511579,0.0010406,0.00058134,0.00918406,0.00795038,0.0154985,0.0177214,0.0236916,0.00029067,0.0326541,0.00385034,0.00149317,0,0.00713973,0.000526528,0.000563482,0.00145136,0.0269365,0.109971,0.00824741,0,0.000358469,0.00406733,0.0227555,0.00580715,0.00166407,0.00969697,0.00112863,0.00180339,0.00436744,0.00929871,0.00549482,0.00702886,0.0281801,0.000522592,0.0035836,0.0178,0.0387,0.0286,0.845628
jun-07,0.00180025,0.0202709,0.00186528,0.0027914,0.000967041,0.0295288,0.0119287,0.00180138,0.00177293,0,0.000634957,0.00129156,0.000721542,0.011399,0.00986777,0.0192363,0.0219953,0.0294053,0.000360771,0.0405293,0.00477892,0.00185327,0,0.00886162,0.000653511,0.000699377,0.00180138,0.0334328,0.136493,0.0102364,0,0.00044492,0.00504824,0.0282435,0.00720765,0.0020654,0.0120356,0.00140082,0.00223831,0.00542073,0.0115413,0.00682,0.00872401,0.0349762,0.000648625,0.00444786,0.13556,0.988137,0.0670999,1.04957
jul-07,0.00223308,0.0251447,0.00231376,0.00346254,0.00119205,0.0366285,0.0147968,0.00223449,0.0021992,0,0.00078762,0.00160209,0.000895023,0.0141397,0.0122403,0.0238613,0.0272836,0.0364753,0.000447512,0.0502739,0.00592793,0.00229886,0,0.0109922,0.000810635,0.000867529,0.00223449,0.0414711,0.16931,0.0126976,0,0.000551893,0.006262,0.0350341,0.0089406,0.00256198,0.0149293,0.00173762,0.00277647,0.00672404,0.0143162,0.00845974,0.0108215,0.0433856,0.000804575,0.00551727,0.0322,0.1548,0.1518,1.30192
ago-07,0.00198045,0.0223,0.002052,0.00307082,0.00106384,0.0324846,0.0131228,0.0019817,0.0019504,0,0.000698515,0.00142084,0.000793767,0.01254,0.0108555,0.0211618,0.024197,0.0323487,0.000396883,0.0445862,0.00525728,0.00203878,0,0.00974865,0.000718926,0.000769383,0.0019817,0.0367793,0.150155,0.0112611,0,0.000489456,0.00555356,0.0310706,0.00792912,0.00227214,0.0132403,0.00154104,0.00246236,0.00596333,0.0126965,0.00750267,0.00959726,0.0384773,0.000713551,0.00489308,0.0625997,0.399899,0.1133,1.15463
sept-07,0.00194158,0.0218624,0.00201172,0.00301055,0.00103056,0.0318471,0.0128652,0.00194281,0.00191212,0,0.000684806,0.00139296,0.000778189,0.0122939,0.0106425,0.0207465,0.0237221,0.0317139,0.000389094,0.0437112,0.00515411,0.00199877,0,0.00955733,0.000704817,0.000754283,0.00194281,0.0360575,0.147209,0.0110401,0,0.00047985,0.00544457,0.0304608,0.00777351,0.00222755,0.0129805,0.0015108,0.00241403,0.0058463,0.0124474,0.00735543,0.00940892,0.0377222,0.000699548,0.00479705,0,0,0.1122,1.13197
oct-07,0.00271185,0.0305357,0.00280982,0.00420491,0.00143698,0.0444816,0.0179692,0.00271357,0.00267071,0,0.000956485,0.00194558,0.00108692,0.0171712,0.0148646,0.0289771,0.0331332,0.0442955,0.000543458,0.0610525,0.00719887,0.00279173,0,0.013349,0.000984435,0.00105353,0.00271357,0.0503624,0.20561,0.0154199,0,0.000670218,0.00760457,0.0425453,0.0108575,0.00311127,0.0181301,0.00211017,0.00337174,0.00816567,0.0173855,0.0102735,0.0131417,0.0526875,0.000977075,0.00670016,0,0,0.264,1.58105
nov-07,0.00248042,0.0279297,0.00257003,0.00384605,0.00131088,0.0406855,0.0164357,0.00248198,0.00244278,0,0.000874857,0.00177954,0.000994156,0.0157058,0.013596,0.0265041,0.0303056,0.0405152,0.000497078,0.0558422,0.0065845,0.00255348,0,0.0122097,0.000900421,0.000963616,0.00248198,0.0460644,0.188063,0.014104,0,0.00061302,0.00695558,0.0389144,0.00993086,0.00284575,0.0165829,0.00193008,0.00308399,0.00746879,0.0159018,0.00939674,0.0120201,0.048191,0.000893689,0.00612836,0,0,0.2321,1.44612
dic-07,0.00187621,0.0211263,0.001944,0.0029092,0.00099145,0.0307749,0.0124321,0.0018774,0.00184775,0,0.000661751,0.00134606,0.00075199,0.01188,0.0102842,0.020048,0.0229234,0.0306461,0.000375995,0.0422396,0.00498058,0.00193148,0,0.00923556,0.000681088,0.000728889,0.0018774,0.0348436,0.142253,0.0106684,0,0.000463695,0.00526127,0.0294353,0.0075118,0.00215255,0.0125435,0.00145993,0.00233276,0.00564947,0.0120283,0.00710779,0.00909215,0.0364522,0.000675996,0.00463555,0,0,0.1584,1.09386
ene-08,0.00130911,0.0147407,0.0013564,0.00202986,0.000692242,0.0214729,0.00867438,0.00130994,0.00128925,0,0.00046173,0.000939201,0.000524693,0.00828915,0.00717568,0.0139883,0.0159946,0.021383,0.000262347,0.0294723,0.00347515,0.00134767,0,0.00644402,0.000475222,0.000508575,0.00130994,0.0243118,0.0992553,0.00744376,0,0.000323539,0.003671,0.0205382,0.00524129,0.00150192,0.00875207,0.00101865,0.00162766,0.00394186,0.00839263,0.00495939,0.00634395,0.0254341,0.000471669,0.00323441,0,0,0.0846998,0.763228
feb-08,0.00116424,0.0131095,0.0012063,0.00180523,0.000616739,0.0190967,0.00771446,0.00116498,0.00114658,0,0.000410634,0.000835268,0.00046663,0.00737186,0.00638161,0.0124403,0.0142246,0.0190168,0.000233315,0.0262108,0.00309059,0.00119854,0,0.00573092,0.000422633,0.000452296,0.00116498,0.0216214,0.0882716,0.00662003,0,0.000287735,0.00326476,0.0182654,0.00466128,0.00133572,0.00778356,0.000905929,0.00144754,0.00350565,0.00746389,0.00441058,0.00564192,0.0226196,0.000419474,0.00287649,0,0,0.0747996,0.678768
mar-08,0.00114834,0.0129304,0.00118983,0.00178058,0.000609506,0.0188359,0.00760911,0.00114907,0.00113092,0,0.000405026,0.00082386,0.000460257,0.00727118,0.00629445,0.0122704,0.0140304,0.0187571,0.000230129,0.0258529,0.00304838,0.00118217,0,0.00565265,0.000416862,0.000446119,0.00114907,0.0213261,0.0870661,0.00652962,0,0.000283806,0.00322017,0.0180159,0.00459762,0.00131748,0.00767726,0.000893557,0.00142777,0.00345777,0.00736195,0.00435034,0.00556487,0.0223107,0.000413745,0.0028372,0,0,0.0615998,0.669497
abr-08,0.00104941,0.0118164,0.00108732,0.00162718,0.000558063,0.0172131,0.00695355,0.00105007,0.00103348,0,0.000370132,0.000752882,0.000420604,0.00664474,0.00575216,0.0112133,0.0128216,0.0171411,0.000210302,0.0236255,0.00278575,0.00108032,0,0.00516565,0.000380947,0.000407684,0.00105007,0.0194888,0.079565,0.00596707,0,0.000259355,0.00294274,0.0164638,0.00420152,0.00120397,0.00701583,0.000816573,0.00130476,0.00315987,0.00672769,0.00397554,0.00508544,0.0203885,0.000378099,0.00259277,0,0,0.0363,0.611817
