Yr,Mon,RIO LARQUI B
2002,4,60.391933923043545
2002,5,208.55132821517753
2002,6,164.5897921225052
2002,7,160.16568452639686
2002,8,386.1832107891204
2002,9,118.78010719650801
2002,10,169.68598342872
2002,11,72.89066169232935
2002,12,13.683963870411977
2003,1,26.69499450717047
2003,2,0.41966061908592894
2003,3,7.9053216201294525
2003,4,18.49447780514164
2003,5,111.88150983510778
2003,6,275.72979430900574
2003,7,110.28604919797066
2003,8,93.28713901873704
2003,9,117.72076409530446
2003,10,66.81692345994811
2003,11,81.58287869810825
2003,12,12.04818875228396
2004,1,2.26692219311334
2004,2,4.026339732873109
2004,3,50.29396672191273
2004,4,148.31415666365672
2004,5,29.927872366864893
2004,6,245.59266539618096
2004,7,286.95112734668805
2004,8,93.90491299848186
2004,9,100.95884001720773
2004,10,108.0614010662999
2004,11,53.235212334667324
2004,12,21.020653296772345
2005,1,1.8960812729133165
2005,2,0.09658094232658061
2005,3,24.29886989582394
2005,4,17.05346962405946
2005,5,349.81902801971364
2005,6,338.07522576997445
2005,7,259.13761813680946
2005,8,248.56194004917393
2005,9,44.68917648771351
2005,10,22.641779694499277
2005,11,37.30616420382716
2005,12,51.78953129274468
2006,1,17.653599269615732
2006,2,5.167477102528146
2006,3,13.0741171671465
2006,4,144.86173294957518
2006,5,139.6054956199055
2006,6,358.20456163139943
2006,7,321.93202857076375
2006,8,212.41081452426607
2006,9,75.21223979889072
2006,10,85.54357589471154
2006,11,6.504019823042655
2006,12,67.93708916650202
2007,1,14.506524722054227
2007,2,43.12734186196034
2007,3,38.94659072267135
2007,4,105.85198787986812
2007,5,56.939140640415374
2007,6,117.72401360989318
2007,7,192.29544419104934
2007,8,115.8704608197713
2007,9,52.57228658429235
2007,10,36.251724623331604
2007,11,6.136211564218002
2007,12,20.675686945540548
2008,1,1.734380013657119
2008,2,1.9038754186680522
2008,3,16.791993998405207
2008,4,104.51668487955284
2008,5,423.0580789603065
2008,6,145.95563045326807
2008,7,201.4212135700428
2008,8,224.24465758343098
2008,9,48.99974213278085
2008,10,30.97376291383769
2008,11,10.971958399920304
2008,12,11.385976324085485
2009,1,2.4218672736874662
2009,2,4.917043972691075
2009,3,8.726920407828155
2009,4,22.7151153743538
2009,5,240.09861916474807
2009,6,279.2903867271422
2009,7,135.70761021947882
2009,8,197.34589992755207
2009,9,88.67508175276447
2009,10,88.18396823838138
2009,11,61.55780333639724
2009,12,4.468109728864692
2010,1,9.561451114389927
2010,2,77.1605577401638
2010,3,4.7969676175099245
2010,4,3.543225897129143
2010,5,63.56522186132051
2010,6,243.56991150403036
2010,7,212.18478531564145
2010,8,145.91626048950658
2010,9,22.89491583846471
2010,10,47.5738756719428
2010,11,26.727322815665186
2010,12,21.932415549842617
2011,1,37.87256836096902
2011,2,12.095522111937528
2011,3,38.47105557382267
2011,4,94.94038013491017
2011,5,33.78025380907983
2011,6,220.26409035941077
2011,7,172.27385944468685
2011,8,246.67153129073847
2011,9,83.26555827290893
2011,10,18.87566330877332
2011,11,27.249221231986077
2011,12,0.5275295969593723
2012,1,12.08280383729778
2012,2,87.56036612253604
2012,3,4.306707319654228
2012,4,17.551226799116673
2012,5,189.2677418015926
2012,6,246.56616303861858
2012,7,44.924234126082894
2012,8,125.2129336369146
2012,9,20.899827502770833
2012,10,55.27769257595555
2012,11,58.79325467743775
2012,12,133.09493951001687
2013,1,5.0051247460077954
2013,2,34.33680460057735
2013,3,8.634087587068494
2013,4,14.709691253011604
2013,5,230.2940767425986
2013,6,193.08557477332752
2013,7,156.48747064144288
2013,8,143.13817854254825
2013,9,84.76161071607652
2013,10,49.778926390838386
2013,11,9.51255944702487
2013,12,0.05463371162314819
2014,1,15.55616650984219
2014,2,14.685350361399898
2014,3,73.56003083209802
2014,4,31.060980762936257
2014,5,162.08398599860848
2014,6,301.34161319203395
2014,7,273.538901156535
2014,8,171.77966449283113
2014,9,164.47271485075083
2014,10,17.527015317307004
2014,11,3.882342283725387
2014,12,20.54973234905048
2015,1,0.04573722765839625
2015,2,0.8893791286211277
2015,3,3.503966492538236
2015,4,30.10094141021626
2015,5,94.61175872844555
2015,6,155.3540977202991
2015,7,310.69502026015374
2015,8,282.0568957097874
2015,9,96.8625792902737
2015,10,129.13624661195473
2015,11,13.742779984190305
2015,12,4.004597191118309
2016,1,10.866082721202005
2016,2,1.1752547165853047
2016,3,5.919029089984823
2016,4,132.3942579831751
2016,5,84.8467341480887
2016,6,7.3450420059192565
2016,7,239.24229669629386
2016,8,89.6843334404947
2016,9,29.47676864807744
2016,10,95.4610360439005
2016,11,16.660678602275397
2016,12,38.78867179629782
2017,1,9.620623984981474
2017,2,9.693996716075363
2017,3,25.795339108495508
2017,4,46.5293046512846
2017,5,131.0346567313709
2017,6,244.2987709688897
2017,7,125.0389834905096
2017,8,302.8249964045677
2017,9,89.54908496284582
2017,10,101.76169862858322
2017,11,65.56409812069167
2017,12,6.995441348727367
2018,1,17.316908221474307
2018,2,7.712505258366672
2018,3,60.745386465194606
2018,4,79.26867380291777
2018,5,117.90486393334076
2018,6,112.44353120030237
2018,7,121.5152916548209
2018,8,97.72887169171968
2018,9,180.45249132464588
2018,10,103.56627580419952
2018,11,93.37276295084386
2018,12,13.489382838913322
2019,1,16.50753104434387
2019,2,6.841253192885326
2019,3,18.155943774366488
2019,4,11.79082351825499
2019,5,209.4107172300527
2019,6,344.8840237238761
2019,7,99.31205348253543
2019,8,77.20783958998308
2019,9,62.627790715983885
2019,10,32.919898299402334
2019,11,10.426225574908802
2019,12,8.784950195144868
2020,1,6.087618217329856
2020,2,4.678111078030289
2020,3,11.432841593457779
2020,4,45.4268271416385
2020,5,43.23994442464865
2020,6,353.8825474497252
2020,7,230.73455403790396
2020,8,88.22657435568779
2020,9,42.79774141481285
2020,10,13.202643712557807
2020,11,1.4779439582024076
2020,12,7.707175750795809
2021,1,65.17997752901164
2021,2,7.004122484687764
2021,3,3.427958049558292
2021,4,36.07979156843406
2021,5,169.47635574425186
2021,6,182.94208028810212
2021,7,59.44731696018298
2021,8,172.05145836937353
2021,9,64.86232410015012
2021,10,17.272041218219773
2021,11,5.5606507387162845
2021,12,4.6215176275754954
2022,1,7.680058252838422
2022,2,16.0635741633371
2022,3,10.11109607576496
2022,4,154.89457804541013
2022,5,83.46816866145392
2022,6,191.74165963397581
2022,7,260.583981117034
2022,8,132.1282943758403
2022,9,42.37493619050851
2022,10,28.873076816763167
2022,11,25.921735353379603
2022,12,4.218225949685797
2023,1,7.885023369164256
2023,2,0.09601052578790656
2023,3,2.5858073713717493
2023,4,62.044175515406245
2023,5,96.07917128784214
2023,6,336.12184710405427
2023,7,193.05009614681381
2023,8,250.94945122946345
2023,9,196.33443009543538
2023,10,50.32909361576784
2023,11,11.419368863299692
