Yr,Mon,1
1986,4,69.94491697043338
1986,5,214.5524503847712
1986,6,237.16241393276636
1986,7,4.507087889833942
1986,8,139.58242203321183
1986,9,3.090724989874443
1986,10,23.108950992304575
1986,11,81.00567031186716
1986,12,0.0
1987,1,0.0
1987,2,4.643175374645606
1987,3,9.634669906844875
1987,4,14.04738760631835
1987,5,87.12555690562982
1987,6,69.71364925070878
1987,7,474.5159983799109
1987,8,340.8967193195626
1987,9,26.81733495342244
1987,10,118.05872823005268
1987,11,1.0
1987,12,0.0
1988,1,0.0
1988,2,2.341433778857837
1988,3,9.794653705953827
1988,4,1.3199675982179022
1988,5,26.557310652085864
1988,6,32.46091535034428
1988,7,48.12960712839207
1988,8,126.92993114621304
1988,9,13.4759011745646
1988,10,1.7691373025516404
1988,11,25.76913730255164
1988,12,11.49777237748076
1989,1,0.0
1989,2,0.0
1989,3,0.0004050222762251
1989,4,34.176589712434186
1989,5,47.7330903199676
1989,6,25.972053462940465
1989,7,104.57067638720127
1989,8,235.0319967598218
1989,9,25.541514783313083
1989,10,8.436614013770757
1989,11,1.0
1989,12,1.5686512758201705
1990,1,0.1611988659376265
1990,2,1.6383151073309037
1990,3,26.340623734305392
1990,4,9.01701093560146
1990,5,16.989874443094372
1990,6,14.698663426488457
1990,7,61.36249493722154
1990,8,93.60024301336576
1990,9,58.240988254354
1990,10,33.407452409882545
1990,11,5.076954232482787
1990,12,2.0
1991,1,0.2746051032806805
1991,2,0.9092750101255568
1991,3,0.0
1991,4,35.42486836776023
1991,5,144.27582017010937
1991,6,180.34102875658164
1991,7,150.25151883353584
1991,8,17.36087484811665
1991,9,65.48116646415554
1991,10,32.161603888213854
1991,11,4.5447549615228855
1991,12,40.594167679222366
1992,1,4.209396516808424
1992,2,4.868772782503038
1992,3,21.147023086269748
1992,4,64.23936816524909
1992,5,219.94248683677603
1992,6,241.0417172944512
1992,7,28.626974483596594
1992,8,100.52450384771164
1992,9,29.901984609153505
1992,10,9.91251518833536
1992,11,30.204536249493724
1992,12,0.3803159173754557
1993,1,6.090724989874444
1993,2,8.005265289590929
1993,3,0.0
1993,4,101.63061968408265
1993,5,178.1526933981369
1993,6,109.90927501012555
1993,7,62.77683272579993
1993,8,36.506277845281495
1993,9,12.285135682462531
1993,10,13.466585662211422
1993,11,16.684487646820575
1993,12,2.663426488456865
1994,1,0.0
1994,2,0.2685297691373026
1994,3,1.0
1994,4,59.08464965573107
1994,5,91.89712434183882
1994,6,77.87322802754153
1994,7,159.42365330093156
1994,8,14.589712434183882
1994,9,33.562170919400565
1994,10,18.3264479546375
1994,11,2.0
1994,12,16.24868367760227
1995,1,9.55690562980964
1995,2,5.0571081409477525
1995,3,0.0
1995,4,53.991899554475495
1995,5,17.74807614418793
1995,6,137.9497772377481
1995,7,76.35155933576347
1995,8,65.42324827865532
1995,9,25.70757391656541
1995,10,9.34386391251519
1995,11,2.3126771972458484
1995,12,7.221952207371405
1996,1,10.253948967193196
1996,2,0.0
1996,3,0.0
1996,4,60.220332118266526
1996,5,15.724179829890645
1996,6,54.51032806804374
1996,7,40.46780072904011
1996,8,69.3232077764277
1996,9,2.090724989874443
1996,10,7.283515593357636
1996,11,2.39773187525314
1996,12,5.862292426083434
1997,1,0.0004050222762251
1997,2,3.9655731065208593
1997,3,18.848116646415555
1997,4,19.089914945321997
1997,5,173.14823815309845
1997,6,442.84204131227216
1997,7,63.80072904009722
1997,8,199.18833535844476
1997,9,84.68327257999191
1997,10,131.51073309032
1997,11,17.420818144997977
1997,12,13.58728230052653
1998,1,0.0
1998,2,10.036046982584043
1998,3,6.279060348319158
1998,4,62.07047387606319
1998,5,25.438234102875654
1998,6,31.13689752936412
1998,7,0.2932361279870393
1998,8,2.0
1998,9,28.29931146213042
1998,10,2.876873228027542
1998,11,0.0
1998,12,0.0
1999,1,1.5350344268934792
1999,2,9.672742000810045
1999,3,24.067233697853386
1999,4,21.236938031591738
1999,5,31.10652085864723
1999,6,73.15998379910894
1999,7,36.753341433778864
1999,8,158.8177399756987
1999,9,140.53098420413122
1999,10,36.299716484406645
1999,11,5.328878088294858
1999,12,1.80032401782098
2000,1,0.0
2000,2,14.812879708383964
2000,3,0.0
2000,4,33.534629404617256
2000,5,38.26164439044148
2000,6,422.06561360874855
2000,7,47.82179019846093
2000,8,4.79789388416363
2000,9,116.5771567436209
2000,10,17.462940461725395
2000,11,13.80639935196436
2000,12,0.0
2001,1,0.0
2001,2,0.7679222357229648
2001,3,20.026731470230864
2001,4,35.60186310247064
2001,5,97.4515998379911
2001,6,27.40785743215877
2001,7,284.00324017820986
2001,8,157.01741595787772
2001,9,18.418388011340625
2001,10,14.402187120291616
2001,11,0.0
2001,12,1.0
2002,1,0.0
2002,2,1.2685297691373028
2002,3,7.137707573916567
2002,4,22.26002430133658
2002,5,230.5180234912921
2002,6,276.4738760631835
2002,7,120.24503847711622
2002,8,230.13284730660192
2002,9,34.83880113406237
2002,10,13.84487646820575
2002,11,2.791413527744026
2002,12,5.7501012555690565
2003,1,14.579181855002023
2003,2,0.0
2003,3,1.0
2003,4,0.0
2003,5,120.85459700283518
2003,6,93.0692588092345
2003,7,86.56662616443903
2003,8,20.444714459295263
2003,9,38.27541514783314
2003,10,5.869177804779264
2003,11,46.56014580801944
2003,12,0.0
2004,1,1.0
2004,2,4.079384366140138
2004,3,30.172539489671937
2004,4,61.80599432968815
2004,5,23.618063993519645
2004,6,61.07776427703525
2004,7,79.87403807209397
2004,8,85.27460510328068
2004,9,27.7249898744431
2004,10,18.670311867152694
2004,11,62.743620899149455
2004,12,0.006480356419603
2005,1,2.87201296071284
2005,2,4.717699473471042
2005,3,36.96030781692992
2005,4,17.110166059133253
2005,5,149.20696638315107
2005,6,297.87727825030373
2005,7,38.31308221952209
2005,8,307.6026731470231
2005,9,36.07533414337789
2005,10,38.63791008505468
2005,11,35.85419198055894
2005,12,1.0882948562170922
2006,1,1.774807614418793
2006,2,9.243418388011342
2006,3,0.23167274200081
2006,4,10.082219522073716
2006,5,31.4564601053058
2006,6,135.69299311462132
2006,7,225.04576751721348
2006,8,93.95139732685298
2006,9,11.49534224382341
2006,10,141.07452409882544
2006,11,2.0
2006,12,0.5548805184285136
2007,1,0.2685297691373026
2007,2,12.496962332928314
2007,3,5.338598622924262
2007,4,0.286350749291211
2007,5,30.5690562980964
2007,6,121.29728635074932
2007,7,74.03604698258404
2007,8,65.83880113406238
2007,9,1.0
2007,10,1.0
2007,11,1.8635074929121096
2007,12,1.0137707573916566
2008,1,1.8720129607128388
2008,2,3.61684892669097
2008,3,22.318347509113
2008,4,26.089509923045767
2008,5,225.48400162008917
2008,6,112.36087484811668
2008,7,58.33778857837181
2008,8,245.89671931956264
2008,9,10.39854191980559
2008,10,0.0
2008,11,0.0
2008,12,0.0
2009,1,1.975293641150263
2009,2,10.008910490076955
2009,3,0.0
2009,4,0.0
2009,5,35.59862292426083
2009,6,166.5621709194006
2009,7,27.614823815309844
2009,8,170.64034021871203
2009,9,74.15471850951803
2009,10,23.37100040502228
2009,11,2.327257999189956
2009,12,0.0
2010,1,0.1660591332523289
2010,2,0.0
2010,3,0.0
2010,4,1.0
2010,5,89.39084649655733
2010,6,140.16119886593762
2010,7,60.05872823005266
2010,8,14.631834750911302
2010,9,25.541919805589306
2010,10,26.82300526528959
2010,11,66.88861887403807
2010,12,3.007290400972054
2011,1,1.3944916970433374
2011,2,9.92507087889834
2011,3,4.4430943701903605
2011,4,31.236938031591738
2011,5,0.0907249898744431
2011,6,82.55974078574322
2011,7,69.14945321992711
2011,8,86.18226002430134
2011,9,6.792628594572702
2011,10,12.637505062778454
2011,11,1.91413527744026
2011,12,1.0
2012,1,4.735115431348724
2012,2,9.310652085864724
2012,3,0.0137707573916565
2012,4,20.917375455650067
2012,5,117.34710409072498
2012,6,148.7403807209396
2012,7,6.428513568246254
2012,8,72.17699473471042
2012,9,1.064803564196031
2012,10,95.85459700283518
2012,11,2.553260429323613
2012,12,51.14013770757391
2013,1,3.681652490887
2013,2,2.3685702713649253
2013,3,0.0
2013,4,1.0
2013,5,178.3503442689348
2013,6,62.06520858647225
2013,7,17.909680032401784
2013,8,59.01417577966788
2013,9,24.04414742810855
2013,10,1.8513568246253544
2013,11,3.01012555690563
2013,12,1.0
2014,1,3.5828270554880524
2014,2,0.9740785743215876
2014,3,4.401377075739166
2014,4,2.664236533009316
2014,5,50.56136087484812
2014,6,117.57472660996356
2014,7,42.92223572296477
2014,8,76.18509518023491
2014,9,37.10976103685702
2014,10,1.993114621304172
2014,11,14.98420413122722
2014,12,4.954232482786554
2015,1,0.0
2015,2,16.683272579991904
2015,3,13.550425273390042
2015,4,0.2174969623329283
2015,5,3.413122721749696
2015,6,5.749696233292831
2015,7,73.80963953017417
2015,8,224.5350344268935
2015,9,44.97853381936006
2015,10,104.1239368165249
2015,11,22.182260024301343
2015,12,0.0
2016,1,14.494532199270962
2016,2,4.795058728230054
2016,3,4.504252733900365
2016,4,91.8055893074119
2016,5,211.89428918590528
2016,6,145.40137707573916
2016,7,61.8618874038072
2016,8,7.823410287565816
2016,9,1.090724989874443
2016,10,69.44714459295263
2016,11,14.634669906844875
2016,12,20.328473066018635
2017,1,1.2685297691373023
2017,2,6.573916565411099
2017,3,13.029161603888218
2017,4,51.68327257999189
2017,5,93.71810449574728
2017,6,91.88294856217094
2017,7,82.5913325232888
2017,8,93.30741190765492
2017,9,25.535034426893475
2017,10,66.22600243013366
2017,11,12.23086269744836
2017,12,4.090724989874444
2018,1,1.603483191575537
2018,2,6.7043337383556105
2018,3,4.332928311057109
2018,4,7.512758201701093
2018,5,52.95990279465372
2018,6,48.43782908059944
2018,7,57.17820980153909
2018,8,19.43013365735116
2018,9,27.18226002430134
2018,10,39.84082624544351
2018,11,13.447144592952611
2018,12,4.1972458485216695
2019,1,2.87201296071284
2019,2,5.176589712434184
2019,3,3.77845281490482
2019,4,5.796273795058729
2019,5,70.03685702713649
2019,6,92.86269744835964
2019,7,29.30822195220737
2019,8,10.950587282300528
2019,9,26.62616443904415
2019,10,27.62170919400568
2019,11,5.626164439044149
2019,12,1.9611178614823808
2020,1,2.7063588497367355
2020,2,0.9744835965978128
2020,3,0.0141757796678817
2020,4,16.476306196840827
2020,5,23.742000810044555
2020,6,191.5548805184285
2020,7,108.20332118266506
2020,8,35.81409477521264
2020,9,9.749291211016608
2020,10,10.842851356824625
2020,11,4.915755366545161
2020,12,1.6816524908869988
2021,1,10.85945727014986
2021,2,5.786553260429324
2021,3,11.814904819765088
2021,4,7.628999594977723
2021,5,33.16403402187121
2021,6,62.22681247468612
2021,7,9.810449574726611
2021,8,133.69299311462132
2021,9,30.3053867962738
2021,10,14.767112191170517
2021,11,7.9246658566221155
2021,12,2.324017820980154
2022,1,3.785338193600648
2022,2,4.90400972053463
2022,3,4.399351964358039
2022,4,38.98460915350344
2022,5,16.48926690968003
2022,6,68.5690562980964
2022,7,88.61279870392872
2022,8,67.1154313487242
2022,9,20.32887808829486
2022,10,20.65532604293236
2022,11,8.278655326042934
2022,12,5.989469420818145
