Yr,Mon,245358433.55843934
2016,9,3.0133989608969105
2016,10,77.24227508887066
2016,11,18.123051681706315
2016,12,28.61115668580804
2017,1,1.8047579983593112
2017,2,6.349193327864371
2017,3,21.61170358217118
2017,4,64.8542521192234
2017,5,92.01148482362592
2017,6,113.46458846048677
2017,7,100.15586546349464
2017,8,115.1419196062346
2017,9,35.87147935466229
2017,10,77.56056877221768
2017,11,16.915504511894994
2017,12,4.9165983046212745
2018,1,2.297785069729286
2018,2,6.110199617172548
2018,3,8.493300519551545
2018,4,11.66475252939568
2018,5,59.21957888980039
2018,6,59.286847142466506
2018,7,76.71233251298878
2018,8,26.67541700847689
2018,9,39.60814875581078
2018,10,44.1402789171452
2018,11,20.300792999726557
2018,12,6.061525840853159
2019,1,6.4219305441618815
2019,2,5.02050861361772
2019,3,3.759639048400328
2019,4,5.449822258681982
2019,5,72.76920973475526
2019,6,108.83511074651356
2019,7,36.76920973475527
2019,8,13.47689362865737
2019,9,33.09105824446267
2019,10,21.47224500957069
2019,11,7.613070823079026
2019,12,6.564670494941209
2020,1,5.002461033634125
2020,2,1.5015039649986328
2020,3,0.0
2020,4,13.651900464861912
2020,5,27.295870932458303
2020,6,201.70385561936013
2020,7,142.48619086683078
2020,8,46.89335520918785
2020,9,14.063439978124146
2020,10,9.405523653267707
2020,11,5.290401968826906
2020,12,2.1914137270987144
2021,1,28.47497949138638
2021,2,6.547443259502324
2021,3,11.681979764834562
2021,4,7.895542794640415
2021,5,28.933552091878585
2021,6,66.26196335794366
2021,7,17.29669127700301
2021,8,157.28219852337983
2021,9,36.32130161334428
2021,10,16.989882417281926
2021,11,8.968553459119498
2021,12,3.0131255127153405
2022,1,6.365600218758546
2022,2,8.64561115668581
2022,3,3.795187312004375
2022,4,59.729833196609256
2022,5,44.08832376264698
2022,6,74.3768115942029
2022,7,111.46185397867104
2022,8,76.8643697019415
2022,9,25.12742685261143
2022,10,20.15449822258682
2022,11,11.52365326770577
2022,12,11.982225868197975
