Yr,Mon,RIO LARQUI A
1982,3,101.94611300720521
1982,4,57.899810390595384
1982,5,32.66799393249906
1982,6,21.118733409177107
1982,7,27.542662116040965
1982,8,40.55248388320061
1982,9,58.92574895714829
1982,10,88.8566552901024
1982,11,118.38043230944257
1982,12,168.28251801289346
1983,1,154.8951459992416
1983,2,136.05851346226774
1983,3,100.10204778156992
1983,4,58.577398558968525
1983,5,28.290519529768684
1983,6,17.04205536594615
1983,7,22.939400834281383
1983,8,41.38081152825181
1983,9,59.54876753886992
1983,10,99.49032992036406
1983,11,140.38232840348886
1983,12,164.93397800530911
1984,1,169.05934774364812
1984,2,126.48498293515361
1984,3,97.00572620401972
1984,4,58.10841865756543
1984,5,29.126848691695116
1984,6,16.074933636708383
1984,7,25.834736442927575
1984,8,36.1899507015548
1984,9,58.839628365566945
1984,10,80.28433826317786
1984,11,113.87292377701937
1984,12,150.06693211983315
1985,1,156.51425862722795
1985,2,131.18604474781952
1985,3,103.60310959423589
1985,4,53.644444444444446
1985,5,30.309670079635964
1985,6,26.994615092908614
1985,7,25.436101630640884
1985,8,37.28100113765643
1985,9,62.999924156238166
1985,10,86.6347743648085
1985,11,127.49112627986352
1985,12,162.29738339021617
1986,1,167.73302995828595
1986,2,126.2451270383011
1986,3,100.68953356086465
1986,4,51.43193022373912
1986,5,34.10496776640122
1986,6,21.76158513462268
1986,7,25.126772847933257
1986,8,38.2445202882063
1986,9,60.46886613576035
1986,10,94.80394387561626
1986,11,116.10754645430416
1986,12,157.49078498293517
1987,1,175.79817974971564
1987,2,134.54034888130454
1987,3,107.54319302237396
1987,4,56.31657186196435
1987,5,29.211376564277597
1987,6,19.912097080015172
1987,7,30.480318543799775
1987,8,36.94759196056125
1987,9,59.38232840348882
1987,10,90.42298065984073
1987,11,129.96841107318926
1987,12,157.0087978763747
1988,1,163.42859309821773
1988,2,131.373606370876
1988,3,96.07007963594998
1988,4,56.95309063329543
1988,5,27.946605991657204
1988,6,23.01691315889269
1988,7,25.550246492226012
1988,8,35.94766780432311
1988,9,57.98285930982178
1988,10,95.38775123246117
1988,11,136.19643534319303
1988,12,156.96704588547595
1989,1,170.47398558968524
1989,2,133.1988244216913
1989,3,101.14884338263181
1989,4,61.884641638225254
1989,5,27.27246871444824
1989,6,22.056920743268872
1989,7,28.183124762988246
1989,8,36.67603337125522
1989,9,64.7062571103527
1989,10,100.19632157755024
1989,11,131.56355707243083
1989,12,146.8668562760713
1990,1,175.10386803185446
1990,2,117.96010618126661
1990,3,101.45972696245732
1990,4,54.88892681076983
1990,5,29.17152066742511
1990,6,20.374402730375433
1990,7,23.796397421312108
1990,8,41.386423966628755
1990,9,58.90360257868792
1990,10,93.16602199469096
1990,11,126.87049677664015
1990,12,150.82191884717486
1991,1,163.70557451649609
1991,2,132.58551384148657
1991,3,100.12828972317028
1991,4,52.3080773606371
1991,5,32.284793325748964
1991,6,20.238187334091773
1991,7,23.829654910883587
1991,8,39.08229048160789
1991,9,60.177095183921146
1991,10,95.56954872961703
1991,11,120.17588168373152
1991,12,126.21896094046268
1992,1,167.80735684489957
1992,2,125.23439514599927
1992,3,100.62021236253317
1992,4,51.67959802806221
1992,5,31.4479711793705
1992,6,19.080925293894577
1992,7,22.021350018960945
1992,8,36.681949184679574
1992,9,63.24467197573
1992,10,92.61262798634812
1992,11,123.77690557451652
1992,12,140.79480470231326
1993,1,166.32449753507777
1993,2,140.28896473265078
1993,3,103.0270762229807
1993,4,59.96890405764126
1993,5,30.93306788016686
1993,6,24.839438756162313
1993,7,23.9599544937429
1993,8,42.79029199848314
1993,9,63.57273416761472
1993,10,93.19347743648089
1993,11,124.98395904436859
1993,12,158.20409556313996
1994,1,170.13667045885478
1994,2,123.77948426241944
1994,3,104.79996207811911
1994,4,57.80413348502088
1994,5,30.864580963215783
1994,6,24.3996966249526
1994,7,25.64562002275312
1994,8,37.41001137656428
1994,9,60.57519908987488
1994,10,86.22559726962459
1994,11,120.59567690557452
1994,12,150.4255972696246
1995,1,161.15392491467577
1995,2,124.26162305650362
1995,3,101.65043610163066
1995,4,60.17633674630263
1995,5,31.030754645430417
1995,6,22.72207053469853
1995,7,23.277929465301483
1995,8,36.430678801668556
1995,9,63.00383010997346
1995,10,91.78960940462646
1995,11,131.409670079636
1995,12,165.17318923018587
1996,1,169.66598407281003
1996,2,129.69848312476302
1996,3,105.39309821767161
1996,4,54.71016306408799
1996,5,30.85623814941222
1996,6,18.47026924535457
1996,7,25.972241183162694
1996,8,40.84156238149413
1996,9,68.16818354190369
1996,10,94.54637846037164
1996,11,135.74224497535076
1996,12,151.85934774364813
1997,1,162.09689040576413
1997,2,132.97470610542288
1997,3,102.8615851346227
1997,4,65.02400455062572
1997,5,33.590974592339784
1997,6,24.150511945392495
1997,7,25.603071672354947
1997,8,38.863708759954505
1997,9,62.294349639742144
1997,10,84.55138414865377
1997,11,115.78293515358362
1997,12,149.42688661357607
1998,1,170.6290102389079
1998,2,119.37497155858932
1998,3,102.02176715965112
1998,4,55.418202502844146
1998,5,33.68255593477436
1998,6,20.950625711035272
1998,7,23.800151687523705
1998,8,38.40174440652257
1998,9,61.10781190747063
1998,10,108.91156617368222
1998,11,133.3408039438756
1998,12,166.7173682214638
1999,1,171.62142586272284
1999,2,129.50242700037924
1999,3,96.26939704209329
1999,4,58.532650739476686
1999,5,32.85225635191506
1999,6,21.984945013272657
1999,7,23.561319681456204
1999,8,41.696207811907485
1999,9,60.532650739476686
1999,10,94.92119833143728
1999,11,129.66856276071297
1999,12,158.42351156617372
2000,1,170.13340917709522
2000,2,114.39067121729238
2000,3,100.63686006825941
2000,4,55.78012893439515
2000,5,27.428213879408425
2000,6,28.166173682214634
2000,7,23.17538869927949
2000,8,38.26378460371635
2000,9,58.35104285172546
2000,10,94.40750853242325
2000,11,125.34789533560864
2000,12,162.7439135381115
2001,1,159.35942358741
2001,2,134.6403488813045
2001,3,102.57152066742513
2001,4,55.986765263557075
2001,5,30.008646188850964
2001,6,21.08069776260903
2001,7,32.59590443686008
2001,8,40.682631778536226
2001,9,60.16052332195679
2001,10,96.9636708380736
2001,11,123.59154342055368
2001,12,176.19275692074325
2002,1,166.31941600303378
2002,2,124.2296169890027
2002,3,91.31983314372394
2002,4,53.967690557451675
2002,5,29.492074326886623
2002,6,18.970155479711803
2002,7,24.86374668183543
2002,8,37.29662495259765
2002,9,60.324156238149435
2002,10,86.02749336367084
2002,11,119.75358361774745
2002,12,148.65077739855897
2003,1,171.318278346606
2003,2,134.29105043610164
2003,3,105.91626848691698
2003,4,56.31240045506259
2003,5,29.377398558968537
2003,6,28.02552142586272
2003,7,24.62984452028821
2003,8,39.965946150929106
2003,9,64.30875995449375
2003,10,100.98179749715585
2003,11,128.67277208949562
2003,12,154.94459613196818
2004,1,171.48661357603345
2004,2,127.16810769814184
2004,3,105.52703830109975
2004,4,54.13541903678422
2004,5,27.771293136139555
2004,6,22.277057262040202
2004,7,28.245354569586652
2004,8,39.44785741372773
2004,9,65.88407281001138
2004,10,83.47755024649224
2004,11,113.58771331058024
2004,12,154.75051194539253
2005,1,172.89158134243456
2005,2,127.04857792946532
2005,3,101.99150549867277
2005,4,60.10701554797119
2005,5,29.03959044368601
2005,6,21.318581721653402
2005,7,27.297383390216165
2005,8,36.99389457717104
2005,9,61.09817974971559
2005,10,91.91831626848693
2005,11,122.60576412590065
2005,12,151.64171406901787
2006,1,165.89719378081156
2006,2,126.61744406522567
2006,3,104.26124383769437
2006,4,60.11406901782328
2006,5,29.950625711035272
2006,6,23.56890405764125
2006,7,27.771975729996214
2006,8,42.20758437618507
2006,9,64.35274933636708
2006,10,88.06909366704589
2006,11,131.3347743648085
2006,12,149.59124004550628
2007,1,167.33367463026173
2007,2,121.19389457717105
2007,3,102.73845278725827
2007,4,58.53940083428138
2007,5,28.230413348502097
2007,6,18.970345089116424
2007,7,23.417974971558603
2007,8,34.581645809632164
2007,9,62.60766021994692
2007,10,91.71202123625332
2007,11,131.8910125142207
2007,12,154.54213120970803
2008,1,171.661433447099
2008,2,123.79177095183925
2008,3,104.10420932878272
2008,4,60.585627607129325
2008,5,31.408001516875245
2008,6,20.07489571482746
2008,7,28.75942358740994
2008,8,38.34050056882821
2008,9,67.44361016306411
2008,10,100.54440652256352
2008,11,136.5291998483125
2008,12,160.36348122866897
2009,1,182.57516116799397
2009,2,135.74698521046648
2009,3,116.64861585134625
2009,4,66.96086461888511
2009,5,30.90420932878271
2009,6,23.061964353431932
2009,7,26.317444065225644
2009,8,38.15392491467577
2009,9,63.781911262798644
2009,10,89.86594615092908
2009,11,111.63287827076225
2009,12,146.53090633295417
2010,1,177.11008722032614
2010,2,122.94558210087223
2010,3,108.8319681456201
2010,4,60.26901782328406
2010,5,29.41998483124764
2010,6,24.001213500189614
2010,7,26.17455441789913
2010,8,37.686006825938584
2010,9,64.08953356086462
2010,10,92.9034508911642
2010,11,127.05077739855898
2010,12,148.718278346606
2011,1,163.92351156617374
2011,2,123.47921880925297
2011,3,100.29457717102768
2011,4,64.61547212741753
2011,5,30.09965870307167
2011,6,23.3196435343193
2011,7,25.192832764505127
2011,8,36.101706484641646
2011,9,66.58612059158135
2011,10,95.875654152446
2011,11,127.16890405764126
2011,12,166.81023890784985
2012,1,169.02248767538876
2012,2,123.91786120591583
2012,3,110.30034129692831
2012,4,57.011338642396666
2012,5,31.916647705726206
2012,6,23.89859689040577
2012,7,26.16829730754646
2012,8,37.96996587030717
2012,9,64.35752749336366
2012,10,88.76784224497537
2012,11,130.93291619264318
2012,12,140.90777398558973
2013,1,165.35191505498676
2013,2,124.38540007584378
2013,3,100.95491088357984
2013,4,60.35612438376944
2013,5,32.58354190367843
2013,6,23.782404247250668
2013,7,26.40151687523702
2013,8,39.27538869927949
2013,9,57.96704588547593
2013,10,101.66810769814185
2013,11,132.520819112628
2013,12,174.5199089874858
2014,1,177.89404626469474
2014,2,123.75039817974971
2014,3,104.03989381873339
2014,4,57.24296549108837
2014,5,28.643306788016687
2014,6,23.07527493363671
2014,7,27.25286310200986
2014,8,43.11907470610542
2014,9,58.22043989381874
2014,10,102.85407660219948
2014,11,129.89855896852484
2014,12,158.3168373151309
2015,1,185.5539628365567
2015,2,135.92775881683733
2015,3,112.33811149032994
2015,4,60.31668562760715
2015,5,31.163936291240056
2015,6,23.620819112627988
2015,7,23.276526355707247
2015,8,37.3899507015548
2015,9,56.264315510049315
2015,10,84.47485779294657
2015,11,119.15001896094049
2015,12,162.55684489950704
2016,1,156.3216533940084
2016,2,138.86810769814184
2016,3,112.7485400075844
2016,4,51.46302616609784
2016,5,27.495676905574527
2016,6,19.228593098217672
2016,7,23.010390595373536
2016,8,43.14952597648843
2016,9,72.0397042093288
2016,10,87.41399317406146
2016,11,135.99859689040576
2016,12,158.2402351156618
2017,1,190.65949943117187
2017,2,133.84266211604097
2017,3,108.1817974971559
2017,4,58.205915813424355
2017,5,30.615244596131983
2017,6,24.32434584755405
2017,7,25.01850587789155
2017,8,36.61126279863482
2017,9,62.9992415623815
2017,10,87.71573758058399
2017,11,127.82521805081534
2017,12,159.45172544558213
2018,1,165.25585893060304
2018,2,135.42658323852865
2018,3,111.03382631778538
2018,4,60.406636329161955
2018,5,30.689571482745546
2018,6,20.16249525976489
2018,7,20.728706863860452
2018,8,36.85062571103527
2018,9,64.05426621160409
2018,10,80.54762988244218
2018,11,117.728441410694
2018,12,152.0150929086083
2019,1,164.80504361016312
2019,2,133.11581342434587
2019,3,116.06708380735687
2019,4,64.68084945013274
2019,5,30.282025028441424
2019,6,23.93894577171028
2019,7,25.200834281380363
2019,8,40.608039438756165
2019,9,64.89177095183923
2019,10,88.20151687523702
2019,11,139.24296549108837
2019,12,175.13792188092526
2020,1,180.83242320819122
2020,2,141.74232081911265
2020,3,117.68005309063331
2020,4,72.60136518771331
2020,5,37.305802047781576
2020,6,22.75923397800531
2020,7,25.32919984831248
2020,8,39.81975729996208
2020,9,61.60329920364051
2020,10,102.68217671596513
2020,11,132.65919605612442
2020,12,158.97303754266213
2021,1,171.6219188471748
2021,2,118.40675009480472
2021,3,103.93003412969284
2021,4,59.8427000379219
2021,5,31.466856276071304
2021,6,22.090254076602207
2021,7,27.38907849829353
2021,8,37.51983314372393
2021,9,61.956010618126676
2021,10,99.09761092150173
2021,11,130.13246113007207
2021,12,158.67341676147137
2022,1,159.37773985589686
2022,2,135.10724307925676
2022,3,119.78274554417904
2022,4,61.490064467197584
2022,5,32.30940462646947
2022,6,18.705877891543423
2022,7,22.89067121729238
2022,8,38.4439135381115
2022,9,61.86454304133487
2022,10,94.23636708380737
2022,11,131.79912779673876
