Sources and Destinations,Decrease in Storage for AC_01,Decrease in Storage for AC_02,Decrease in Storage for AC_03,Increase in Storage for AC_01,Increase in Storage for AC_02,Increase in Storage for AC_03,Inflow from Below CA_Alameda Diverted Inflow,Inflow from Below CA_Arboleda Grande Diverted Inflow,Inflow from Below CA_Batuco Chalinga Diverted Inflow,Inflow from Below CA_Chalinga Diverted Inflow,Inflow from Below CA_Chanar Chalinga Diverted Inflow,Inflow from Below CA_Chilcas Diverted Inflow,Inflow from Below CA_Cunlagua Diverted Inflow,Inflow from Below CA_Destiladera Diverted Inflow,Inflow from Below CA_Gabino Diverted Inflow,Inflow from Below CA_Huanque Diverted Inflow,Inflow from Below CA_Los Guindos Diverted Inflow,Inflow from Below CA_Maravillal Diverted Inflow,Inflow from Below CA_Molino de Zapallar Diverted Inflow,Inflow from Below CA_Palquial Diverted Inflow,Inflow from Below CA_Tebal Diverted Inflow,Inflow from Below CA_Toma Ranque Diverted Inflow,Inflow from Below CA_Valentino Diverted Inflow,Inflow from Below CL_09 Inflow,Inflow from Below ZR_Alameda Runoff,Inflow from Runoff/Infiltration from ZR_Alameda_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Arboleda Grande_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Batuco Chalinga_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Chalinga_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Chanar Chalinga_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Chilcas_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Cunlagua_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Destiladera_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Gavino_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Huanque_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Los Guindos_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Maravillal_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Molino de Zapallar_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Palquial_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Tebal_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Toma Ranque_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Valentino_FRU to AC_02,Natural Recharge,Outflow to Agua Potable_AC02,Outflow to Agua Potable_AC03,Outflow to Below CA_Alameda Diverted Inflow,Outflow to Below CA_Arboleda Grande Diverted Inflow,Outflow to Below CA_Batuco Chalinga Diverted Inflow,Outflow to Below CA_Chalinga Diverted Inflow,Outflow to Below CA_Chanar Chalinga Diverted Inflow,Outflow to Below CA_Chilcas Diverted Inflow,Outflow to Below CA_Cunlagua Diverted Inflow,Outflow to Below CA_Destiladera Diverted Inflow,Outflow to Below CA_Gabino Diverted Inflow,Outflow to Below CA_Huanque Diverted Inflow,Outflow to Below CA_Los Guindos Diverted Inflow,Outflow to Below CA_Maravillal Diverted Inflow,Outflow to Below CA_Molino de Zapallar Diverted Inflow,Outflow to Below CA_Palquial Diverted Inflow,Outflow to Below CA_Tebal Diverted Inflow,Outflow to Below CA_Toma Ranque Diverted Inflow,Outflow to Below CA_Valentino Diverted Inflow,Outflow to Below CL_09 Inflow,Outflow to Below ZR_Alameda Runoff,Outflow to Veg_Riparia AC_03,Outflow to Veg_Riparia AC01,Outflow to Veg_Riparia AC02,Overflow
jul-08,0,0,0,0,0,0,0.00635637,0.0801481,0.177337,0.0500811,0.0100544,0.0430904,0.0868989,0.0322056,0.0179474,0.0665603,0.0100544,0.0140481,0.0137089,0.103269,0.077139,0.000715759,0.00810125,0.00585637,0.00368926,0,0,0.000748191,0,0.000167497,0,0,0,0,0,0.000162646,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.760331
ago-08,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0113412,0.00949901,0,0,0.00458585,0,0.00110684,0,0,0,0,0,0.00152116,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.990838
sept-08,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0130534,0.0119358,0,0,0.000662684,0,0.00075663,0,0,0,0,0,0.0017538,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.990066
oct-08,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0157853,0.014548,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.999688
nov-08,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0204471,0.019777,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00591376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-1.0128
dic-08,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0153278,0.01472,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-1.00644
ene-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0122307,0.011766,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00596717,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-1.00157
feb-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0101377,0.00932515,0,0,0.0019441,0,0.00151062,0,0,0,0,0,0.00229326,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.989667
mar-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00896264,0.00726275,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.990941
abr-09,0,0,0,0,0,0,0.00714,0.108059,0.1992,0.0675216,0.0135558,0.0580964,0.117161,0.036176,0.02016,0.0897396,0.0135558,0.01578,0.015399,0.116,0.104002,0.000804,0.0091,0.00795907,0.00666504,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.959328
may-09,0,0,0,0,0,0,0.00714,0.0975281,0.1992,0.0609411,0.0122347,0.0524344,0.105743,0.036176,0.02016,0.0809937,0.0122347,0.01578,0.015399,0.116,0.0938664,0.000804,0.0091,0.00715679,0.00540614,0,0,0.00212242,0,0.000238645,0,0,0,0,0,0.000412306,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.902205
jun-09,0,0,0,0,0,0,0.00666068,0.0839852,0.185827,0.0524787,0.0105358,0.0451533,0.0910592,0.0337474,0.0188066,0.0697468,0.0105358,0.0147207,0.0143652,0.108213,0.080832,0.000750026,0.0084891,0.00615263,0.00550544,0,0,0.000710018,0,0.000961502,0,0,0,0,0,0.00143058,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.800568
jul-09,0,0,0,0,0,0,0.00714,0.0921645,0.1992,0.0575896,0.0115619,0.0495508,0.0999275,0.036176,0.02016,0.0765395,0.0115619,0.01578,0.015399,0.116,0.0887042,0.000804,0.0091,0.00674333,0.00458454,0,0,0.000839807,0,0.000053039,0,0,0,0,0,8.21882E-06,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.871579
ago-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0101695,0.00884093,0,0,0.00121136,0,0.000577469,0,0,0,0,0,0.000743998,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.984327
sept-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0112759,0.0101145,0,0,0.000615349,0,0.00070978,0,0,0,0,0,0.0016545,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.986274
oct-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0115025,0.0102942,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.991151
nov-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0122557,0.0116238,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00591376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.996455
dic-09,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00880791,0.00818454,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.993386
ene-10,0,0,0,0,0,0,0.00714,0.0984758,0.1992,0.0615333,0.0123536,0.052944,0.10677,0.036176,0.02016,0.0817808,0.0123536,0.01578,0.015399,0.116,0.0947785,0.000804,0.0091,0.00723195,0.0067508,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00559581,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.92175
feb-10,0,0,0,0,0,0,0.00714,0.0919801,0.1992,0.0574744,0.0115387,0.0494517,0.0997275,0.036176,0.02016,0.0763863,0.0115387,0.01578,0.015399,0.116,0.0885267,0.000804,0.0091,0.00673909,0.00594707,0,0,0.00207934,0,0.00159428,0,0,0,0,0,0.00247058,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.879486
mar-10,0,0,0,0,0,0,0.00714,0.0909616,0.1992,0.056838,0.011411,0.0489041,0.0986233,0.036176,0.02016,0.0755405,0.011411,0.01578,0.015399,0.116,0.0875465,0.000804,0.0091,0.0066521,0.00493421,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.877113
abr-10,0,0,0,0,0,0,0.00674176,0.0850076,0.188089,0.0531175,0.010664,0.045703,0.0921677,0.0341582,0.0190356,0.0705959,0.010664,0.0148999,0.0145401,0.10953,0.081816,0.000759156,0.00859244,0.00622678,0.00538097,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.810943
may-10,0,0,0,0,0,0,0.00690547,0.0870717,0.192657,0.0544074,0.010923,0.0468128,0.0944057,0.0349877,0.0194978,0.0723101,0.010923,0.0152617,0.0148932,0.11219,0.0838027,0.00077759,0.00880108,0.00636788,0.00449667,0,0,0.00155746,0,0.000289136,0,0,0,0,0,0.000485795,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.830957
jun-10,0,0,0,0,0,0,0.00663294,0.0836354,0.185053,0.0522602,0.0104919,0.0449653,0.09068,0.0336069,0.0187283,0.0694564,0.0104919,0.0146594,0.0143054,0.107762,0.0804954,0.000746902,0.00845375,0.00612395,0.00510904,0,0,0.00127803,0,0.000503193,0,0,0,0,0,0.00075774,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.796099
jul-10,0,0,0,0,0,0,0.00689349,0.0869207,0.192323,0.054313,0.010904,0.0467316,0.094242,0.034927,0.019464,0.0721847,0.010904,0.0152352,0.0148673,0.111995,0.0836573,0.000776242,0.00878582,0.00635543,0.00442162,0,0,0.000916153,0,4.42582E-06,0,0,0,0,0,0.000136346,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.82895
ago-10,0,0,0,0,0,0,0.0064516,0.0813489,0.179994,0.0508314,0.0102051,0.043736,0.0882009,0.0326881,0.0182163,0.0675575,0.0102051,0.0142586,0.0139143,0.104816,0.0782947,0.000726482,0.00822263,0.00595794,0.00512715,0,0,0.000748191,0,0.000296784,0,0,0,0,0,0.000787308,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.775186
sept-10,0,0,0,0,0,0,0.00665086,0.0838614,0.185553,0.0524014,0.0105203,0.0450868,0.090925,0.0336977,0.0187789,0.0696441,0.0105203,0.014699,0.0143441,0.108053,0.0807129,0.000748921,0.00847659,0.00613398,0.00474446,0,0,0.000410233,0,0.000506766,0,0,0,0,0,0.00122421,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.799416
oct-10,0,0,0,0,0,0,0.00660692,0.0833074,0.184328,0.0520552,0.0104507,0.0447889,0.0903243,0.0334751,0.0186548,0.069184,0.0104507,0.0146019,0.0142493,0.107339,0.0801796,0.000743973,0.00842059,0.00609357,0.00501741,0,0,0.000534422,0,0.00130427,0,0,0,0,0,0.00283985,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.798929
nov-10,0,0,0,0,0,0,0.00662312,0.0835117,0.18478,0.0521828,0.0104764,0.0448987,0.0905458,0.0335572,0.0187006,0.0693536,0.0104764,0.0146377,0.0142842,0.107603,0.0803762,0.000745797,0.00844124,0.00611077,0.00551166,0,0,0.000552237,0,0.00231988,0,0,0,0,0,0.00474549,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.803648
dic-10,0,0,0,0,0,0,0.00522091,0.0658311,0.145659,0.041135,0.00825838,0.035393,0.071376,0.0264526,0.0147414,0.0546704,0.00825838,0.0115387,0.0112601,0.0848216,0.0633594,0.000587901,0.0066541,0.00482543,0.00583761,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.0037408,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.629491
ene-11,0,0,0,0,0,0,0.00427849,0.0539479,0.119366,0.0337097,0.00676766,0.0290043,0.0584919,0.0216777,0.0120804,0.0448019,0.00676766,0.00945582,0.00922751,0.0695105,0.0519225,0.000481779,0.00545298,0.00394675,0.00473386,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00306555,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.510114
feb-11,0,0,0,0,0,0,0.00409766,0.0516678,0.114321,0.032285,0.00648163,0.0277784,0.0560198,0.0207615,0.0115699,0.0429084,0.00648163,0.00905617,0.00883752,0.0665726,0.049728,0.000461417,0.00522251,0.00376812,0.00354647,0,0,0.00143694,0,0.00124291,0,0,0,0,0,0.00172584,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.480244
mar-11,0,0,0,0,0,0,0.00392663,0.0495113,0.10955,0.0309375,0.00621109,0.026619,0.0536816,0.0198949,0.011087,0.0411174,0.00621109,0.00867818,0.00846865,0.063794,0.0476524,0.000442158,0.00500453,0.00360357,0.00294107,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.463864
abr-11,0,0,0,0,0,0,0.00404514,0.0510056,0.112856,0.0318712,0.00639855,0.0274224,0.0553018,0.0204954,0.0114216,0.0423584,0.00639855,0.0089401,0.00872425,0.0657194,0.0490906,0.000455503,0.00515557,0.00371514,0.00288956,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.467518
may-11,0,0,0,0,0,0,0.00407324,0.0513599,0.11364,0.0320926,0.006443,0.0276128,0.0556859,0.0206377,0.0115009,0.0426526,0.006443,0.0090022,0.00878484,0.0661758,0.0494316,0.000458667,0.00519138,0.00374067,0.00264843,0,0,0.00215296,0,0.000253757,0,0,0,0,0,0.000444337,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.47156
jun-11,0,0,0,0,0,0,0.00412964,0.052071,0.115213,0.0325369,0.00653221,0.0279952,0.0564569,0.0209235,0.0116602,0.0432432,0.00653221,0.00912684,0.00890648,0.0670921,0.050116,0,0.00526326,0.00379448,0.00341268,0,0,0.000110447,0,0.00149373,0,0,0,0,0,0.00221195,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.478724
jul-11,0,0,0,0,0,0,0.00446061,0.0562444,0.124447,0.0351447,0.00705574,0.0302389,0.0609818,0.0226004,0.0125947,0.046709,0.00705574,0.00985833,0.00962031,0.0724694,0.0541327,0,0.0056851,0.00409614,0.00280828,0,0,0.000641307,0,0.000281955,0,0,0,0,0,0.000330681,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.519449
ago-11,0,0,0,0,0,0,0.00321785,0.0643574,0.142398,0.0402141,0.00807351,0.0346007,0.0697782,0.0258605,0.0144114,0.0534466,0.00807351,0.0112804,0.011008,0.0829228,0.0619411,7.45272E-06,0.00650515,0.00469116,0.00307163,0,0,0.00038173,0,6.24082E-05,0,0,0,0,0,1.85453E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.598924
sept-11,0,0,0,0,0,0,0.00615837,0.0776515,0.171813,0.0485211,0.00974123,0.0417481,0.084192,0.0312024,0.0173883,0.0644869,0.00974123,0.0136105,0.0132819,0.100052,0.0747361,0.000693463,0.0078489,0.00566459,0.00358749,0,0,0.000678462,0,0.000772246,0,0,0,0,0,0.0017869,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.737078
oct-11,0,0,0,0,0,0,0.00714,0.0951941,0.1992,0.0594827,0.0119419,0.0511796,0.103212,0.036176,0.02016,0.0790555,0.0119419,0.01578,0.015399,0.116,0.0916201,0.000804,0.0091,0.00696638,0.00484051,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.894366
nov-11,0,0,0,0,0,0,0.00636238,0.0802239,0.177505,0.0501285,0.0100639,0.0431311,0.0869811,0.0322361,0.0179644,0.0666232,0.0100639,0.0140614,0.0137219,0.103366,0.0772119,0.000716436,0.00810892,0.00587977,0.00615282,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00455866,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.771541
dic-11,0,0,0,0,0,0,0.00394467,0.0497387,0.110053,0.0310796,0.00623963,0.0267413,0.0539282,0.0199863,0.0111379,0.0413063,0.00623963,0.00871805,0.00850755,0.064087,0.0478713,0.000444189,0.00502752,0.00367355,0.00576851,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00282637,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.467188
ene-12,0,0,0,0,0,0,0.00481454,0.060707,0.134322,0.0379332,0.00761558,0.0326382,0.0658204,0.0243937,0.013594,0.0504151,0.00761558,0.0106405,0.0103836,0.0782194,0.0584278,0.000542141,0.00613618,0.00441914,0.00341854,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00344963,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.576928
feb-12,0,0,0,0,0,0,0.00421023,0.0530873,0.117462,0.0331719,0.00665969,0.0285415,0.0575588,0.0213318,0.0118877,0.0440872,0.00665969,0.00930497,0.00908031,0.0684015,0.0510941,0.000474093,0.00536598,0.00387862,0.0041121,0,0,0.00200764,0,0.00153931,0,0,0,0,0,0.00238539,0,0,0,0,0,0,0,-0.00827634,-0.0131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078931,-0.00697586,-0.0078931,-0.498151
mar-12,0,0,0,0,0,0,0.00383908,0.0484073,0.107107,0.0302476,0.0060726,0.0260254,0.0524846,0.0194513,0.0108397,0.0402006,0.0060726,0.00848468,0.00827982,0.0623716,0.0465899,0.000432299,0.00489294,0.00352683,0.0031404,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.452999
abr-12,0,0,0,0,0,0,0.00423974,0.0534593,0.118285,0.0334044,0.00670636,0.0287416,0.0579622,0.0214813,0.011971,0.0443961,0.00670636,0.00937018,0.00914394,0.0688809,0.0514522,0.000477416,0.00540359,0.0038919,0.00269976,0,0,0.00244562,0,0.000340577,0,0,0,0,0,0.000430052,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.491347
may-12,0,0,0,0,0,0,0.00424875,0.053573,0.118537,0.0334754,0.00672063,0.0288027,0.0580854,0.021527,0.0119965,0.0444906,0.00672063,0.0093901,0.00916339,0.0690274,0.0515616,0.000478431,0.00541508,0.00390386,0.00276915,0,0,0.00204607,0,0.000147968,0,0,0,0,0,0.000220115,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.493434
jun-12,0,0,0,0,0,0,0.00424657,0.0535454,0.118476,0.0334582,0.00671716,0.0287878,0.0580555,0.0215159,0.0119903,0.0444676,0.00671716,0.00938527,0.00915866,0.0689918,0.051535,0.000478185,0.00541229,0.0039039,0.00287935,0,0,0.00171982,0,0.000118806,0,0,0,0,0,0.000193421,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.491655
jul-12,0,0,0,0,0,0,0.00405631,0.0511464,0.113168,0.0319592,0.00641621,0.0274981,0.0554544,0.0205519,0.0114531,0.0424753,0.00641621,0.00896478,0.00874833,0.0659008,0.0492261,0.00045676,0.0051698,0.00372792,0.00288742,0,0,0.00114519,0,0.000261342,0,0,0,0,0,0.000680886,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.469755
