Runoff/Infiltration,Runoff/Infiltration from R_Cogt to Rio Cogoti,Runoff/Infiltration from R_Comb to Rio Combarbala,Runoff/Infiltration from R_ElIng_EmbR to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_QIng to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_RGrn to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_RLim to Qda. El Ingenio,Runoff/Infiltration from R_Grn_RRap to Rio Grande,Runoff/Infiltration from R_GrnCy to Rio Grande,Runoff/Infiltration from R_GrnLR to Rio Grande,Runoff/Infiltration from R_GrnPSJ_CPMP to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RGrn to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RPon to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RRap to Rio Grande,Runoff/Infiltration from R_GrnSJ to Rio Grande,Runoff/Infiltration from R_Guat_CCog to Rio Huatulame,Runoff/Infiltration from R_Guat_CPMS to Rio Huatulame,Runoff/Infiltration from R_Guat_EmbP to Rio Huatulame,Runoff/Infiltration from R_Guat_RGuat to Rio Huatulame,Runoff/Infiltration from R_GuatET to Rio Huatulame,Runoff/Infiltration from R_Hurt to Rio Hurtado,Runoff/Infiltration from R_HurtAEmb to Rio Hurtado,Runoff/Infiltration from R_Lim_EmbP to Rio Limari,Runoff/Infiltration from R_Lim_EmbR to Rio Limari,Runoff/Infiltration from R_Lim_RGrn to Rio Limari,Runoff/Infiltration from R_Lim_RGua to Rio Limari,Runoff/Infiltration from R_Lim_RLim to Rio Limari,Runoff/Infiltration from R_Most to Rio Mostazal,Runoff/Infiltration from R_Pama to Rio Pama,Runoff/Infiltration from R_Ponio to Rio Ponio,Runoff/Infiltration from R_Puni_EmbP to Estero Punitaqui,Runoff/Infiltration from R_Puni_EPun to Estero Punitaqui,Runoff/Infiltration from R_Puni_RGua to Estero Punitaqui,Runoff/Infiltration from R_Rapl to Rio Rapel
Aug 1 2016,0.00278363,0.00663494,0.0438471,0.000509283,0.0014936,0.00191785,0.00188289,0.00136347,0,0.000183417,0.000319843,0.000783925,0.00109684,0.00555482,0.00401353,0.00775088,0.000844623,0.00193016,0.00752987,0.0256953,0.00502534,0.0186845,0.016854,0.00325094,0.0069602,0.0139438,0.00377159,0.00230437,0,0.0283986,0.0012959,0.00804019,0.0270618
Sep 1 2016,0.0111168,0.00653946,0.123676,0.00294051,0.00279282,0.00396755,0.00848159,0.00514733,0,0.00123394,0.00269323,0.00175853,0.00479366,0.0278412,0.0187203,0.0307516,0.00463355,0.00252706,0.00627509,0.0396285,0.00709068,0.0734516,0.0648473,0.0062887,0.0201099,0.0333223,0.0196241,0.00265616,0,0.156041,0.000135116,0.0202685,0.0450722
Oct 1 2016,0.0244426,0.0154647,0.122007,0.00659497,0.00549511,0.00769634,0.0184031,0.0114929,0,0.00286214,0.00626771,0.00425724,0.0116283,0.0624562,0.0398031,0.0640523,0.0100269,0.00861887,0.0173156,0.0679236,0.0110257,0.137309,0.128338,0.0126006,0.0358286,0.0601648,0.045228,0.00594952,0,0.174808,0.0259895,0.0453341,0.0804607
Nov 1 2016,0.0412342,0.0262617,0.119372,0.0117753,0.00797107,0.013113,0.0301946,0.02066,0,0.00484688,0.0105893,0.000467706,0.0196237,0.105498,0.060595,0.100383,0.0179632,0.0097913,0.0257071,0.119235,0.0189609,0.129411,0.191465,0.0182207,0.0503671,0.0937343,0.0767037,0.00178271,0,0.192939,0,0.0709576,0.139993
Dec 1 2016,0.0503936,0.0329002,0.118633,0.014296,0.00898019,0.015499,0.00215758,0.0259659,0,0.00590929,0.0130997,0,0.00141321,0.129824,0.0643749,0.118488,0.0202672,0.0120283,0.0314068,0.145342,0.0233312,0.120223,0.182444,0.020676,0.0526744,0.101795,0.0943166,0.000732153,0,0.216466,0,0.0761793,0.0102857
Jan 1 2017,0.0274091,0.0148036,0.10553,0.0161793,0.0131422,0.0165698,0,0.0452208,0,0.0183312,0.0172296,0,0,0.139856,0.059057,0.121835,0.0326583,0.00825966,0.03266,0.219604,0.0257506,0.111719,0.194805,0.0226705,0.0480462,0.130441,0.110394,0,0,0.169812,0,0.0631351,0
Feb 1 2017,0.0239215,0.0083637,0.106326,0.0140745,0.0120417,0.01303,0.00773621,0.0420342,0,0.0159109,0.0135741,0.00593029,0.00719297,0.123132,0.0550544,0.108304,0.0152173,0.00695399,0.0276832,0.201493,0.0238232,0.122086,0.162095,0.0211267,0.0467682,0.101879,0.0982004,0.00392555,0.000150074,0.149848,0,0.0582318,0.0497763
Mar 1 2017,0.0163694,0.00677418,0.107318,0.0101094,0.00902881,0.00891093,0,0.0316588,0,0.0113505,0.00905072,0,0,0.0840263,0.0367412,0.0738585,0.00674751,0.00394543,0.0179984,0.14913,0.0176036,0.119483,0.093354,0.0151253,0.0315431,0.0713982,0.0646214,0,0,0.145972,0,0.0398128,0
Apr 1 2017,0.00864504,0.00702218,0.108123,0.00633797,0.00514713,0.00537537,0,0.0163756,0,0.00655846,0.00512228,0,0,0.046121,0.021477,0.0413356,0.00436608,0.00190447,0.00959686,0.0911986,0.0110517,0.0711776,0.0587916,0.00829388,0.0195539,0.0424554,0.0342597,0,0,0.137456,0,0.022116,0.000105521
May 1 2017,0.00166438,0.00136139,0.0321602,0.00193914,0.00188968,0.00221729,0.0022124,0.0029124,0,0.00199544,0.00130668,0.0015057,0.00168207,0.0119682,0.00666446,0.0117761,0.000588944,0.000753921,0.00271075,0.0436989,0.0132505,0.0142355,0.0103239,0.00351472,0.00574651,0.0253207,0.00675441,0.00149516,5.21055E-05,0.0304685,0.00353389,0.00370118,0.20351
Jun 1 2017,0.037221,0.0269301,0.290037,0.0101061,0.0294156,0.0356471,0.0186713,0.0195319,0,0.00476881,0.00728218,0.00295563,0.0190371,0.0809235,0.054171,0.0948542,0.0161171,0.0203179,0.053284,0.0312236,0.00386846,0.275443,0.234953,0.0686549,0.0506982,0.145729,0.0667518,0.0187687,0,0.660828,0.0340386,0.082856,0.0809428
Jul 1 2017,0.0186824,0.0132026,0.0152878,0.000981236,0.00547636,0.00670009,0.00414357,0.00697675,0,0.000819133,0.0013243,0.000964917,0.0055428,0.017828,0.00476969,0.0194788,0.00117996,0.0072713,0.0186905,0.0249494,0.00338609,0.0614562,0.0208072,0.0121797,0.00265221,0.00881608,0.0204034,0.0104482,3.78888E-05,0.194946,0.00788765,0.026216,0.0188343
Aug 1 2017,0.00863035,0.0057001,0.0394265,0.00163383,0.00197487,0.00262295,0.00120772,0.00177152,0,0.000958834,0.000820341,0.001582,0.000654717,0.00674756,0.00605425,0.0074264,0.0033608,0.00207297,0.00212676,0.0366121,0.00360079,0.0179238,0.0265181,0.0032243,0.00699279,0.018914,0.00491709,0.00668452,3.86981E-05,0.0269836,0.00413203,0.00320393,0.0234314
Sep 1 2017,0.0048269,0.00456411,0.109689,0.00501054,0.00419052,0.00502754,0.00606725,0.0104725,0,0.00492984,0.00415066,0.00302097,0.00522105,0.0315179,0.0197966,0.0315097,0.0102948,0.00356218,0.00853365,0.0678334,0.00707028,0.0655086,0.0777299,0.00616118,0.0184742,0.0481414,0.0246052,0.00119715,0.000075581,0.121983,0.0188524,0.0175714,0.0533706
Oct 1 2017,0.0124332,0.0105297,0.107256,0.00912607,0.00719251,0.00924851,0.0135812,0.0212493,0,0.00990003,0.00873706,0.00466713,0.0124105,0.0696277,0.0383291,0.0663642,0.0185507,0.00445196,0.0175472,0.121135,0.0136379,0.117841,0.13923,0.0122203,0.0323822,0.0787483,0.0555449,0.00357919,0.000118007,0.132916,0,0.0368369,0.114183
Nov 1 2017,0.021908,0.0177052,0.105999,0.013657,0.010788,0.0144793,0.0223076,0.0354757,0,0.0154433,0.0149037,0.00622576,0.0209438,0.115914,0.057274,0.104849,0.03324,0.00712914,0.0283608,0.184127,0.0206781,0.109713,0.222577,0.0184614,0.0453258,0.116687,0.0928842,0.00672533,0.000152057,0.139719,0,0.0587225,0.185087
Dec 1 2017,0.0274877,0.0219819,0.105408,0.0162326,0.0121783,0.0171097,0.0274435,0.0447439,0,0.0186362,0.0180382,0.00270013,0.0259126,0.143194,0.0601536,0.12341,0.0375588,0.00868943,0.0343986,0.221087,0.0251773,0.102392,0.210148,0.021085,0.0479788,0.126551,0.114559,0.00164136,7.22382E-05,0.159461,0,0.0635673,0.229308
Jan 1 2018,0.0274091,0.021954,0.10553,0.0161793,0.0121847,0.0165698,0.000805351,0.0452208,0,0.0183312,0.0172296,0,0.000760354,0.139856,0.059057,0.121834,0.0326583,0.00825966,0.03266,0.21849,0.0257506,0.103583,0.21035,0.0210188,0.0480462,0.120937,0.110394,0,0,0.15744,0,0.0631351,0.00681389
Feb 1 2018,0.0239215,0.00516716,0.106326,0.0140745,0.0110875,0.01303,0.00504455,0.0420342,0,0.0159109,0.0135741,0.00593029,0.00469033,0.123132,0.0550375,0.108304,0.0152173,0.00695399,0.0276832,0.201493,0.0238232,0.112513,0.162095,0.0194527,0.0467538,0.093806,0.0982004,0.00111019,0.000150074,0.137974,0,0.0582139,0.0387751
Mar 1 2018,0.0163694,0.0101724,0.1073,0.0101094,0.00817343,0.00891093,0,0.0316588,0,0.0113505,0.00905072,0,0,0.0840263,0.0367412,0.0738585,0.00674751,0.00394543,0.0179984,0.14913,0.0176036,0.118335,0.093354,0.0138652,0.0315431,0.0654498,0.0646214,0,0,0.133842,0,0.0398128,0
Apr 1 2018,0.00864504,0.00702218,0.108123,0.00633797,0.00514713,0.00537537,0,0.0163756,0,0.00655846,0.00512228,0,0,0.046121,0.021477,0.0413356,0.00436608,0.00190447,0.00959686,0.092349,0.011216,0.0711776,0.0587916,0.00829388,0.0195539,0.0424554,0.0342597,0,0,0.137456,0,0.022116,0
May 1 2018,0.00166438,0.00136139,0.0321602,0.00193914,0.00174289,0.00220971,0.000375202,0.0029124,0,0.00199544,0.00130668,0.000157438,0.000324974,0.0119682,0.00666446,0.0117761,0.000588944,0.000753921,0.00214563,0.0410388,0.00589175,0.0142355,0.0103239,0.00326386,0.00574651,0.0125592,0.00675441,0.00149516,0,0.0304685,0.000924379,0.00370118,0.000318468
Jun 1 2018,0.037221,0.0269301,0.290037,0.0101061,0.0294156,0.0356471,0.0186713,0.0195319,0,0.00476881,0.00728218,0.00295563,0.0190371,0.0809235,0.054171,0.0948542,0.0161171,0.0203179,0.053284,0.00893105,0.000891336,0.275443,0.234953,0.0686549,0.0506982,0.145729,0.0667518,0.0187687,0,0.660828,0.0340386,0.082856,0.0462357
Jul 1 2018,0.0186824,0.0132026,0.0152878,0.000981236,0.00547636,0.00670009,0.00414357,0.00697675,0,0.000819133,0.0013243,0.000964917,0.0055428,0.017828,0.00476969,0.0194788,0.00117996,0.0072713,0.0186905,0.0150526,0.001735,0.0614562,0.0208072,0.0121797,0.00265221,0.00881608,0.0204034,0.0104482,0,0.194946,0.00788765,0.026216,0.00724178
Aug 1 2018,0.00863035,0.0057001,0.0394265,0.00163383,0.00197651,0.00257512,0.00120772,0.00177152,0,0.000958834,0.000820341,0.001582,0.000654717,0.00674756,0.00605425,0.0074264,0.0033608,0.00207297,0.00212676,0.0486462,0.00619867,0.0179238,0.0265181,0.00322594,0.00699279,0.018549,0.00491709,0.00668452,5.81446E-05,0.0269836,0.0012959,0.00320393,0.00425964
Sep 1 2018,0.0048269,0.00456411,0.109689,0.00501054,0.00408886,0.00502754,0.00565392,0.0104725,0,0.00492984,0.00415066,0.00302097,0.00486558,0.0315179,0.0197966,0.0315097,0.0102948,0.00197186,0.00767518,0.0711687,0.00779864,0.0655086,0.0777299,0.00610373,0.0184742,0.0476972,0.0246052,0.00119715,7.97025E-05,0.121983,0.000135116,0.0175714,0.029714
Oct 1 2018,0.0124332,0.0105297,0.107202,0.00912607,0.00758971,0.00924851,0,0.0212493,0,0.00990003,0.00873706,0,0,0.0696277,0.0383291,0.0663642,0.0185507,0.00445196,0.0175472,0.117794,0.01332,0.117644,0.13923,0.0122203,0.0323822,0.0787483,0.0555449,0.00150111,0,0.132916,0,0.0368369,0
Nov 1 2018,0.021908,0.0177052,0.105999,0.013657,0.010788,0.0144793,0.00526013,0.0354757,0,0.0154433,0.0149037,0.00371242,0.00493854,0.115914,0.057274,0.104849,0.03324,0.00712914,0.0283608,0.182977,0.0205138,0.109713,0.222577,0.0184614,0.0453258,0.116687,0.0928842,0.00308693,0.000093612,0.139719,0,0.0587225,0.0436436
Dec 1 2018,0.0274877,0.0190253,0.105408,0.0162326,0.0121783,0.0171097,0.00162466,0.0432584,0,0.0186362,0.0180382,0,0.00153403,0.13844,0.0601536,0.12341,0.0375588,0.00868943,0.0343986,0.221087,0.0251773,0.102397,0.210221,0.021085,0.0479788,0.126551,0.0789312,0,0,0.159461,0,0.0635673,0.013575
Jan 1 2019,0.0274091,0.0130472,0.10553,0.0161793,0.0121847,0.0165698,0,0.0315822,0,0.0163771,0.0153929,0,0,0.0976755,0.059057,0.0867473,0.0326583,0.00825966,0.03266,0.219604,0.0257506,0.103583,0.210252,0.0210188,0.0480462,0.120937,0.0570848,0,0,0.15744,0,0.0631351,0
Feb 1 2019,0.0239215,0.00614675,0.106326,0.0140745,0.0110875,0.01303,0.0023552,0.0304202,0,0.0159109,0.0135741,0.00028584,0.00218982,0.0891108,0.0550375,0.0783794,0.0152173,0.00695399,0.0276832,0.201493,0.0238232,0.112513,0.162095,0.0194527,0.0467538,0.093806,0.0383866,0.00182596,0,0.137974,0,0.0582139,0.0205002
Mar 1 2019,0.0163694,0.00618991,0.107318,0.0101094,0.00817343,0.00891093,0,0.0180803,0,0.0111837,0.00891768,0,0,0.0610619,0.0367412,0.053673,0.00674751,0.00394543,0.0179984,0.14913,0.0176036,0.118293,0.093354,0.0138652,0.0315431,0.0654498,0.0250925,0,0,0.133868,0,0.0398128,0
Apr 1 2019,0.00864504,0.00702218,0.107822,0.00633797,0.0101893,0.00690994,0,0.00812502,0,0.00655846,0.00512228,0,0,0.046121,0.021477,0.0413356,0.00436608,0.00336776,0.0185196,0.0911986,0.0108875,0.0711776,0.0587916,0.0169187,0.0195539,0.0866051,0.0170506,0,0,0.151251,0,0.022116,0
May 1 2019,0.00166438,0.00136139,0.0321602,0.00193914,0.00314963,0.0024215,0.0022124,0.0029124,0,0.00199544,0.00130668,0.0015057,0.00168207,0.0119682,0.00666446,0.0117761,0.000588944,0.000753921,0.00271075,0.0339236,0.00519198,0.0142355,0.0103239,0.00566782,0.00574651,0.0253207,0.00675441,0.00149516,4.43307E-05,0.0304685,0.00353389,0.00370118,0.0278633
Jun 1 2019,0.037221,0.0269301,0.290037,0.0101061,0.0294156,0.0356471,0.0186713,0.0195319,0,0.00476881,0.00728218,0.00295563,0.0190371,0.0809235,0.054171,0.0948542,0.0161171,0.0203179,0.053284,0.00886445,0.00257191,0.275443,0.234953,0.0686549,0.0506982,0.145729,0.0667518,0.0187687,0,0.660828,0.0340386,0.082856,0.0505741
Jul 1 2019,0.0186824,0.0132026,0.0152878,0.000981236,0.00547636,0.00670009,0.00414357,0.00697675,0,0.000819133,0.0013243,0.000964917,0.0055428,0.017828,0.00476969,0.0194788,0.00117996,0.0072713,0.0186905,0.0249494,0.00392044,0.0614562,0.0208072,0.0121797,0.00265221,0.00881608,0.0204034,0.0104482,4.08123E-05,0.194946,0.00788765,0.026216,0.00102118
Aug 1 2019,0.00863035,0.0057001,0.0394265,0.00163383,0.00198323,0.00264345,0.000915165,0.00131038,0,0.000943841,0.000809141,0.00090432,0.000653626,0.00478626,0.00582924,0.00540434,0.00183528,0.00207297,0.00212676,0.0496491,0.00635227,0.0179238,0.0265181,0.00323274,0.00671322,0.0206079,0.00386258,0.00668452,5.79819E-05,0.0269836,0.0012959,0.00319638,0.0114265
Sep 1 2019,0.0048269,0.00456411,0.00143444,0.00501054,0.0102853,0.0199136,0.00172818,0.0104725,0,0.00492984,0.00415066,0.00302097,0.00148935,0.0315179,0.000213743,0.000340177,0.0102948,0.00356218,0.0146007,0.0700569,0.00752821,0.00100081,0.000747204,0.0156946,0.000248641,0.124018,0.0246052,0.00119715,7.86721E-05,0.00225907,0.00182154,0.00027751,0.0102992
Oct 1 2019,0.0124332,0.0105297,0,0.00912607,0.0194708,0.0378262,0.000912658,0.0212493,0,0.00990003,0.00873706,0.000679067,0.000833984,0.0696277,0,0,0.0185507,0.00877061,0.034569,0.118908,0.0136379,0,0,0.0331712,0,0.213758,0.0515623,0.00239985,0,0,0,0,0.00743132
Nov 1 2019,0.0197281,0.0159435,0,0.013657,0.0313877,0.059931,0.0080062,0.0349791,0,0.0154433,0.0149037,0.000770127,0.00751671,0.114291,0,0,0.0299326,0.0129824,0.0516459,0.184127,0.0206781,0,0,0.0537136,0,0.339503,0.0367729,0.00172236,0,0,0,0,0.0668725
Dec 1 2019,0.00735572,0.00588235,0,0.0162326,0.0305787,0.0712309,0,0.0265913,0,0.0140499,0.013599,0,0,0.0851001,0,0,0.0100507,0.00477277,0.0188938,0.187858,0.0251773,0,0,0.0529427,0,0.394484,0.0251457,0,0,0,0,0,0
Jan 1 2020,0.010399,0.00832933,0,0.00881612,0.016424,0.0301357,0,0.0197796,0,0.00809873,0.00761202,0,0,0.061173,0,0,0.0123906,0.00640448,0.0253243,0.0965417,0.0112633,0,0,0.0283317,0,0.163013,0.0280401,0,0,0,0,0,0
Feb 1 2020,0.00821778,0.00496686,0,0.00896477,0.0156975,0.0316375,0,0.0209539,0,0.00793153,0.00676662,0,0,0.061381,0,0,0.00522761,0.00482219,0.0191967,0.118439,0.0140034,0,0,0.0275407,0,0.156603,0.0264626,0,0,0,0,0,0
Mar 1 2020,0.00737443,0.00549297,0,0.00602215,0.0100821,0.0242711,0,0.0145156,0,0.00520422,0.00414976,0,0,0.038526,0,0,0.00303976,0.00339137,0.015958,0.0993953,0.0117328,0,0,0.0171445,0,0.117644,0.0148952,0,0,0,0,0,0
Apr 1 2020,0.00662231,0.00536284,0,0.00557615,0.010251,0.0207996,0,0.0128133,0,0.00512675,0.00400409,0,0,0.0360646,0,0,0.00333438,0.00257196,0.0141434,0.0870217,0.0107023,0,0,0.0170211,0,0.106356,0.0132895,0,0,0,0,0,0
May 1 2020,0.00166438,0.00136139,0.00904974,0.00193914,0.00314963,0.00512763,0.0022124,0.0029124,0,0.00199544,0.00130668,0.0015057,0.00168207,0.0119682,0.00122279,0.00211705,0.000588944,0.000753921,0.00271075,0.0379895,0.00519198,0.00705703,0.00575174,0.00566782,0.00167521,0.0253207,0.00675441,0.00149516,0.000047279,0.015881,0.00353389,0.00209951,0.0296148
Jun 1 2020,0.037221,0.0269301,0.290037,0.0101061,0.0294156,0.0356471,0.0186713,0.0195319,0,0.00476881,0.00728218,0.00295563,0.0190371,0.0809235,0.054171,0.0948542,0.0161171,0.0203179,0.053284,0.103055,0.0165977,0.275443,0.234953,0.0686549,0.0506982,0.145729,0.0667518,0.0187687,6.17757E-05,0.660828,0.0340386,0.082856,0.27617
Jul 1 2020,0.0186824,0.0132026,0.0152878,0.000981236,0.00547636,0.00670009,0.00414357,0.00697675,0,0.000819133,0.0013243,0.000964917,0.0055428,0.017828,0.00476969,0.0194788,0.00117996,0.0072713,0.0186905,0.0219803,0.00311091,0.0614562,0.0208072,0.0121797,0.00214926,0.00881608,0.0204034,0.0104482,0,0.194946,0.00788765,0.026216,0.012072
Aug 1 2020,0.00863035,0.0057001,0.0124263,0.00163383,0.00307373,0.00507842,0.00120772,0.00177152,0,0.000958834,0.000820341,0.001582,0.000654717,0.00674756,0.00218808,0.00364543,0.0033608,0.00207297,0.00212676,0.0426292,0.00525168,0.00975606,0.00799986,0.00433408,0.00218927,0.0379186,0.00491709,0.00668452,4.55044E-05,0.0222742,0.00413203,0.00281059,0.0271
Sep 1 2020,0.0048269,0.00456411,0.00143444,0.00501054,0.0102853,0.0199136,0.00466829,0.0104725,0,0.00492984,0.00415066,0.00302097,0.00401791,0.0315179,0.000213743,0.000340177,0.0102948,0.00356218,0.0146007,0.0756158,0.00844407,0.00100081,0.000747204,0.0156946,0.000248641,0.124018,0.0246052,0.00119715,8.48543E-05,0.00225907,0.000135116,0.00027751,0.0342301
Oct 1 2020,0.0124332,0.0105297,0,0.00912607,0.0194708,0.0378262,0.00420746,0.0212493,0,0.00990003,0.00873706,0.00466713,0.00384476,0.0696277,0,0,0.0185507,0.00877061,0.034569,0.120021,0.0136379,0,0,0.0331712,0,0.213758,0.0555449,0.00357919,0.000118007,0,0,0,0.0353738
Nov 1 2020,0.021908,0.0154017,0,0.013657,0.0313877,0.059931,0.00223968,0.0354757,0,0.0154433,0.0149037,0.000242805,0.00210275,0.115914,0,0,0.03324,0.0144169,0.0573525,0.184127,0.0206781,0,0,0.0537136,0,0.339503,0.0599939,0.00128521,0,0,0,0,0.0187072
Dec 1 2020,0.0274877,0.0113251,0,0.0162326,0.0379624,0.0712309,0,0.04367,0,0.0186362,0.0180382,0,0,0.139757,0,0,0.0375588,0.0178354,0.0706048,0.221087,0.0251773,0,0,0.0657265,0,0.394484,0.0346197,0,0,0,0,0,0
Jan 1 2021,0.0274091,0.00813833,0,0.0161793,0.0375492,0.0688974,0,0.0373388,0,0.0183312,0.0172296,0,0,0.115479,0,0,0.0326583,0.0168806,0.0667483,0.220717,0.0257506,0,0,0.0647729,0,0.372687,0.0216483,0,0,0,0,0,0
Feb 1 2021,0.0239215,0.0148408,0,0.0140745,0.0314898,0.053732,0.00179521,0.0420342,0,0.0159109,0.0135741,0,0.00166915,0.123132,0,0,0.0152173,0.0140371,0.0558804,0.201493,0.0238232,0,0,0.0552475,0,0.266419,0.0295878,0,0,0,0,0,0.0155224
Mar 1 2021,0.0163694,0.0110279,0,0.0101094,0.0219893,0.0364157,0.000541088,0.0316588,0,0.0113505,0.00905072,0,0.000500884,0.0840263,0,0,0.00674751,0.00752801,0.035423,0.14913,0.0176036,0,0,0.0373927,0,0.17651,0.0405112,0.000423193,0,0,0,0,0.00519541
Apr 1 2021,0.00864504,0.00486496,0,0.00633797,0.0131137,0.0217979,0,0.0163756,0,0.00655846,0.00512228,0,0,0.046121,0,0,0.00436608,0.00336776,0.0185196,0.092349,0.011216,0,0,0.0217744,0,0.111461,0.0330752,0,0,0,0,0,0
May 1 2021,0.00166438,0.00136139,0.00904974,0.00193914,0.00314963,0.00512763,0.0022124,0.0029124,0,0.00199544,0.00130668,0.0015057,0.00168207,0.0119682,0.00122279,0.00211705,0.000588944,0.000753921,0.00271075,0.0420553,0.00604658,0.00705703,0.00575174,0.00566782,0.00167521,0.0253207,0.00675441,0.00149516,5.21928E-05,0.015881,0.000924379,0.00209951,0.0359029
Jun 1 2021,0.037221,0.0269301,0.290037,0.0101061,0.0294156,0.0356471,0.0186713,0.0195319,0,0.00476881,0.00728218,0.00295563,0.0190371,0.0809235,0.054171,0.0948542,0.0161171,0.0203179,0.053284,0.0280677,0.00412322,0.275443,0.234953,0.0686549,0.0506982,0.145729,0.0667518,0.0187687,4.14947E-05,0.660828,0.0340386,0.082856,0.0201277
Jul 1 2021,0.0186824,0.0132026,0.0152878,0.000981236,0.00547636,0.00670009,0.00414357,0.00697675,0,0.000819133,0.0013243,0.000964917,0.0055428,0.017828,0.00476969,0.0194788,0.00117996,0.0072713,0.0186905,0.0279184,0.00407405,0.0614562,0.0208072,0.0121797,0.00214926,0.00881608,0.0204034,0.0104482,4.37359E-05,0.194946,0.00788765,0.026216,0
Aug 1 2021,0.00863035,0.0057001,0.0124263,0.00163383,0.00307373,0.00507842,0.000714127,0.00177152,0,0.000958834,0.000820341,0.000314839,0.000603419,0.00674756,0.00218808,0.00364543,0.0033608,0.00207297,0.00212676,0.0496491,0.00635227,0.00975606,0.00799986,0.00433408,0.00218927,0.0379186,0.00491709,0.00668452,0,0.0222742,0.00413203,0.00281059,0.000293405
Sep 1 2021,0.0048269,0.00456411,0.00143444,0.00501054,0.0102853,0.0199136,0.000068263,0.0104725,0,0.00492984,0.00415066,0,6.17808E-05,0.0315179,0.000213743,0.000340177,0.0102948,0.00356218,0.0146007,0.0756158,0.00844407,0.00100081,0.000747204,0.0156946,0.000248641,0.124018,0.0246052,0.00119715,0,0.00225907,0.000135116,0.00027751,0
Oct 1 2021,0.0124332,0.00318839,0,0.00912607,0.0194708,0.0378262,0.00142603,0.0212493,0,0.00990003,0.00873706,0.000679067,0.0013031,0.0696277,0,0,0.0185507,0.00877061,0.034569,0.0945336,0.0137969,0,0,0.0331712,0,0.213758,0.0236121,0.000423418,0,0,0,0,0.0121151
Nov 1 2021,0.0190337,0.00789474,0,0.013657,0.0313877,0.059931,0.00321007,0.0269793,0,0.0151112,0.0145832,0.000242805,0.00301381,0.0881526,0,0,0.03324,0.0144169,0.0573525,0.104492,0.0206781,0,0,0.0537136,0,0.339503,0.0229331,0.000848064,0,0,0,0,0.0268124
Dec 1 2021,0.0177406,0.0155456,0,0.0162326,0.0379624,0.0712309,0,0.0245331,0,0.0129727,0.0125564,0,0,0.0785132,0,0,0.0375588,0.0178354,0.0706048,0.0964826,0.0239914,0,0,0.0657265,0,0.394484,0.0194636,0,0,0,0,0,0
Jan 1 2022,0.0247724,0.00788806,0,0.0161793,0.0375492,0.0688974,0.000382741,0.0452208,0,0.0183312,0.0172296,0,0.000361356,0.139856,0,0,0.0326583,0.0168806,0.0667483,0.166619,0.0257506,0,0,0.0647729,0,0.372687,0.0301487,0,0,0,0,0,0.00327279
Feb 1 2022,0.023778,0.00629951,0,0.0140745,0.0314898,0.053732,0.00249808,0.0420342,0,0.0159109,0.0135741,0,0.00232266,0.123132,0,0,0.0152173,0.0140371,0.0558804,0.17278,0.0238232,0,0,0.0552475,0,0.266419,0.0315714,0,0,0,0,0,0.0217438
Mar 1 2022,0.0163694,0.0108052,0,0.0101094,0.0219893,0.0364157,0,0.0316588,0,0.0113505,0.00905072,0,0,0.0840263,0,0,0.00674751,0.00752801,0.035423,0.115248,0.0176036,0,0,0.0373927,0,0.17651,0.0204527,0,0,0,0,0,0
