Rio Illapel Nodes and Reaches,  0 \ Headflow,  1 \ CA_Las Bellacas Outflow,  2 \ Reach,  3 \ ZR_Las Bellacas_ANU Runoff,  4 \ Reach,  5 \ CA_Las Juntas Outflow,  6 \ Reach,  7 \ ZR_Las Juntas_ANU Runoff,  8 \ Reach,  9 \ CA_Vega de Cesped Outflow, 10 \ Reach, 11 \ ZR_Vega de Cesped_ANU Runoff, 12 \ Reach, 13 \ CA_Las Salinas Outflow, 14 \ Reach, 15 \ ZR_Las Salinas_ANU Runoff, 16 \ Reach, 17 \ CA_Los Gonzalez Outflow, 18 \ Reach, 19 \ ZR_Los Gonzalez_FRU Runoff, 20 \ Reach, 21 \ CA_El Durazno Outflow, 22 \ Reach, 23 \ Rio Illapel en Las  Burras (gauge), 23 \ ZR_El Durazno_FRU Runoff, 24 \ Reach, 25 \ CA_Los Perales Outflow, 26 \ Reach, 27 \ ZR_Los Perales_FRU Runoff, 28 \ Reach, 29 \ CA_Pichicaven Outflow, 30 \ Reach, 31 \ ZR_Pichicaven_ANU Runoff, 32 \ Reach, 33 \ CA_Calderon Outflow, 34 \ Reach, 35 \ ZR_Calderon_ANU Runoff, 36 \ Reach, 37 \ CA_Mala Ladera Outflow, 38 \ Reach, 39 \ ZR_Mala Ladera_FRU Runoff, 40 \ Reach, 41 \ CA_El Macal Outflow, 42 \ Reach, 43 \ ZR_El Macal_FRU Runoff, 44 \ Reach, 45 \ CA_El Aguita Outflow, 46 \ Reach, 47 \ ZR_El Aguita_FRU Runoff, 48 \ Reach, 49 \ CA_Las Peras Outflow, 50 \ Reach, 51 \ ZR_Las Peras_FRU Runoff, 52 \ Reach, 53 \ CA_Alcantarilla Outflow, 54 \ Reach, 55 \ ZR_Alcantarilla_FRU Runoff, 56 \ Reach, 57 \ CA_Rodado Outflow, 58 \ Reach, 59 \ ZR_Rodado_FRU Runoff, 60 \ Reach, 61 \ CA_El Bajo Outflow, 62 \ Reach, 63 \ ZR_El Bajo_FRU Runoff, 64 \ Reach, 65 \ CA_El Bato o El Cato Outflow, 66 \ Reach, 67 \ ZR_El Bato o El Cato_FRU Runoff, 68 \ Reach, 69 \ CA_Los Sauces Outflow, 70 \ Reach, 71 \ ZR_Los Sauces_FRU Runoff, 72 \ Reach, 73 \ CA_Santa Margot Outflow, 74 \ Reach, 75 \ ZR_Santa Margot_FRU Runoff, 76 \ Reach, 77 \ CA_La Montana Outflow, 78 \ Reach, 79 \ ZR_La Montana_FRU Runoff, 80 \ Reach, 81 \ Embalse El Bato, 82 \ Reach, 83 \ Estero Caren Inflow, 84 \ Reach, 85 \ CA_Turbina Outflow, 86 \ Reach, 87 \ CA_San Jorge Outflow, 88 \ Reach, 89 \ ZR_San Jorge_FRU Runoff, 90 \ Reach, 91 \ CA_Santa Isabel Outflow, 92 \ Reach, 93 \ ZR_Santa Isabel_FRU Runoff, 94 \ Reach, 95 \ CA_El Peumo Outflow, 96 \ Reach, 97 \ ZR_El Peumo_FRU Runoff, 98 \ Reach, 99 \ ZR_Turbina_FRU Runoff,100 \ Reach,101 \ CA_San Javier Outflow,102 \ Reach,103 \ Rio Illapel en Huintil (gauge),103 \ ZR_San Javier_FRU Runoff,104 \ Reach,105 \ CA_Camarote Outflow,106 \ Reach,107 \ ZR_Camarote_FRU Runoff,108 \ Reach,109 \ CA_Escorial Outflow,110 \ Reach,111 \ CA_Plantacion Outflow,112 \ Reach,113 \ ZR_Plantacion_FRU Runoff,114 \ Reach,115 \ CA_Santa Olga Outflow,116 \ Reach,117 \ ZR_Santa Olga_FRU Runoff,118 \ Reach,119 \ ZR_Santa Olga_ANU Runoff,120 \ Reach,121 \ ZR_Escorial_FRU Runoff,122 \ Reach,123 \ ZR_Pelados_FRU Runoff,124 \ Reach,125 \ CA_San Isidro Outflow,126 \ Reach,127 \ ZR_San Isidro_FRU Runoff,128 \ Reach,129 \ CA_El Silo Outflow,130 \ Reach,131 \ ZR_El Silo_FRU Runoff,132 \ Reach,133 \ CA_Higuera Outflow,134 \ Reach,135 \ ZR_Higuera_FRU Runoff,136 \ Reach,137 \ CA_San Patricio Outflow,138 \ Reach,139 \ ZR_San Patricio_FRU Runoff,140 \ Reach,141 \ CA_Molino Carcamo Outflow,142 \ Reach,143 \ CL_1 Inflow,144 \ Reach,145 \ CA_Potrero Nuevo Outflow,146 \ Reach,147 \ ZR_Potrero Nuevo_FRU Runoff,148 \ Reach,149 \ Agua Potable_AC 5 Return,150 \ Reach,151 \ CA_Hospital Outflow,152 \ Reach,153 \ ZR_Molino Carcamo_ANU Runoff,154 \ Reach,155 \ CA_Poblacion Los Guindos Outflow,156 \ Reach,157 \ ZR_Hospital_ANU Runoff,158 \ Reach,159 \ ZR_Cocinera_ANU Runoff,160 \ Reach,161 \ CA_Bellavista Alto Outflow,162 \ Reach,163 \ ZR_Poblacion Los Guindos_FRU Runoff,164 \ Reach,165 \ CL_2 Inflow,166 \ Reach,167 \ CA_Cuz Cuz Outflow,168 \ Reach,169 \ ZR_Bellavista Alto_FRU Runoff,170 \ Reach,171 \ Agua Potable_AC 6 Return,172 \ Reach,173 \ CA_Zepedino Outflow,174 \ Reach,175 \ ZR_Zepedino_FRU Runoff,176 \ Reach,177 \ CA_Del Medio o Bellavista Bajo Outflow,178 \ Reach,179 \ ZR_Bellavista Bajo_FRU Runoff,180 \ Reach,181 \ CA_Molino El Peral Outflow,182 \ Reach,183 \ CA_Inquilino o Del Bajo Outflow,184 \ Reach,185 \ ZR_Molino El Peral_FRU Runoff,186 \ Reach,187 \ CA_Las Juntas_El Maiten Outflow,188 \ Reach,189 \ ZR_El Maiten_FRU Runoff,190 \ Reach,191 \ ZR_Inquilino_FRU Runoff,192 \ Reach,193 \ Rio Illapel en el Peral (gauge),193 \ ZR_Cuz Cuz_ANU Runoff,194 \ Reach
ene-09,1.42449,1.34841,1.34841,1.34896,1.34896,1.34141,1.34141,1.34141,1.34141,1.34003,1.34003,1.34007,1.34007,1.32009,1.32009,1.32022,1.32022,1.31882,1.31882,1.31882,1.31882,1.31742,1.31742,1.383,1.31742,1.31742,1.31579,1.31579,1.31591,1.31591,1.31501,1.31501,1.31503,1.31503,1.30979,1.30979,1.30979,1.30979,1.25486,1.25486,1.25616,1.25616,1.25371,1.25371,1.25393,1.25393,1.25044,1.25044,1.25049,1.25049,1.25049,1.25049,1.25049,1.25049,1.24804,1.24804,1.24834,1.24834,1.24267,1.24267,1.2428,1.2428,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.23651,1.23651,1.23655,1.23655,1.21785,1.21785,1.2185,1.2185,1.2178,1.2178,1.21786,1.21786,1.21786,1.21786,1.47196,1.47196,1.33633,1.33633,1.33165,1.33165,1.3321,1.3321,1.28603,1.28603,1.28692,1.28692,1.28552,1.28552,1.28552,1.28552,1.28766,1.28766,1.28556,1.28556,1.62915,1.28556,1.28556,1.2792,1.2792,1.27981,1.27981,1.22257,1.22257,1.2023,1.2023,1.20298,1.20298,1.18746,1.18746,1.18746,1.18746,1.18915,1.18915,1.19067,1.19067,1.19148,1.19148,1.17016,1.17016,1.17053,1.17053,1.13983,1.13983,1.14107,1.14107,1.08007,1.08007,1.08276,1.08276,1.07515,1.07515,1.07534,1.07534,0.804107,0.804107,0.804107,0.804107,0.738892,0.738892,0.739959,0.739959,0.754188,0.754188,0.706728,0.706728,0.724307,0.724307,0.624223,0.624223,0.629149,0.629149,0.638381,0.638381,0.545435,0.545435,0.547424,0.547424,0.547424,0.547424,0.379738,0.379738,0.381263,0.381263,0.396577,0.396577,0.387953,0.387953,0.388854,0.388854,0.357233,0.357233,0.358759,0.358759,0.281144,0.281144,0.224131,0.224131,0.225174,0.225174,0.221581,0.221581,0.221581,0.221581,0.225829,0.225829,0.582,0.231253,0.231253
feb-09,1.13815,1.07736,1.07736,1.07783,1.07783,1.0718,1.0718,1.0718,1.0718,1.0707,1.0707,1.07073,1.07073,1.05477,1.05477,1.05488,1.05488,1.05376,1.05376,1.05376,1.05376,1.05264,1.05264,1.105,1.05264,1.05264,1.05134,1.05134,1.05143,1.05143,1.05072,1.05072,1.05073,1.05073,1.04655,1.04655,1.04655,1.04655,1.00266,1.00266,1.00338,1.00338,1.00142,1.00142,1.0016,1.0016,0.998808,0.998808,0.998854,0.998854,0.998854,0.998854,0.998854,0.998854,0.996898,0.996898,0.997133,0.997133,0.992608,0.992608,0.992714,0.992714,0.990479,0.990479,0.990479,0.990479,0.990479,0.990479,0.990479,0.990479,0.987688,0.987688,0.987719,0.987719,0.972778,0.972778,0.973296,0.973296,0.972738,0.972738,0.972786,0.972786,0.972786,0.972786,1.11249,1.11249,1.00412,1.00412,1.00038,1.00038,1.00074,1.00074,0.963935,0.963935,0.964657,0.964657,0.96354,0.96354,0.96354,0.96354,0.965263,0.965263,0.963587,0.963587,0.776,0.963587,0.963587,0.958499,0.958499,0.958885,0.958885,0.913157,0.913157,0.89696,0.89696,0.897556,0.897556,0.885157,0.885157,0.885157,0.885157,0.886187,0.886187,0.887351,0.887351,0.88803,0.88803,0.870991,0.870991,0.871312,0.871312,0.846786,0.846786,0.84773,0.84773,0.798992,0.798992,0.800754,0.800754,0.794675,0.794675,0.794828,0.794828,0.578119,0.578119,0.578119,0.578119,0.526012,0.526012,0.526748,0.526748,0.542502,0.542502,0.504582,0.504582,0.517405,0.517405,0.437439,0.437439,0.440516,0.440516,0.448562,0.448562,0.374299,0.374299,0.375123,0.375123,0.375123,0.375123,0.241144,0.241144,0.242442,0.242442,0.259397,0.259397,0.252507,0.252507,0.252938,0.252938,0.227673,0.227673,0.228829,0.228829,0.166816,0.166816,0.121263,0.121263,0.121934,0.121934,0.119063,0.119063,0.119063,0.119063,0.122136,0.122136,0.067,0.126229,0.126229
mar-09,0.982616,0.930135,0.930135,0.930508,0.930508,0.9253,0.9253,0.9253,0.9253,0.924348,0.924348,0.924369,0.924369,0.910588,0.910588,0.910674,0.910674,0.909709,0.909709,0.909709,0.909709,0.908744,0.908744,0.954,0.908744,0.908744,0.907617,0.907617,0.907699,0.907699,0.907081,0.907081,0.907093,0.907093,0.903478,0.903478,0.903478,0.903478,0.865584,0.865584,0.86603,0.86603,0.864342,0.864342,0.864493,0.864493,0.862083,0.862083,0.862111,0.862111,0.862111,0.862111,0.862111,0.862111,0.860423,0.860423,0.860614,0.860614,0.856707,0.856707,0.856787,0.856787,0.854857,0.854857,0.854857,0.854857,0.854857,0.854857,0.854857,0.854857,0.852448,0.852448,0.852464,0.852464,0.839565,0.839565,0.839932,0.839932,0.839449,0.839449,0.839491,0.839491,0.839491,0.839491,0.902191,0.902191,0.808633,0.808633,0.805405,0.805405,0.805719,0.805719,0.773939,0.773939,0.774454,0.774454,0.773489,0.773489,0.773489,0.773489,0.774621,0.774621,0.773174,0.773174,0.636,0.773174,0.773174,0.768782,0.768782,0.768984,0.768984,0.729504,0.729504,0.715521,0.715521,0.715932,0.715932,0.705227,0.705227,0.705227,0.705227,0.705808,0.705808,0.706515,0.706515,0.70698,0.70698,0.69227,0.69227,0.692492,0.692492,0.671317,0.671317,0.671903,0.671903,0.629826,0.629826,0.630876,0.630876,0.625628,0.625628,0.625733,0.625733,0.438637,0.438637,0.438637,0.438637,0.393651,0.393651,0.394111,0.394111,0.40834,0.40834,0.375602,0.375602,0.383713,0.383713,0.314675,0.314675,0.316412,0.316412,0.322065,0.322065,0.25795,0.25795,0.258279,0.258279,0.258279,0.258279,0.142609,0.142609,0.143454,0.143454,0.158768,0.158768,0.152819,0.152819,0.153023,0.153023,0.131211,0.131211,0.132,0.132,0.0784609,0.0784609,0.039133,0.039133,0.0394893,0.0394893,0.0370106,0.0370106,0.0370106,0.0370106,0.0390926,0.0390926,0.043,0.0418885,0.0418885
abr-09,0.893009,0.845314,0.845314,0.845527,0.845527,0.840794,0.840794,0.840815,0.840815,0.83995,0.83995,0.839959,0.839959,0.827434,0.827434,0.827482,0.827482,0.826605,0.826605,0.826605,0.826605,0.825728,0.825728,0.867,0.825728,0.825728,0.824704,0.824704,0.824778,0.824778,0.824217,0.824217,0.824223,0.824223,0.820938,0.820938,0.820938,0.820938,0.7865,0.7865,0.786767,0.786767,0.785233,0.785233,0.785354,0.785354,0.783164,0.783164,0.783183,0.783183,0.783183,0.783183,0.783183,0.783183,0.781648,0.781648,0.781775,0.781775,0.778225,0.778225,0.77827,0.77827,0.776516,0.776516,0.776516,0.776516,0.776516,0.776516,0.776516,0.776516,0.774327,0.774327,0.774334,0.774334,0.762611,0.762611,0.762819,0.762819,0.76238,0.76238,0.762418,0.762418,0.762418,0.762418,0.998918,0.998918,0.913893,0.913893,0.910958,0.910958,0.911244,0.911244,0.882363,0.882363,0.88265,0.88265,0.881773,0.881773,0.881773,0.881773,0.882398,0.882398,0.881082,0.881082,1.02565,0.881082,0.881082,0.877091,0.877091,0.877201,0.877201,0.841322,0.841322,0.828614,0.828614,0.828837,0.828837,0.819108,0.819108,0.819108,0.819108,0.819444,0.819444,0.819826,0.819826,0.820077,0.820077,0.806709,0.806709,0.806833,0.806833,0.787589,0.787589,0.787909,0.787909,0.749669,0.749669,0.750286,0.750286,0.745516,0.745516,0.745575,0.745575,0.575542,0.575542,0.575542,0.575542,0.534658,0.534658,0.534933,0.534933,0.549636,0.549636,0.519883,0.519883,0.524616,0.524616,0.461873,0.461873,0.462873,0.462873,0.466453,0.466453,0.408185,0.408185,0.408417,0.408417,0.408417,0.408417,0.303295,0.303295,0.303819,0.303819,0.319644,0.319644,0.314237,0.314237,0.314366,0.314366,0.294543,0.294543,0.295065,0.295065,0.246408,0.246408,0.210667,0.210667,0.210859,0.210859,0.208607,0.208607,0.208607,0.208607,0.209832,0.209832,0.04,0.21171,0.21171
may-09,0.803398,0.760488,0.760488,0.760518,0.760518,0.75626,0.75626,0.756313,0.756313,0.755535,0.755535,0.755539,0.755539,0.744271,0.744271,0.744282,0.744282,0.743493,0.743493,0.743493,0.743493,0.742703,0.742703,0.78,0.742703,0.742703,0.741782,0.741782,0.741832,0.741832,0.741327,0.741327,0.74133,0.74133,0.738374,0.738374,0.738374,0.738374,0.707392,0.707392,0.707471,0.707471,0.70609,0.70609,0.706167,0.706167,0.704197,0.704197,0.704209,0.704209,0.704209,0.704209,0.704209,0.704209,0.703541,0.703541,0.703622,0.703622,0.700428,0.700428,0.700435,0.700435,0.698857,0.698857,0.698857,0.698857,0.698857,0.698857,0.698857,0.698857,0.696887,0.696887,0.69689,0.69689,0.686343,0.686343,0.686392,0.686392,0.685998,0.685998,0.686032,0.686032,0.686032,0.686032,0.712432,0.712432,0.635938,0.635938,0.633298,0.633298,0.633556,0.633556,0.607572,0.607572,0.607641,0.607641,0.606852,0.606852,0.606852,0.606852,0.607047,0.607047,0.605863,0.605863,0.699,0.605863,0.605863,0.602272,0.602272,0.60231,0.60231,0.570031,0.570031,0.558598,0.558598,0.558637,0.558637,0.549885,0.549885,0.549885,0.549885,0.550003,0.550003,0.550128,0.550128,0.55018,0.55018,0.538153,0.538153,0.538195,0.538195,0.520883,0.520883,0.520971,0.520971,0.486568,0.486568,0.486814,0.486814,0.48608,0.48608,0.486092,0.486092,0.333121,0.333121,0.333121,0.333121,0.29634,0.29634,0.296485,0.296485,0.310713,0.310713,0.283946,0.283946,0.285872,0.285872,0.229425,0.229425,0.229813,0.229813,0.231484,0.231484,0.179064,0.179064,0.179201,0.179201,0.179201,0.179201,0.0846278,0.0846278,0.0849014,0.0849014,0.100215,0.100215,0.0953516,0.0953516,0.0954213,0.0954213,0.0775875,0.0775875,0.0778689,0.0778689,0.034095,0.034095,0.00194,0.00194,0.00202657,0.00202657,0,0,0,0,0.000338738,0.000338738,0.082,0.00143183,0.00143183
jun-09,0.783827,0.741963,0.741963,0.742557,0.742557,0.738402,0.738402,0.738445,0.738445,0.737686,0.737686,0.737766,0.737766,0.726773,0.726773,0.726916,0.726916,0.726146,0.726146,0.726146,0.726146,0.725376,0.725376,0.761,0.725376,0.725376,0.724477,0.724477,0.724526,0.724526,0.724033,0.724033,0.724058,0.724058,0.721173,0.721173,0.721173,0.721173,0.690946,0.690946,0.69161,0.69161,0.690263,0.690263,0.690338,0.690338,0.688416,0.688416,0.688427,0.688427,0.688427,0.688427,0.688429,0.688429,0.687082,0.687082,0.687165,0.687165,0.684049,0.684049,0.684179,0.684179,0.682639,0.682639,0.682639,0.682639,0.682639,0.682639,0.682652,0.682652,0.68073,0.68073,0.680784,0.680784,0.670494,0.670494,0.67102,0.67102,0.670635,0.670635,0.670678,0.670678,0.670678,0.670678,0.683878,0.683878,0.609248,0.609248,0.606672,0.606672,0.606927,0.606927,0.581577,0.581577,0.58242,0.58242,0.581651,0.581651,0.581651,0.581651,0.583489,0.583489,0.582334,0.582334,0.774,0.582334,0.582334,0.57883,0.57883,0.579266,0.579266,0.547774,0.547774,0.536619,0.536619,0.537474,0.537474,0.528935,0.528935,0.528935,0.528935,0.530163,0.530163,0.531723,0.531723,0.532739,0.532739,0.521005,0.521005,0.52156,0.52156,0.50467,0.50467,0.506047,0.506047,0.472482,0.472482,0.474423,0.474423,0.470237,0.470237,0.470452,0.470452,0.321207,0.321207,0.449887,0.449887,0.414002,0.414002,0.414793,0.414793,0.429496,0.429496,0.403381,0.403381,0.415672,0.415672,0.360601,0.360601,0.364252,0.364252,0.375609,0.375609,0.324465,0.324465,0.32479,0.32479,1.25746,1.25746,1.16519,1.16519,1.16759,1.16759,1.18342,1.18342,1.17867,1.17867,1.1792,1.1792,1.1618,1.1618,1.16306,1.16306,1.12035,1.12035,1.08898,1.08898,1.09,1.09,1.08802,1.08802,1.08802,1.08802,1.09155,1.09155,0.385,1.09655,1.09655
jul-09,0.895068,0.847263,0.847263,0.847327,0.847327,0.842583,0.842583,0.842628,0.842628,0.841761,0.841761,0.841773,0.841773,0.829219,0.829219,0.829238,0.829238,0.828359,0.828359,0.828359,0.828359,0.82748,0.82748,0.869,0.82748,0.82748,0.826453,0.826453,0.826516,0.826516,0.825953,0.825953,0.825956,0.825956,0.822663,0.822663,0.822663,0.822663,0.788146,0.788146,0.788149,0.788149,0.786611,0.786611,0.786707,0.786707,0.784512,0.784512,0.784526,0.784526,0.784526,0.784526,0.784526,0.784526,0.782988,0.782988,0.783089,0.783089,0.779531,0.779531,0.779555,0.779555,0.777797,0.777797,0.777797,0.777797,0.777797,0.777797,0.7778,0.7778,0.775605,0.775605,0.775616,0.775616,0.763867,0.763867,0.763917,0.763917,0.763478,0.763478,0.763516,0.763516,0.763516,0.763516,0.799816,0.799816,0.714595,0.714595,0.711653,0.711653,0.711684,0.711684,0.682736,0.682736,0.682889,0.682889,0.68201,0.68201,0.68201,0.68201,0.682291,0.682291,0.680972,0.680972,1.298,0.680972,0.680972,0.676971,0.676971,0.67704,0.67704,0.641078,0.641078,0.628341,0.628341,0.628562,0.628562,0.618811,0.618811,0.618811,0.618811,0.61899,0.61899,0.619273,0.619273,0.619518,0.619518,0.606119,0.606119,0.606228,0.606228,0.586941,0.586941,0.587231,0.587231,0.548903,0.548903,0.549194,0.549194,0.544414,0.544414,0.544461,0.544461,0.374036,0.374036,0.455036,0.455036,0.414058,0.414058,0.414195,0.414195,0.428424,0.428424,0.398603,0.398603,0.401038,0.401038,0.338151,0.338151,0.338953,0.338953,0.339814,0.339814,0.281412,0.281412,0.281424,0.281424,0.829673,0.829673,0.724309,0.724309,0.724684,0.724684,0.739998,0.739998,0.734579,0.734579,0.734672,0.734672,0.714804,0.714804,0.714906,0.714906,0.666138,0.666138,0.630314,0.630314,0.630531,0.630531,0.628273,0.628273,0.628273,0.628273,0.629053,0.629053,0.536,0.629279,0.629279
ago-09,1.32252,1.25188,1.25188,1.25215,1.25215,1.24514,1.24514,1.24517,1.24517,1.24389,1.24389,1.24396,1.24396,1.22541,1.22541,1.2255,1.2255,1.2242,1.2242,1.2242,1.2242,1.2229,1.2229,1.284,1.2229,1.2229,1.22139,1.22139,1.22141,1.22141,1.22058,1.22058,1.2206,1.2206,1.21573,1.21573,1.21573,1.21573,1.16473,1.16473,1.1651,1.1651,1.16283,1.16283,1.16286,1.16286,1.15962,1.15962,1.15963,1.15963,1.15963,1.15963,1.15963,1.15963,1.15735,1.15735,1.15739,1.15739,1.15213,1.15213,1.1522,1.1522,1.1496,1.1496,1.1496,1.1496,1.1496,1.1496,1.1496,1.1496,1.14636,1.14636,1.14641,1.14641,1.12904,1.12904,1.12932,1.12932,1.12867,1.12867,1.12869,1.12869,1.12869,1.12869,1.29039,1.29039,1.16447,1.16447,1.16013,1.16013,1.16028,1.16028,1.11751,1.11751,1.11808,1.11808,1.11678,1.11678,1.11678,1.11678,1.11808,1.11808,1.11613,1.11613,1.482,1.11613,1.11613,1.11022,1.11022,1.11054,1.11054,1.0574,1.0574,1.03858,1.03858,1.03917,1.03917,1.02476,1.02476,1.02476,1.02476,1.02566,1.02566,1.02684,1.02684,1.02759,1.02759,1.00779,1.00779,1.00825,1.00825,0.979749,0.979749,0.980696,0.980696,0.924063,0.924063,0.925388,0.925388,0.918324,0.918324,0.918458,0.918458,0.666644,0.666644,0.762844,0.762844,0.702297,0.702297,0.702868,0.702868,0.717097,0.717097,0.673034,0.673034,0.681164,0.681164,0.588244,0.588244,0.59077,0.59077,0.598065,0.598065,0.511772,0.511772,0.511922,0.511922,1.18272,1.18272,1.02704,1.02704,1.02869,1.02869,1.04401,1.04401,1.036,1.036,1.03634,1.03634,1.00698,1.00698,1.00777,1.00777,0.935711,0.935711,0.882779,0.882779,0.883531,0.883531,0.880195,0.880195,0.880195,0.880195,0.882299,0.882299,1.41,0.885485,0.885485
sept-09,1.20613,1.14171,1.14171,1.14184,1.14184,1.13544,1.13544,1.13549,1.13549,1.13432,1.13432,1.13434,1.13434,1.11742,1.11742,1.11745,1.11745,1.11626,1.11626,1.11626,1.11626,1.11508,1.11508,1.171,1.11508,1.11508,1.1137,1.1137,1.1138,1.1138,1.11304,1.11304,1.11304,1.11304,1.1086,1.1086,1.1086,1.1086,1.06209,1.06209,1.06244,1.06244,1.06036,1.06036,1.06055,1.06055,1.05759,1.05759,1.05764,1.05764,1.05764,1.05764,1.05764,1.05764,1.05556,1.05556,1.05581,1.05581,1.05102,1.05102,1.05105,1.05105,1.04868,1.04868,1.04868,1.04868,1.04868,1.04868,1.04868,1.04868,1.04572,1.04572,1.04573,1.04573,1.0299,1.0299,1.03011,1.03011,1.02951,1.02951,1.02957,1.02957,1.02957,1.02957,1.16377,1.16377,1.04893,1.04893,1.04496,1.04496,1.04535,1.04535,1.00634,1.00634,1.00655,1.00655,1.00536,1.00536,1.00536,1.00536,1.00589,1.00589,1.00412,1.00412,1.252,1.00412,1.00412,0.998724,0.998724,0.998878,0.998878,0.950418,0.950418,0.933254,0.933254,0.933413,0.933413,0.920274,0.920274,0.920274,0.920274,0.920714,0.920714,0.921094,0.921094,0.921284,0.921284,0.903228,0.903228,0.903315,0.903315,0.877324,0.877324,0.877617,0.877617,0.825968,0.825968,0.826659,0.826659,0.820217,0.820217,0.820263,0.820263,0.59061,0.59061,0.60841,0.60841,0.553191,0.553191,0.553455,0.553455,0.568158,0.568158,0.527973,0.527973,0.532655,0.532655,0.447913,0.447913,0.449122,0.449122,0.452073,0.452073,0.373375,0.373375,0.373937,0.373937,0.412637,0.412637,0.270656,0.270656,0.271106,0.271106,0.28693,0.28693,0.279628,0.279628,0.279866,0.279866,0.253093,0.253093,0.25358,0.25358,0.187863,0.187863,0.139589,0.139589,0.139843,0.139843,0.136801,0.136801,0.136801,0.136801,0.137917,0.137917,1.648,0.139655,0.139655
oct-09,1.51307,1.43225,1.43225,1.43246,1.43246,1.42444,1.42444,1.4245,1.4245,1.42303,1.42303,1.42306,1.42306,1.40184,1.40184,1.40189,1.40189,1.4004,1.4004,1.4004,1.4004,1.39892,1.39892,1.469,1.39892,1.39892,1.39718,1.39718,1.39731,1.39731,1.39636,1.39636,1.39637,1.39637,1.3908,1.3908,1.3908,1.3908,1.33245,1.33245,1.33306,1.33306,1.33046,1.33046,1.33069,1.33069,1.32698,1.32698,1.32704,1.32704,1.32704,1.32704,1.32704,1.32704,1.32444,1.32444,1.32475,1.32475,1.31874,1.31874,1.31878,1.31878,1.31581,1.31581,1.31581,1.31581,1.31581,1.31581,1.31581,1.31581,1.3121,1.3121,1.31212,1.31212,1.29226,1.29226,1.29262,1.29262,1.29188,1.29188,1.29194,1.29194,1.29194,1.29194,1.53834,1.53834,1.39428,1.39428,1.38931,1.38931,1.38979,1.38979,1.34086,1.34086,1.34124,1.34124,1.33975,1.33975,1.33975,1.33975,1.34077,1.34077,1.33854,1.33854,0.445,1.33854,1.33854,1.33178,1.33178,1.33207,1.33207,1.27128,1.27128,1.24975,1.24975,1.25003,1.25003,1.23355,1.23355,1.23355,1.23355,1.23438,1.23438,1.23512,1.23512,1.23547,1.23547,1.21282,1.21282,1.21299,1.21299,1.18038,1.18038,1.18096,1.18096,1.11616,1.11616,1.11751,1.11751,1.10943,1.10943,1.10951,1.10951,0.821415,0.821415,0.821415,0.821415,0.752144,0.752144,0.752682,0.752682,0.76691,0.76691,0.716499,0.716499,0.725459,0.725459,0.619151,0.619151,0.621621,0.621621,0.626685,0.626685,0.52796,0.52796,0.528992,0.528992,0.528992,0.528992,0.350878,0.350878,0.351696,0.351696,0.36701,0.36701,0.35785,0.35785,0.358316,0.358316,0.324729,0.324729,0.325577,0.325577,0.243136,0.243136,0.182577,0.182577,0.183113,0.183113,0.179297,0.179297,0.179297,0.179297,0.181291,0.181291,0.601,0.184297,0.184297
nov-09,1.68199,1.59215,1.59215,1.59257,1.59257,1.58365,1.58365,1.58367,1.58367,1.58204,1.58204,1.58208,1.58208,1.55849,1.55849,1.55859,1.55859,1.55694,1.55694,1.55694,1.55694,1.55529,1.55529,1.633,1.55529,1.55529,1.55336,1.55336,1.5535,1.5535,1.55244,1.55244,1.55245,1.55245,1.54627,1.54627,1.54627,1.54627,1.4814,1.4814,1.48258,1.48258,1.47969,1.47969,1.47995,1.47995,1.47583,1.47583,1.47589,1.47589,1.47589,1.47589,1.47589,1.47589,1.473,1.473,1.47335,1.47335,1.46666,1.46666,1.46675,1.46675,1.46345,1.46345,1.46345,1.46345,1.46345,1.46345,1.46345,1.46345,1.45932,1.45932,1.45936,1.45936,1.43728,1.43728,1.43797,1.43797,1.43714,1.43714,1.43721,1.43721,1.43721,1.43721,1.73751,1.73751,1.57737,1.57737,1.57184,1.57184,1.57238,1.57238,1.51798,1.51798,1.51869,1.51869,1.51704,1.51704,1.51704,1.51704,1.5188,1.5188,1.51632,1.51632,1.239,1.51632,1.51632,1.50881,1.50881,1.50935,1.50935,1.44177,1.44177,1.41784,1.41784,1.41837,1.41837,1.40004,1.40004,1.40004,1.40004,1.40158,1.40158,1.40287,1.40287,1.40352,1.40352,1.37834,1.37834,1.37863,1.37863,1.34239,1.34239,1.34344,1.34344,1.27141,1.27141,1.27383,1.27383,1.26485,1.26485,1.265,1.265,0.944742,0.944742,0.944742,0.944742,0.867738,0.867738,0.868678,0.868678,0.883381,0.883381,0.827341,0.827341,0.842677,0.842677,0.724501,0.724501,0.729088,0.729088,0.736621,0.736621,0.626873,0.626873,0.628844,0.628844,0.628844,0.628844,0.430846,0.430846,0.432108,0.432108,0.447932,0.447932,0.43775,0.43775,0.438627,0.438627,0.401291,0.401291,0.402624,0.402624,0.31098,0.31098,0.24366,0.24366,0.244615,0.244615,0.240372,0.240372,0.240372,0.240372,0.244072,0.244072,0.416,0.248847,0.248847
