Rio Illapel Nodes and Reaches,  0 \ Headflow,  1 \ CA_Las Bellacas Outflow,  2 \ Reach,  3 \ ZR_Las Bellacas_ANU Runoff,  4 \ Reach,  5 \ CA_Las Juntas Outflow,  6 \ Reach,  7 \ ZR_Las Juntas_ANU Runoff,  8 \ Reach,  9 \ CA_Vega de Cesped Outflow, 10 \ Reach, 11 \ ZR_Vega de Cesped_ANU Runoff, 12 \ Reach, 13 \ CA_Las Salinas Outflow, 14 \ Reach, 15 \ ZR_Las Salinas_ANU Runoff, 16 \ Reach, 17 \ CA_Los Gonzalez Outflow, 18 \ Reach, 19 \ ZR_Los Gonzalez_FRU Runoff, 20 \ Reach, 21 \ CA_El Durazno Outflow, 22 \ Reach, 23 \ Rio Illapel en Las  Burras (gauge), 23 \ ZR_El Durazno_FRU Runoff, 24 \ Reach, 25 \ CA_Los Perales Outflow, 26 \ Reach, 27 \ ZR_Los Perales_FRU Runoff, 28 \ Reach, 29 \ CA_Pichicaven Outflow, 30 \ Reach, 31 \ ZR_Pichicaven_ANU Runoff, 32 \ Reach, 33 \ CA_Calderon Outflow, 34 \ Reach, 35 \ ZR_Calderon_ANU Runoff, 36 \ Reach, 37 \ CA_Mala Ladera Outflow, 38 \ Reach, 39 \ ZR_Mala Ladera_FRU Runoff, 40 \ Reach, 41 \ CA_El Macal Outflow, 42 \ Reach, 43 \ ZR_El Macal_FRU Runoff, 44 \ Reach, 45 \ CA_El Aguita Outflow, 46 \ Reach, 47 \ ZR_El Aguita_FRU Runoff, 48 \ Reach, 49 \ CA_Las Peras Outflow, 50 \ Reach, 51 \ ZR_Las Peras_FRU Runoff, 52 \ Reach, 53 \ CA_Alcantarilla Outflow, 54 \ Reach, 55 \ ZR_Alcantarilla_FRU Runoff, 56 \ Reach, 57 \ CA_Rodado Outflow, 58 \ Reach, 59 \ ZR_Rodado_FRU Runoff, 60 \ Reach, 61 \ CA_El Bajo Outflow, 62 \ Reach, 63 \ ZR_El Bajo_FRU Runoff, 64 \ Reach, 65 \ CA_El Bato o El Cato Outflow, 66 \ Reach, 67 \ ZR_El Bato o El Cato_FRU Runoff, 68 \ Reach, 69 \ CA_Los Sauces Outflow, 70 \ Reach, 71 \ ZR_Los Sauces_FRU Runoff, 72 \ Reach, 73 \ CA_Santa Margot Outflow, 74 \ Reach, 75 \ ZR_Santa Margot_FRU Runoff, 76 \ Reach, 77 \ CA_La Montana Outflow, 78 \ Reach, 79 \ ZR_La Montana_FRU Runoff, 80 \ Reach, 81 \ Embalse El Bato, 82 \ Reach, 83 \ Estero Caren Inflow, 84 \ Reach, 85 \ CA_Turbina Outflow, 86 \ Reach, 87 \ CA_San Jorge Outflow, 88 \ Reach, 89 \ ZR_San Jorge_FRU Runoff, 90 \ Reach, 91 \ CA_Santa Isabel Outflow, 92 \ Reach, 93 \ ZR_Santa Isabel_FRU Runoff, 94 \ Reach, 95 \ CA_El Peumo Outflow, 96 \ Reach, 97 \ ZR_El Peumo_FRU Runoff, 98 \ Reach, 99 \ ZR_Turbina_FRU Runoff,100 \ Reach,101 \ CA_San Javier Outflow,102 \ Reach,103 \ Rio Illapel en Huintil (gauge),103 \ ZR_San Javier_FRU Runoff,104 \ Reach,105 \ CA_Camarote Outflow,106 \ Reach,107 \ ZR_Camarote_FRU Runoff,108 \ Reach,109 \ CA_Escorial Outflow,110 \ Reach,111 \ CA_Plantacion Outflow,112 \ Reach,113 \ ZR_Plantacion_FRU Runoff,114 \ Reach,115 \ CA_Santa Olga Outflow,116 \ Reach,117 \ ZR_Santa Olga_FRU Runoff,118 \ Reach,119 \ ZR_Santa Olga_ANU Runoff,120 \ Reach,121 \ ZR_Escorial_FRU Runoff,122 \ Reach,123 \ ZR_Pelados_FRU Runoff,124 \ Reach,125 \ CA_San Isidro Outflow,126 \ Reach,127 \ ZR_San Isidro_FRU Runoff,128 \ Reach,129 \ CA_El Silo Outflow,130 \ Reach,131 \ ZR_El Silo_FRU Runoff,132 \ Reach,133 \ CA_Higuera Outflow,134 \ Reach,135 \ ZR_Higuera_FRU Runoff,136 \ Reach,137 \ CA_San Patricio Outflow,138 \ Reach,139 \ ZR_San Patricio_FRU Runoff,140 \ Reach,141 \ CA_Molino Carcamo Outflow,142 \ Reach,143 \ CL_1 Inflow,144 \ Reach,145 \ CA_Potrero Nuevo Outflow,146 \ Reach,147 \ ZR_Potrero Nuevo_FRU Runoff,148 \ Reach,149 \ Agua Potable_AC 5 Return,150 \ Reach,151 \ CA_Hospital Outflow,152 \ Reach,153 \ ZR_Molino Carcamo_ANU Runoff,154 \ Reach,155 \ CA_Poblacion Los Guindos Outflow,156 \ Reach,157 \ ZR_Hospital_ANU Runoff,158 \ Reach,159 \ ZR_Cocinera_ANU Runoff,160 \ Reach,161 \ CA_Bellavista Alto Outflow,162 \ Reach,163 \ ZR_Poblacion Los Guindos_FRU Runoff,164 \ Reach,165 \ CL_2 Inflow,166 \ Reach,167 \ CA_Cuz Cuz Outflow,168 \ Reach,169 \ ZR_Bellavista Alto_FRU Runoff,170 \ Reach,171 \ Agua Potable_AC 6 Return,172 \ Reach,173 \ CA_Zepedino Outflow,174 \ Reach,175 \ ZR_Zepedino_FRU Runoff,176 \ Reach,177 \ CA_Del Medio o Bellavista Bajo Outflow,178 \ Reach,179 \ ZR_Bellavista Bajo_FRU Runoff,180 \ Reach,181 \ CA_Molino El Peral Outflow,182 \ Reach,183 \ CA_Inquilino o Del Bajo Outflow,184 \ Reach,185 \ ZR_Molino El Peral_FRU Runoff,186 \ Reach,187 \ CA_Las Juntas_El Maiten Outflow,188 \ Reach,189 \ ZR_El Maiten_FRU Runoff,190 \ Reach,191 \ ZR_Inquilino_FRU Runoff,192 \ Reach,193 \ Rio Illapel en el Peral (gauge),193 \ ZR_Cuz Cuz_ANU Runoff,194 \ Reach
ene-19,0.525299,0.510917,0.510917,0.511597,0.511597,0.511579,0.511579,0.511581,0.511581,0.511581,0.511581,0.511581,0.511581,0.506171,0.506171,0.506543,0.506543,0.506543,0.506543,0.506543,0.506543,0.506543,0.506543,0.51,0.506543,0.506543,0.50393,0.50393,0.50412,0.50412,0.50412,0.50412,0.50412,0.50412,0.50412,0.50412,0.50412,0.50412,0.487177,0.487177,0.488795,0.488795,0.485126,0.485126,0.485455,0.485455,0.484882,0.484882,0.484932,0.484932,0.484932,0.484932,0.484932,0.484932,0.482079,0.482079,0.482425,0.482425,0.478006,0.478006,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.478111,0.469085,0.469085,0.469299,0.469299,0.46818,0.46818,0.468278,0.468278,0.981121,0.981121,1.11972,1.11972,1.04739,1.04739,1.0429,1.0429,1.0432,1.0432,0.988323,0.988323,0.990113,0.990113,0.990113,0.990113,0.990113,0.990113,0.99216,0.99216,0.99216,0.99216,1.45,0.99216,0.99216,0.990038,0.990038,0.990099,0.990099,0.898531,0.898531,0.873945,0.873945,0.874576,0.874576,0.849748,0.849748,0.849748,0.849748,0.852785,0.852785,0.854765,0.854765,0.855716,0.855716,0.840991,0.840991,0.841723,0.841723,0.808927,0.808927,0.810401,0.810401,0.774575,0.774575,0.775926,0.775926,0.773806,0.773806,0.77391,0.77391,0.602587,0.602587,0.602587,0.602587,0.533334,0.533334,0.534605,0.534605,0.548833,0.548833,0.472904,0.472904,0.483287,0.483287,0.479815,0.479815,0.487026,0.487026,0.492188,0.492188,0.401124,0.401124,0.401357,0.401357,0.401357,0.401357,0.133086,0.133086,0.134296,0.134296,0.14961,0.14961,0.135813,0.135813,0.137596,0.137596,0.106054,0.106054,0.107226,0.107226,0.0592692,0.0592692,0.00410303,0.00410303,0.00497703,0.00497703,0,0,0,0,0.00252181,0.00252181,0.11,0.00843312,0.00843312
feb-19,0.545899,0.53323,0.53323,0.53383,0.53383,0.53383,0.53383,0.533834,0.533834,0.533834,0.533834,0.533834,0.533834,0.5292,0.5292,0.529518,0.529518,0.529518,0.529518,0.529518,0.529518,0.529518,0.529518,0.53,0.529518,0.529518,0.527127,0.527127,0.5273,0.5273,0.5273,0.5273,0.5273,0.5273,0.5273,0.5273,0.5273,0.5273,0.512522,0.512522,0.513934,0.513934,0.510535,0.510535,0.510839,0.510839,0.5103,0.5103,0.510347,0.510347,0.510347,0.510347,0.510347,0.510347,0.507705,0.507705,0.508025,0.508025,0.504058,0.504058,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.504152,0.496059,0.496059,0.496251,0.496251,0.495227,0.495227,0.495316,0.495316,0.867049,0.867049,1.01115,1.01115,0.94559,0.94559,0.941539,0.941539,0.941811,0.941811,0.89266,0.89266,0.894262,0.894262,0.894262,0.894262,0.894262,0.894262,0.896118,0.896118,0.896118,0.896118,1.58,0.896118,0.896118,0.894194,0.894194,0.894249,0.894249,0.810442,0.810442,0.788528,0.788528,0.789091,0.789091,0.766368,0.766368,0.766368,0.766368,0.769063,0.769063,0.770911,0.770911,0.771763,0.771763,0.758847,0.758847,0.759489,0.759489,0.730083,0.730083,0.731405,0.731405,0.69893,0.69893,0.700155,0.700155,0.698286,0.698286,0.698378,0.698378,0.544818,0.544818,0.544818,0.544818,0.483428,0.483428,0.484555,0.484555,0.500308,0.500308,0.430812,0.430812,0.440119,0.440119,0.436996,0.436996,0.443355,0.443355,0.44824,0.44824,0.363333,0.363333,0.363542,0.363542,0.363542,0.363542,0.117999,0.117999,0.119127,0.119127,0.136082,0.136082,0.123454,0.123454,0.124868,0.124868,0.0947769,0.0947769,0.0958946,0.0958946,0.0546879,0.0546879,0.00450961,0.00450961,0.00526058,0.00526058,0,0,0,0,0.00229363,0.00229363,0.25,0.00710831,0.00710831
mar-19,0.545897,0.536181,0.536181,0.536641,0.536641,0.536641,0.536641,0.536659,0.536659,0.536659,0.536659,0.536659,0.536659,0.533168,0.533168,0.533408,0.533408,0.533408,0.533408,0.533408,0.533408,0.533408,0.533408,0.53,0.533408,0.533408,0.531818,0.531818,0.531933,0.531933,0.531933,0.531933,0.531933,0.531933,0.531933,0.531933,0.531933,0.531933,0.520464,0.520464,0.521559,0.521559,0.519585,0.519585,0.519762,0.519762,0.519447,0.519447,0.519475,0.519475,0.519475,0.519475,0.519475,0.519475,0.51794,0.51794,0.518126,0.518126,0.515117,0.515117,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.515189,0.508967,0.508967,0.509114,0.509114,0.508169,0.508169,0.508251,0.508251,0.643814,0.643814,0.787913,0.787913,0.738167,0.738167,0.735008,0.735008,0.73522,0.73522,0.697787,0.697787,0.699008,0.699008,0.699008,0.699008,0.699008,0.699008,0.700416,0.700416,0.700416,0.700416,1.44,0.700416,0.700416,0.698978,0.698978,0.69902,0.69902,0.621646,0.621646,0.60567,0.60567,0.60608,0.60608,0.585102,0.585102,0.585102,0.585102,0.58718,0.58718,0.58861,0.58861,0.589262,0.589262,0.579774,0.579774,0.580246,0.580246,0.558469,0.558469,0.559447,0.559447,0.534886,0.534886,0.535812,0.535812,0.534435,0.534435,0.534503,0.534503,0.417636,0.417636,0.417636,0.417636,0.372699,0.372699,0.373523,0.373523,0.387752,0.387752,0.324584,0.324584,0.331667,0.331667,0.329203,0.329203,0.334063,0.334063,0.33776,0.33776,0.277276,0.277276,0.277441,0.277441,0.277441,0.277441,0.0892475,0.0892475,0.0900508,0.0900508,0.105365,0.105365,0.0945519,0.0945519,0.0956046,0.0956046,0.0722996,0.0722996,0.0731652,0.0731652,0.04221,0.04221,0.00429234,0.00429234,0.00485649,0.00485649,0,0,0,0,0.00173319,0.00173319,0.46,0.0052241,0.0052241
abr-19,0.576798,0.571267,0.571267,0.571529,0.571529,0.571529,0.571529,0.571578,0.571578,0.571578,0.571578,0.571578,0.571578,0.569529,0.569529,0.56967,0.56967,0.56967,0.56967,0.56967,0.56967,0.56967,0.56967,0.56,0.56967,0.56967,0.568627,0.568627,0.568703,0.568703,0.568703,0.568703,0.568703,0.568703,0.568703,0.568703,0.568703,0.568703,0.561811,0.561811,0.562469,0.562469,0.561174,0.561174,0.56129,0.56129,0.561087,0.561087,0.561104,0.561104,0.561104,0.561104,0.561104,0.561104,0.560098,0.560098,0.56022,0.56022,0.558504,0.558504,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.558545,0.555093,0.555093,0.555175,0.555175,0.55436,0.55436,0.554431,0.554431,0.329407,0.329407,0.482307,0.482307,0.453006,0.453006,0.451032,0.451032,0.451165,0.451165,0.429228,0.429228,0.429944,0.429944,0.429944,0.429944,0.429944,0.429944,0.430773,0.430773,0.430773,0.430773,1.41,0.430773,0.430773,0.429969,0.429969,0.429992,0.429992,0.355572,0.355572,0.346603,0.346603,0.346834,0.346834,0.333496,0.333496,0.333496,0.333496,0.334768,0.334768,0.335651,0.335651,0.336023,0.336023,0.33071,0.33071,0.330974,0.330974,0.318479,0.318479,0.319041,0.319041,0.304543,0.304543,0.30509,0.30509,0.304349,0.304349,0.304386,0.304386,0.235794,0.235794,0.235794,0.235794,0.210325,0.210325,0.210792,0.210792,0.225495,0.225495,0.188013,0.188013,0.19217,0.19217,0.190623,0.190623,0.193508,0.193508,0.195853,0.195853,0.159871,0.159871,0.159974,0.159974,0.159974,0.159974,0.04521,0.04521,0.0456879,0.0456879,0.0615124,0.0615124,0.0549075,0.0549075,0.0555505,0.0555505,0.0417694,0.0417694,0.0422812,0.0422812,0.024522,0.024522,0.00434788,0.00434788,0.00467154,0.00467154,0,0,0,0,0.000922157,0.000922157,0.68,0.00305087,0.00305087
may-19,0.618,0.618,0.618,0.618094,0.618094,0.618094,0.618094,0.618182,0.618182,0.618182,0.618182,0.618182,0.618182,0.617946,0.617946,0.617962,0.617962,0.617962,0.617962,0.617962,0.617962,0.617962,0.617962,0.6,0.617962,0.617962,0.61786,0.61786,0.617867,0.617867,0.617867,0.617867,0.617867,0.617867,0.617867,0.617867,0.617867,0.617867,0.617265,0.617265,0.617323,0.617323,0.617195,0.617195,0.617207,0.617207,0.617174,0.617174,0.617177,0.617177,0.617177,0.617177,0.617177,0.617177,0.617078,0.617078,0.61709,0.61709,0.61709,0.61709,0.617109,0.617109,0.617109,0.617109,0.617109,0.617109,0.617109,0.617109,0.617113,0.617113,0.617113,0.617113,0.617113,0.617113,0.617113,0.617113,0.617154,0.617154,0.617022,0.617022,0.617034,0.617034,0,0,0.1639,0.1639,0.161566,0.161566,0.161178,0.161178,0.161204,0.161204,0.159955,0.159955,0.159996,0.159996,0.159996,0.159996,0.159996,0.159996,0.160062,0.160062,0.160062,0.160062,0.38,0.160062,0.160062,0.160062,0.160062,0.160068,0.160068,0.085054,0.085054,0.0845997,0.0845997,0.0846113,0.0846113,0.0816724,0.0816724,0.0816724,0.0816724,0.0819526,0.0819526,0.0821589,0.0821589,0.0821624,0.0821624,0.081805,0.081805,0.0818228,0.0818228,0.0805921,0.0805921,0.0806474,0.0806474,0.0787152,0.0787152,0.0787881,0.0787881,0.0787851,0.0787851,0.0787853,0.0787853,0.0659303,0.0659303,0.0791681,0.0791681,0.00462226,0.00462226,0.00475119,0.00475119,0.0189799,0.0189799,0.0100232,0.0100232,0.0108023,0.0108023,0.0101873,0.0101873,0.0108764,0.0108764,0.0114589,0.0114589,0,0,0.000041221,0.000041221,0.0873411,0.0873411,0.0397816,0.0397816,0.0399338,0.0399338,0.0552478,0.0552478,0.0528271,0.0528271,0.0530627,0.0530627,0.0489648,0.0489648,0.049117,0.049117,0.00419896,0.00419896,0.00316774,0.00316774,0.00327061,0.00327061,0,0,0,0,4.71365E-05,4.71365E-05,0.59,0.000929294,0.000929294
jun-19,0.576798,0.576798,0.576798,0.576977,0.576977,0.576977,0.576977,0.577055,0.577055,0.577055,0.577055,0.577055,0.577055,0.577055,0.577055,0.577089,0.577089,0.577089,0.577089,0.577089,0.577089,0.577089,0.577089,0.56,0.577089,0.577089,0.577037,0.577037,0.577041,0.577041,0.577041,0.577041,0.577041,0.577041,0.577041,0.577041,0.577041,0.577041,0.577041,0.577041,0.577171,0.577171,0.577107,0.577107,0.577113,0.577113,0.577107,0.577107,0.577107,0.577107,0.577107,0.577107,0.577107,0.577107,0.577057,0.577057,0.577063,0.577063,0.577063,0.577063,0.577113,0.577113,0.577113,0.577113,0.577113,0.577113,0.577113,0.577113,0.577123,0.577123,0.577123,0.577123,0.577123,0.577123,0.577123,0.577123,0.577225,0.577225,0.577202,0.577202,0.577204,0.577204,0,0,0.1529,0.1529,0.1529,0.1529,0.1529,0.1529,0.152931,0.152931,0.152931,0.152931,0.153273,0.153273,0.153273,0.153273,0.153273,0.153273,0.153798,0.153798,0.153798,0.153798,0.38,0.153798,0.153798,0.153798,0.153798,0.153839,0.153839,0.0779317,0.0779317,0.0779317,0.0779317,0.0781639,0.0781639,0.0781639,0.0781639,0.0781639,0.0781639,0.0785889,0.0785889,0.0790798,0.0790798,0.0794743,0.0794743,0.0794743,0.0794743,0.0798877,0.0798877,0.0798877,0.0798877,0.0803265,0.0803265,0.0803265,0.0803265,0.08072,0.08072,0.08072,0.08072,0.0808036,0.0808036,0.0808036,0.0808036,0.118801,0.118801,0.0323081,0.0323081,0.0325218,0.0325218,0.0472248,0.0472248,0.0472248,0.0472248,0.0496745,0.0496745,0.0496745,0.0496745,0.0505689,0.0505689,0.0537643,0.0537643,0.023052,0.023052,0.0230541,0.0230541,0.311654,0.311654,0.0892575,0.0892575,0.0899146,0.0899146,0.105739,0.105739,0.105739,0.105739,0.105885,0.105885,0.105885,0.105885,0.106177,0.106177,0.00323965,0.00323965,0.00323965,0.00323965,0.00337963,0.00337963,0,0,0,0,0.00110693,0.00110693,0.28,0.00227114,0.00227114
jul-19,0.5356,0.534787,0.534787,0.534825,0.534825,0.534825,0.534825,0.534911,0.534911,0.534911,0.534911,0.534911,0.534911,0.53438,0.53438,0.534417,0.534417,0.534417,0.534417,0.534417,0.534417,0.534417,0.534417,0.56,0.534417,0.534417,0.53318,0.53318,0.53327,0.53327,0.53327,0.53327,0.53327,0.53327,0.53327,0.53327,0.53327,0.53327,0.531689,0.531689,0.53184,0.53184,0.530305,0.530305,0.530442,0.530442,0.530201,0.530201,0.530222,0.530222,0.530222,0.530222,0.530222,0.530222,0.529029,0.529029,0.529173,0.529173,0.528998,0.528998,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.529002,0.528641,0.528641,0.528649,0.528649,0.527699,0.527699,0.527783,0.527783,0.0392984,0.0392984,0.181198,0.181198,0.175392,0.175392,0.174872,0.174872,0.174907,0.174907,0.171023,0.171023,0.17115,0.17115,0.17115,0.17115,0.17115,0.17115,0.171314,0.171314,0.171314,0.171314,0.38,0.171314,0.171314,0.171244,0.171244,0.171246,0.171246,0.0935217,0.0935217,0.0921307,0.0921307,0.0921665,0.0921665,0.0890261,0.0890261,0.0890261,0.0890261,0.0893255,0.0893255,0.0895782,0.0895782,0.0896248,0.0896248,0.0887566,0.0887566,0.0887998,0.0887998,0.086594,0.086594,0.0866931,0.0866931,0.083863,0.083863,0.0839697,0.0839697,0.0838895,0.0838895,0.0838934,0.0838934,0.0697403,0.0697403,0.0697403,0.0697403,0.0638965,0.0638965,0.0640037,0.0640037,0.0782324,0.0782324,0.0695218,0.0695218,0.0703795,0.0703795,0.0699406,0.0699406,0.0706109,0.0706109,0.0713501,0.0713501,0.0596371,0.0596371,0.0596666,0.0596666,0.0596666,0.0596666,0.00350989,0.00350989,0.00366545,0.00366545,0.0189795,0.0189795,0.0165787,0.0165787,0.0168124,0.0168124,0.0123511,0.0123511,0.0125168,0.0125168,0.00606337,0.00606337,0.003153,0.003153,0.00327061,0.00327061,0,0,0,0,0.000133033,0.000133033,0.28,0.00117468,0.00117468
ago-19,0.514998,0.512346,0.512346,0.512471,0.512471,0.512471,0.512471,0.512542,0.512542,0.512542,0.512542,0.512542,0.512542,0.511599,0.511599,0.511664,0.511664,0.511664,0.511664,0.511664,0.511664,0.511664,0.511664,0.56,0.511664,0.511664,0.509811,0.509811,0.509946,0.509946,0.509946,0.509946,0.509946,0.509946,0.509946,0.509946,0.509946,0.509946,0.506549,0.506549,0.506873,0.506873,0.504574,0.504574,0.50478,0.50478,0.504418,0.504418,0.50445,0.50445,0.50445,0.50445,0.50445,0.50445,0.502662,0.502662,0.502878,0.502878,0.502071,0.502071,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.50209,0.500422,0.500422,0.500461,0.500461,0.499499,0.499499,0.499584,0.499584,0.17271,0.17271,0.30911,0.30911,0.294376,0.294376,0.293338,0.293338,0.293408,0.293408,0.282479,0.282479,0.282836,0.282836,0.282836,0.282836,0.282836,0.282836,0.283253,0.283253,0.283253,0.283253,0.38,0.283253,0.283253,0.282866,0.282866,0.282877,0.282877,0.204162,0.204162,0.199964,0.199964,0.200071,0.200071,0.193293,0.193293,0.193293,0.193293,0.19394,0.19394,0.194415,0.194415,0.194594,0.194594,0.192129,0.192129,0.192252,0.192252,0.186098,0.186098,0.186374,0.186374,0.179134,0.179134,0.179407,0.179407,0.17909,0.17909,0.179106,0.179106,0.143752,0.143752,0.143752,0.143752,0.131979,0.131979,0.132195,0.132195,0.146424,0.146424,0.126814,0.126814,0.128957,0.128957,0.128136,0.128136,0.129645,0.129645,0.131092,0.131092,0.109029,0.109029,0.109084,0.109084,0.109084,0.109084,0.0211408,0.0211408,0.0214338,0.0214338,0.0367478,0.0367478,0.0323776,0.0323776,0.0328031,0.0328031,0.0246031,0.0246031,0.0249077,0.0249077,0.0135822,0.0135822,0.00306421,0.00306421,0.00327061,0.00327061,0,0,0,0,0.000480793,0.000480793,0.28,0.00211203,0.00211203
sept-19,0.463499,0.460366,0.460366,0.460515,0.460515,0.460515,0.460515,0.4606,0.4606,0.4606,0.4606,0.4606,0.4606,0.459242,0.459242,0.459335,0.459335,0.459335,0.459335,0.459335,0.459335,0.459335,0.459335,0.56,0.459335,0.459335,0.457104,0.457104,0.457266,0.457266,0.457266,0.457266,0.457266,0.457266,0.457266,0.457266,0.457266,0.457266,0.452614,0.452614,0.453058,0.453058,0.450083,0.450083,0.450349,0.450349,0.449881,0.449881,0.449922,0.449922,0.449922,0.449922,0.449922,0.449922,0.447608,0.447608,0.447888,0.447888,0.446988,0.446988,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.447009,0.445147,0.445147,0.445191,0.445191,0.444235,0.444235,0.444319,0.444319,0.192663,0.192663,0.315863,0.315863,0.298075,0.298075,0.296552,0.296552,0.296654,0.296654,0.282459,0.282459,0.282922,0.282922,0.282922,0.282922,0.282922,0.282922,0.283426,0.283426,0.283426,0.283426,0.38,0.283426,0.283426,0.283002,0.283002,0.283014,0.283014,0.204816,0.204816,0.199579,0.199579,0.199714,0.199714,0.190155,0.190155,0.190155,0.190155,0.191066,0.191066,0.191608,0.191608,0.191828,0.191828,0.188926,0.188926,0.18907,0.18907,0.181071,0.181071,0.181431,0.181431,0.172437,0.172437,0.172776,0.172776,0.17242,0.17242,0.172437,0.172437,0.128523,0.128523,0.134103,0.134103,0.120361,0.120361,0.120614,0.120614,0.135317,0.135317,0.108092,0.108092,0.110754,0.110754,0.109475,0.109475,0.11157,0.11157,0.113117,0.113117,0.0894321,0.0894321,0.0895178,0.0895178,0.129818,0.129818,0.0292797,0.0292797,0.0295943,0.0295943,0.0454188,0.0454188,0.0390051,0.0390051,0.0396295,0.0396295,0.0307997,0.0307997,0.0311277,0.0311277,0.0168313,0.0168313,0.00464761,0.00464761,0.00490816,0.00490816,0,0,0,0,0.000556929,0.000556929,0.28,0.00242176,0.00242176
oct-19,0.391398,0.386013,0.386013,0.386268,0.386268,0.386268,0.386268,0.386357,0.386357,0.386357,0.386357,0.386357,0.386357,0.383567,0.383567,0.383759,0.383759,0.383759,0.383759,0.383759,0.383759,0.383759,0.383759,0.56,0.383759,0.383759,0.381573,0.381573,0.381732,0.381732,0.381732,0.381732,0.381732,0.381732,0.381732,0.381732,0.381732,0.381732,0.373242,0.373242,0.374053,0.374053,0.370777,0.370777,0.37107,0.37107,0.370478,0.370478,0.37053,0.37053,0.37053,0.37053,0.37053,0.37053,0.367625,0.367625,0.367977,0.367977,0.366397,0.366397,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.366434,0.363166,0.363166,0.363244,0.363244,0.362308,0.362308,0.36239,0.36239,0.520398,0.520398,0.623798,0.623798,0.591135,0.591135,0.58854,0.58854,0.588713,0.588713,0.563445,0.563445,0.564269,0.564269,0.564269,0.564269,0.564269,0.564269,0.565193,0.565193,0.565193,0.565193,0.38,0.565193,0.565193,0.564429,0.564429,0.564451,0.564451,0.487864,0.487864,0.477179,0.477179,0.477454,0.477454,0.460174,0.460174,0.460174,0.460174,0.461822,0.461822,0.462792,0.462792,0.46318,0.46318,0.45684,0.45684,0.457155,0.457155,0.441863,0.441863,0.44255,0.44255,0.425602,0.425602,0.426241,0.426241,0.425418,0.425418,0.425458,0.425458,0.342768,0.342768,0.342768,0.342768,0.309554,0.309554,0.310163,0.310163,0.324392,0.324392,0.274097,0.274097,0.279109,0.279109,0.276962,0.276962,0.280832,0.280832,0.283555,0.283555,0.23848,0.23848,0.238623,0.238623,0.238623,0.238623,0.0628175,0.0628175,0.0634162,0.0634162,0.0787302,0.0787302,0.0673279,0.0673279,0.0684379,0.0684379,0.0526417,0.0526417,0.0532284,0.0532284,0.0269182,0.0269182,0.00432793,0.00432793,0.00480742,0.00480742,0,0,0,0,0.00103259,0.00103259,0.28,0.00429364,0.00429364
