Yr,Mon,EST. CHACAY C
1980,7,28.36693548387097
1980,8,43.81290322580645
1980,9,65.25483870967741
1980,10,96.36209677419356
1980,11,116.85322580645162
1980,12,148.96612903225807
1981,1,148.8967741935484
1981,2,125.21209677419357
1981,3,103.01370967741937
1981,4,59.601612903225806
1981,5,44.61612903225807
1981,6,23.892741935483873
1981,7,31.10000000000001
1981,8,39.984677419354846
1981,9,64.26532258064516
1981,10,96.59354838709676
1981,11,120.4233870967742
1981,12,154.775
1982,1,166.47741935483873
1982,2,119.0241935483871
1982,3,102.33145161290325
1982,4,61.5
1982,5,39.051612903225816
1982,6,23.49354838709677
1982,7,30.673387096774192
1982,8,42.16693548387096
1982,9,60.15403225806452
1982,10,89.17419354838711
1982,11,114.63548387096776
1982,12,159.04516129032257
1983,1,152.08225806451614
1983,2,126.31048387096776
1983,3,100.5298387096774
1983,4,62.52983870967742
1983,5,32.91532258064517
1983,6,13.361290322580643
1983,7,23.908870967741933
1983,8,41.991935483870975
1983,9,59.62177419354838
1983,10,99.34435483870969
1983,11,131.2306451612903
1983,12,159.80967741935484
1984,1,163.4653225806452
1984,2,121.59112903225808
1984,3,98.73145161290324
1984,4,61.14032258064516
1984,5,36.21532258064516
1984,6,11.316129032258065
1984,7,26.624193548387098
1984,8,36.2241935483871
1984,9,60.098387096774196
1984,10,83.14758064516128
1984,11,110.11612903225807
1984,12,144.6274193548387
1985,1,154.84919354838712
1985,2,124.62258064516129
1985,3,102.86854838709678
1985,4,59.84193548387097
1985,5,36.70967741935484
1985,6,28.85080645161291
1985,7,27.647580645161288
1985,8,38.04112903225808
1985,9,64.58225806451614
1985,10,88.07580645161292
1985,11,123.8233870967742
1985,12,156.36451612903227
1986,1,161.8411290322581
1986,2,121.11370967741935
1986,3,101.07903225806453
1986,4,58.403225806451616
1986,5,40.29193548387096
1986,6,24.592741935483872
1986,7,26.708870967741934
1986,8,40.17741935483872
1986,9,61.16532258064516
1986,10,94.38629032258063
1986,11,114.96693548387096
1986,12,152.55725806451613
1987,1,168.04435483870972
1987,2,129.01209677419357
1987,3,106.22822580645162
1987,4,62.29274193548388
1987,5,34.7975806451613
1987,6,21.700000000000003
1987,7,32.43870967741936
1987,8,37.82016129032258
1987,9,59.863709677419365
1987,10,90.30564516129033
1987,11,123.5217741935484
1987,12,148.64516129032256
1988,1,159.27741935483874
1988,2,126.6467741935484
1988,3,96.11209677419356
1988,4,63.51370967741937
1988,5,32.62580645161291
1988,6,25.73145161290323
1988,7,22.83225806451613
1988,8,37.88145161290323
1988,9,58.18306451612903
1988,10,94.80241935483872
1988,11,129.55
1988,12,152.15725806451613
1989,1,162.6741935483871
1989,2,127.78387096774193
1989,3,101.94193548387096
1989,4,63.91774193548386
1989,5,32.80483870967741
1989,6,24.270161290322587
1989,7,30.858064516129044
1989,8,38.61451612903227
1989,9,64.09193548387097
1989,10,99.17258064516129
1989,11,126.03225806451613
1989,12,147.58709677419355
1990,1,165.0903225806452
1990,2,115.15887096774196
1990,3,101.05967741935484
1990,4,60.61370967741936
1990,5,34.53629032258065
1990,6,22.310483870967744
1990,7,25.795161290322582
1990,8,42.804032258064524
1990,9,60.62822580645161
1990,10,93.75322580645162
1990,11,122.36209677419355
1990,12,148.46774193548387
1991,1,160.0685483870968
1991,2,126.45080645161293
1991,3,102.44032258064517
1991,4,60.44677419354839
1991,5,39.08145161290324
1991,6,22.629838709677415
1991,7,27.1491935483871
1991,8,39.92016129032258
1991,9,61.262903225806454
1991,10,93.10080645161293
1991,11,117.21612903225808
1991,12,129.55322580645162
1992,1,162.07903225806456
1992,2,122.04354838709679
1992,3,105.15564516129035
1992,4,58.20483870967742
1992,5,38.48709677419354
1992,6,22.05967741935484
1992,7,21.42741935483871
1992,8,38.2758064516129
1992,9,63.054838709677426
1992,10,94.4040322580645
1992,11,119.23387096774194
1992,12,141.0693548387097
1993,1,159.75483870967741
1993,2,131.70161290322582
1993,3,104.0209677419355
1993,4,64.38225806451614
1993,5,38.85887096774193
1993,6,27.95403225806452
1993,7,26.009677419354844
1993,8,43.71451612903226
1993,9,63.07258064516131
1993,10,92.65322580645163
1993,11,121.93548387096776
1993,12,152.98387096774195
1994,1,164.0653225806452
1994,2,117.28548387096771
1994,3,103.9193548387097
1994,4,62.02096774193549
1994,5,35.42741935483871
1994,6,26.462903225806453
1994,7,28.158064516129045
1994,8,38.40967741935484
1994,9,61.94354838709678
1994,10,87.10725806451612
1994,11,117.13387096774193
1994,12,146.2379032258065
1995,1,157.05806451612906
1995,2,120.88709677419357
1995,3,102.05967741935484
1995,4,67.15403225806453
1995,5,35.41854838709678
1995,6,26.262903225806454
1995,7,23.760483870967743
1995,8,37.04354838709677
1995,9,62.46532258064515
1995,10,92.0741935483871
1995,11,125.86048387096771
1995,12,157.49193548387098
1996,1,163.68467741935484
1996,2,124.12258064516129
1996,3,104.01935483870969
1996,4,59.750806451612895
1996,5,34.543548387096784
1996,6,17.51693548387097
1996,7,27.83870967741935
1996,8,42.89193548387098
1996,9,67.29838709677419
1996,10,94.43387096774192
1996,11,128.86048387096778
1996,12,144.55564516129033
1997,1,157.55645161290323
1997,2,125.76129032258063
1997,3,102.30161290322582
1997,4,69.12258064516129
1997,5,38.38145161290323
1997,6,26.043548387096777
1997,7,28.361290322580647
1997,8,40.12177419354839
1997,9,62.69112903225806
1997,10,86.25645161290322
1997,11,112.19516129032257
1997,12,144.93790322580645
1998,1,162.7217741935484
1998,2,115.72903225806452
1998,3,100.7508064516129
1998,4,59.53145161290323
1998,5,37.16935483870969
1998,6,22.91935483870968
1998,7,26.538709677419362
1998,8,39.08145161290323
1998,9,60.90241935483871
1998,10,105.6693548387097
1998,11,127.3798387096774
1998,12,156.84354838709677
1999,1,164.1790322580645
1999,2,126.1241935483871
1999,3,97.88064516129032
1999,4,62.24032258064516
1999,5,37.08145161290323
1999,6,24.759677419354844
1999,7,24.900806451612908
1999,8,42.36209677419355
1999,9,61.14354838709676
1999,10,92.3233870967742
1999,11,123.54112903225808
1999,12,150.18387096774194
2000,1,163.0935483870968
2000,2,115.30806451612905
2000,3,101.88064516129032
2000,4,60.74032258064516
2000,5,32.28387096774193
2000,6,30.11532258064516
2000,7,24.900806451612908
2000,8,40.60564516129032
2000,9,59.704032258064515
2000,10,93.94435483870969
2000,11,120.15322580645162
2000,12,155.39274193548388
2001,1,157.17741935483875
2001,2,128.03145161290323
2001,3,101.75806451612904
2001,4,61.53306451612903
2001,5,35.306451612903224
2001,6,23.501612903225805
2001,7,34.461290322580645
2001,8,41.41129032258064
2001,9,59.29032258064516
2001,10,94.95161290322582
2001,11,119.15322580645162
2001,12,164.4153225806452
2002,1,159.93709677419358
2002,2,120.8048387096774
2002,3,95.67177419354839
2002,4,59.96129032258065
2002,5,33.9241935483871
2002,6,18.21209677419355
2002,7,27.247580645161293
2002,8,38.53709677419354
2002,9,61.04596774193549
2002,10,89.15645161290323
2002,11,116.54274193548389
2002,12,144.6395161290323
2003,1,163.58306451612907
2003,2,128.53306451612903
2003,3,106.89274193548384
2003,4,61.25080645161292
2003,5,33.803225806451614
2003,6,30.11209677419355
2003,7,26.511290322580642
2003,8,41.23387096774193
2003,9,65.11048387096774
2003,10,100.96209677419357
2003,11,123.8233870967742
2003,12,148.61209677419356
2004,1,165.27016129032262
2004,2,122.36612903225806
2004,3,104.50887096774193
2004,4,60.15564516129032
2004,5,32.39758064516129
2004,6,25.170161290322582
2004,7,30.67177419354839
2004,8,40.23387096774193
2004,9,64.36370967741935
2004,10,85.43709677419355
2004,11,109.04919354838711
2004,12,150.1217741935484
2005,1,164.5935483870968
2005,2,123.32903225806454
2005,3,102.24032258064517
2005,4,64.2508064516129
2005,5,36.45725806451613
2005,6,23.929838709677423
2005,7,29.947580645161295
2005,8,38.51451612903226
2005,9,61.17258064516128
2005,10,91.25483870967744
2005,11,119.64274193548384
2005,12,147.80241935483872
2006,1,163.9491935483871
2006,2,122.63790322580647
2006,3,104.9983870967742
2006,4,64.01048387096775
2006,5,34.775000000000006
2006,6,25.52096774193548
2006,7,30.558064516129033
2006,8,43.66693548387097
2006,9,64.24596774193547
2006,10,88.94435483870967
2006,11,124.64274193548384
2006,12,146.7766129032258
2007,1,162.13709677419354
2007,2,117.48709677419355
2007,3,100.72096774193548
2007,4,63.53145161290323
2007,5,32.39274193548387
2007,6,20.56290322580645
2007,7,25.17661290322581
2007,8,25.087903225806453
2007,9,62.90241935483871
2007,10,92.28467741935485
2007,11,125.88145161290322
2007,12,148.93064516129033
2008,1,163.425
2008,2,118.37096774193547
2008,3,103.41048387096777
2008,4,65.01209677419355
2008,5,35.99435483870968
2008,6,22.749193548387098
2008,7,30.750806451612902
2008,8,40.725
2008,9,67.51048387096773
2008,10,98.56209677419356
2008,11,130.41290322580645
2008,12,152.77096774193552
2009,1,171.20403225806453
2009,2,129.32096774193548
2009,3,113.81612903225808
2009,4,70.14193548387095
2009,5,36.59032258064517
2009,6,25.18790322580645
2009,7,27.348387096774196
2009,8,39.83387096774193
2009,9,62.22016129032259
2009,10,92.24758064516129
2009,11,109.55806451612904
2009,12,141.8677419354839
2010,1,167.69193548387096
2010,2,120.1733870967742
2010,3,109.61209677419355
2010,4,64.9508064516129
2010,5,34.47661290322581
2010,6,26.052419354838708
2010,7,27.3
2010,8,38.54354838709677
2010,9,64.3758064516129
2010,10,93.80725806451613
2010,11,120.01290322580647
2010,12,144.7395161290323
2011,1,157.4177419354839
2011,2,119.75887096774196
2011,3,100.93145161290323
2011,4,68.14032258064518
2011,5,35.06612903225806
2011,6,25.42096774193548
2011,7,27.406451612903222
2011,8,37.58145161290323
2011,9,67.89112903225806
2011,10,95.2741935483871
2011,11,121.71290322580647
2011,12,159.59193548387097
2012,1,163.88790322580644
2012,2,118.20161290322581
2012,3,108.61774193548383
2012,4,61.210483870967735
2012,5,36.888709677419364
2012,6,26.162903225806453
2012,7,26.58225806451613
2012,8,39.01451612903225
2012,9,64.27016129032258
2012,10,88.81612903225806
2012,11,124.52016129032262
2012,12,137.84677419354838
2013,1,159.91370967741938
2013,2,118.55564516129033
2013,3,97.94758064516128
2013,4,64.37177419354839
2013,5,37.21854838709678
2013,6,26.18225806451613
2013,7,28.447580645161295
2013,8,40.87258064516129
2013,9,57.26370967741936
2013,10,101.16209677419354
2013,11,126.33225806451617
2013,12,165.82741935483872
2014,1,170.05322580645162
2014,2,116.10322580645162
2014,3,103.65967741935484
2014,4,59.9491935483871
2014,5,33.22741935483871
2014,6,25.310483870967744
2014,7,29.50887096774194
2014,8,44.179838709677426
2014,9,59.43145161290323
2014,10,100.53951612903226
2014,11,122.24999999999999
2014,12,153.0274193548387
2015,1,175.35161290322586
2015,2,126.89274193548384
2015,3,108.98790322580646
2015,4,63.670161290322575
2015,5,35.42741935483871
2015,6,26.06290322580646
2015,7,25.03709677419355
2015,8,38.232258064516124
2015,9,56.487903225806456
2015,10,83.24435483870968
2015,11,115.70887096774196
2015,12,154.3451612903226
2016,1,151.7459677419355
2016,2,130.33870967741936
2016,3,112.61048387096776
2016,4,52.86774193548387
2016,5,30.910483870967738
2016,6,19.125806451612906
2016,7,25.06693548387097
2016,8,47.12983870967742
2016,9,72.07016129032257
2016,10,86.60725806451613
2016,11,128.7967741935484
2016,12,155.05645161290323
2017,1,178.22741935483873
2017,2,127.7048387096774
2017,3,107.95806451612906
2017,4,60.29354838709677
2017,5,33.33709677419355
2017,6,26.98387096774194
2017,7,26.223387096774196
2017,8,38.68467741935484
2017,9,62.425000000000004
2017,10,87.92338709677419
2017,11,121.03064516129032
2017,12,151.31129032258065
2018,1,153.53629032258067
2018,2,125.63225806451612
2018,3,108.75564516129032
2018,4,61.82096774193549
2018,5,32.608870967741936
2018,6,21.55322580645161
2018,7,19.864516129032257
2018,8,37.425000000000004
2018,9,63.18387096774194
2018,10,78.38467741935483
2018,11,110.53548387096771
2018,12,144.8475806451613
2019,1,155.0911290322581
2019,2,130.05967741935484
2019,3,116.10000000000002
2019,4,66.82983870967743
2019,5,39.96048387096775
2019,6,26.44032258064516
2019,7,27.55967741935484
2019,8,41.78629032258065
2019,9,64.35564516129033
2019,10,88.54354838709679
2019,11,128.7604838709677
2019,12,162.41532258064518
2020,1,172.38951612903224
2020,2,133.6508064516129
2020,3,117.08790322580647
2020,4,75.43629032258065
2020,5,42.69032258064517
2020,6,25.028225806451616
2020,7,26.17096774193549
2020,8,39.11451612903227
2020,9,63.00322580645161
2020,10,99.36612903225807
2020,11,127.78790322580645
2020,12,153.7137096774194
2021,1,161.0483870967742
2021,2,117.05241935483873
2021,3,102.85161290322586
2021,4,64.20887096774194
2021,5,36.810483870967744
2021,6,26.545161290322582
2021,7,31.794354838709683
2021,8,41.8758064516129
2021,9,61.75241935483872
2021,10,96.28145161290325
2021,11,125.27903225806455
2021,12,157.98145161290324
2022,1,158.37580645161293
2022,2,131.7935483870968
2022,3,114.54112903225808
2022,4,63.87741935483871
2022,5,35.973387096774196
2022,6,21.970967741935485
2022,7,21.00161290322581
2022,8,39.08951612903226
2022,9,62.107258064516124
2022,10,91.5008064516129
2022,11,129.6298387096774
