date,0,1,2,3,4,5,6,7,8
2023-01-13,6.7674196683443515e-06,1.0343789210660357e-05,3.036302267631522e-05,4.7398743982794516e-05,5.911822546096074e-05,0.00030483802159627277,0.0005851335577912383,0.001049270232518514,
2023-01-14,1.8187058277619192e-06,3.142890066266988e-06,4.804658513461589e-06,6.536685315546379e-06,6.947108677455356e-06,2.651299749101911e-05,4.998624543130616e-05,0.0001100003719329834,
2023-01-15,5.77706557053786e-07,7.850264962986691e-07,9.289006459359071e-07,1.7416144882976544e-06,1.9669305710565473e-06,2.624875023251488e-06,6.128580142290165e-06,2.6543935139973964e-05,
2023-01-16,3.423446264022436e-08,1.9134229915157246e-07,1.505235674147407e-07,1.0089758381492502e-06,1.5864145188104537e-06,3.079573313395182e-07,9.355527577382741e-07,4.192193349202474e-06,
2023-01-17,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,7.950126315287987e-07,1.3490858532133555e-06,-7.345364920210326e-25,8.776947692200377e-07,7.987022399902344e-06,
2023-01-18,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,2.8119417835423744e-07,4.7565641857328856e-07,-7.345364920210326e-25,1.9060386406196343e-06,1.7344951629638672e-05,
2023-01-19,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,2.9064360119047603e-09,-7.345364920210326e-25,1.4082416073306576e-07,1.2814998626708984e-06,
2023-01-20,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-21,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-22,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-23,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,5.1126214246224985e-09,8.083525158110117e-09,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-24,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,4.345728210929125e-08,6.94365728469122e-08,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,2.9064360119047603e-09,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-26,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,2.724783761160713e-09,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-27,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-28,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-29,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,2.198427212587675e-07,3.70298113141741e-07,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-30,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,9.202718564320498e-08,1.511346726190476e-07,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-01-31,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,2.9064360119047603e-09,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-01,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-02,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-03,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-04,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,1.309992192865728e-08,1.1920928955078125e-07,
2023-02-05,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-06,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-07,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-08,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-09,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-10,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-11,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-12,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-13,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-14,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-15,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,
2023-02-16,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,2.556310712311249e-09,4.223414829799106e-09,-7.345364920210326e-25,4.91247072324648e-08,4.4703483581542963e-07,
2023-02-17,-7.345364920210326e-25,-7.345364920210326e-25,-7.345364920210326e-25,4.856990353391374e-07,8.146195184616814e-07,-7.345364920210326e-25,4.519473065386762e-07,4.112720489501953e-06,
2023-02-18,-7.345364920210326e-25,-7.345364920210326e-25,7.078191562955068e-09,3.6139416643514905e-06,6.413096473330543e-06,6.020069122314453e-07,4.317952599717583e-06,1.7414490381876625e-05,
2023-02-19,-7.345364920210326e-25,-7.345364920210326e-25,5.1428885533369735e-08,4.387481285896875e-06,9.628023420061383e-06,4.355680374872117e-06,1.9233087043622473e-05,1.298387845357259e-05,
2023-02-20,-7.345364920210326e-25,-7.345364920210326e-25,1.7292290780383902e-08,1.3315822500429298e-06,3.121693929036458e-06,1.4035474686395552e-06,7.1938221271221455e-06,4.072984059651693e-06,
2023-02-21,-7.345364920210326e-25,-7.345364920210326e-25,1.505235674147407e-08,1.5302928027465913e-06,3.2767795381091887e-06,1.255671183268229e-06,5.750429062616257e-06,2.185503641764323e-06,
2023-02-22,-7.345364920210326e-25,-7.345364920210326e-25,3.288223169119633e-08,2.9201589370302175e-06,6.3150042579287566e-06,2.797728493100121e-06,1.1516141367482614e-05,4.231929779052734e-06,
2023-02-23,-7.345364920210326e-25,-7.345364920210326e-25,4.730740690177565e-07,1.8299208216818284e-06,3.0425843738374253e-06,7.48662721543085e-06,1.6170980292798836e-05,2.520283063252767e-05,
2023-02-24,-7.345364920210326e-25,-7.345364920210326e-25,9.36283468528154e-06,1.4710375204352162e-05,1.5430268787202378e-05,0.00013702994301205589,0.00024111759968293016,0.0004273653030395507,
2023-02-25,-7.345364920210326e-25,-7.345364920210326e-25,3.8741003163368885e-06,7.492688715046067e-06,8.073670523507254e-06,5.722869010198684e-05,7.528961796463628e-05,0.00017124414443969727,
2023-02-26,-7.345364920210326e-25,-7.345364920210326e-25,1.2867077093113638e-06,4.0129817665432764e-06,5.0636473156157e-06,1.9305660611107235e-05,2.1064674461280906e-05,5.6286652882893876e-05,
