Sources and Destinations,Evaporation,Inflow from AC_01,Inflow from AC_02,Inflow from AC_03,Inflow from AC_04,Inflow from AC_05,Inflow from AC_06,Inflow from AC_07,Inflow from AC_08,Inflow from AC_09,Inflow from AC_10,Inflow from AC_11,Inflow from AC_12,Inflow from AC_13,Inflow from AC_14,Inflow from AC_15,Inflow from AC_16,Inflow from AC_17,Inflow from Upstream,Outflow to AC_01,Outflow to AC_02,Outflow to AC_03,Outflow to AC_04,Outflow to AC_05,Outflow to AC_06,Outflow to AC_07,Outflow to AC_08,Outflow to AC_09,Outflow to AC_10,Outflow to AC_11,Outflow to AC_12,Outflow to AC_13,Outflow to AC_14,Outflow to AC_15,Outflow to AC_16,Outflow to AC_17,Outflow to Downstream,Surface Water Inflow
jul-02,-34.2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952.4,-0.0889412,-0.0295296,-0.391384,-0.210778,-0.673531,-0.0156007,-0.1335,-0.305867,-0.572771,-0.171515,-0.269492,-0.5992,-1.17432,-1.00757,-0.524269,-0.339247,-1.11158,-1950.89,40.4042
ago-02,-39.0731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663.97,-0.15393,-0.0450621,-0.461202,-0.281799,-0.736647,-0.0193794,-0.1335,-0.371644,-0.637205,-0.235004,-0.269492,-0.5992,-1.16696,-1.07488,-0.587544,-0.395648,-1.16053,-2663.58,47.0071
sept-02,-32.0717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538.98,-0.167518,-0.0511927,-0.4805,-0.300815,-0.755159,-0.0196981,-0.1335,-0.389865,-0.654878,-0.253392,-0.269492,-0.5992,-1.12076,-1.03937,-0.551001,-0.34571,-1.10138,-2540.16,41.4838
oct-02,-42.9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746.6,-0.371571,-0.48224,-0.605798,-0.412812,-1.9467,-0.0120885,-0.1335,-0.491449,-0.755742,-0.351613,-0.269492,-0.5992,-1.11097,-1.12626,-0.637627,-0.463161,-1.21608,-3749.08,56.4368
nov-02,-73.8668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6795.87,-0.607602,-0.482743,-0.844702,-0.664514,-2.19918,-0.01178,-0.1335,-0.741134,-1.00391,-0.609524,-0.269492,-0.5992,-1.10659,-1.38474,-0.894369,-0.797749,-1.54724,-6799.39,91.2762
dic-02,-78.1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7084.1,-0.588964,-0.51371,-0.858384,-0.677938,-2.21118,-0.0226691,-0.1335,-0.763831,-1.0264,-0.633687,-0.269492,-0.5992,-1.1081,-1.40638,-0.916234,-0.850099,-1.59865,-7088.72,96.9113
ene-03,-41.9708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705.28,-0.339681,-0.482551,-0.580396,-0.392386,-1.92732,-0.0199914,-0.1335,-0.480165,-0.745167,-0.355956,-0.269492,-0.5992,-1.10779,-1.12416,-0.636805,-0.480408,-1.23254,-3709.86,57.4636
feb-03,-18.7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488.42,-0.18157,-0.46753,-0.406273,-0.212972,-1.74713,-0.0167831,-0.1335,-0.298573,-0.56506,-0.171943,-0.269492,-0.5992,-1.1052,-0.932702,-0.44668,-0.232644,-0.987225,-1491.9,31.045
mar-03,-11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.565,-0.138519,-0.462237,-0.356703,-0.161668,-1.69471,-0.0153793,-0.1335,-0.245245,-0.511978,-0.114142,-0.269492,-0.5992,-1.10762,-0.870111,-0.384068,-0.147303,-0.903022,-790.971,22.3711
abr-03,-11.1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.079,-0.118876,-0.459196,-0.334594,-0.139821,-1.67518,-0.014573,-0.1335,-0.225059,-0.491784,-0.0971946,-0.269492,-0.5992,-1.05897,-0.854025,-0.367584,-0.127177,-0.883515,-572.503,20.3985
may-03,-17.3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.355,-0.11697,-0.462469,-0.339654,-0.145657,-1.68522,-0.014713,-0.1335,-0.235619,-0.502712,-0.108324,-0.269492,-0.5992,-1.11121,-0.870641,-0.385806,-0.157096,-0.926934,-755.659,24.6908
jun-03,-19.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.07,-0.0716178,-0.0129852,-0.351197,-0.176478,-0.636551,-0.0149735,-0.1335,-0.268034,-0.534404,-0.142509,-0.269492,-0.5992,-1.12177,-0.919057,-0.43219,-0.204313,-0.964566,-1151.96,26.3891
jul-03,-16.8429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907.02,-0.0698906,-0.011495,-0.344031,-0.161692,-0.61603,-0.014779,-0.1335,-0.247408,-0.513805,-0.110806,-0.269492,-0.5992,-1.13159,-0.895895,-0.408801,-0.174033,-0.9364,-907.07,23.5322
ago-03,-13.5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.896,-0.129832,-0.0106966,-0.351985,-0.154205,-1.69044,-0.0146113,-0.1335,-0.240186,-0.506585,-0.103866,-0.269492,-0.5992,-1.12217,-0.87739,-0.390262,-0.147289,-0.906284,-762.77,22.1188
sept-03,-13.3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856.636,-0.121296,-0.368528,-0.293696,-0.133812,-1.3676,-0.0118769,-0.1068,-0.207452,-0.420603,-0.112503,-0.215594,-0.47936,-0.894672,-0.728871,-0.339423,-0.148899,-0.754017,-858.11,21.5165
oct-03,-22.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216.66,-0.237633,-0.326843,-0.393395,-0.260153,-1.3369,-0.0113185,-0.09345,-0.321332,-0.506732,-0.232182,-0.188644,-0.41944,-0.777709,-0.762707,-0.421344,-0.250952,-0.778868,-2218.98,31.6794
nov-03,-20.4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.02,-0.232666,-0.281351,-0.368343,-0.256027,-1.17825,-0.00959028,-0.0801,-0.307377,-0.466472,-0.23305,-0.161695,-0.35952,-0.666211,-0.687436,-0.395285,-0.247915,-0.700051,-2270.28,30.3665
dic-03,-9.19524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.66,-0.12934,-0.232084,-0.240241,-0.144424,-0.911549,-0.00777354,-0.06675,-0.186321,-0.319837,-0.124852,-0.134746,-0.2996,-0.55567,-0.501412,-0.258733,-0.130226,-0.507359,-1098.66,16.9479
ene-04,-4.25463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.336,-0.0915694,-0.201906,-0.183794,-0.0965235,-0.785682,-0.005301,-0.060075,-0.131643,-0.252168,-0.0742103,-0.121271,-0.26964,-0.500051,-0.413199,-0.195179,-0.0764326,-0.416085,-579.082,10.8752
feb-04,-3.72613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.371,-0.0739869,-0.191299,-0.165102,-0.0850767,-0.712708,-0.00631934,-0.054735,-0.118312,-0.228046,-0.0650448,-0.110492,-0.245672,-0.455128,-0.37487,-0.176211,-0.0671683,-0.376564,-497.732,9.59412
mar-04,-3.52987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.317,-0.0637258,-0.172884,-0.146113,-0.0737404,-0.640033,-0.00570955,-0.049395,-0.103709,-0.20262,-0.0552481,-0.099712,-0.221704,-0.410311,-0.334968,-0.155896,-0.0578453,-0.338668,-416.308,8.65223
abr-04,-5.91731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.994,-0.0659869,-0.182525,-0.152203,-0.0735598,-0.686492,-0.00509174,-0.0534,-0.105713,-0.212445,-0.0525465,-0.107797,-0.23968,-0.443568,-0.355631,-0.161778,-0.0613916,-0.373605,-404.087,10.344
may-04,-4.69379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.076,-0.0598533,-0.179466,-0.141997,-0.0636058,-0.677274,-0.004712,-0.0534,-0.0960469,-0.202676,-0.0445728,-0.107797,-0.23968,-0.440372,-0.346389,-0.151838,-0.0525791,-0.356771,-291.791,8.62792
jun-04,-6.49837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.548,-0.0624942,-0.225197,-0.166192,-0.0678263,-0.835119,-0.00593,-0.06675,-0.108857,-0.242357,-0.0428928,-0.134746,-0.2996,-0.553804,-0.42008,-0.177616,-0.0576016,-0.441804,-245.407,10.2662
jul-04,-8.33283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.493,-0.0366482,-0.00100266,-0.183403,-0.039571,-0.562187,-0.0001,-0.0277607,-0.214231,-0.485254,-0.0777255,-0.269492,-0.500897,-1.10798,-0.832056,-0.348121,-0.0948366,-0.866494,-346.14,13.6274
ago-04,-11.8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.68,-0.0461715,-0.00211266,-0.308963,-0.0422377,-0.564953,-0.00012,-0.1335,-0.216998,-0.484121,-0.0759957,-0.269492,-0.499336,-1.11835,-0.851138,-0.366327,-0.132653,-0.895773,-496.142,17.2743
sept-04,-10.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.639,-0.0707362,-0.00156132,-0.282007,-0.136701,-0.502587,-0.009434,-0.1068,-0.205109,-0.418237,-0.0982747,-0.215594,-0.47936,-0.870393,-0.704946,-0.315492,-0.122454,-0.730084,-697.564,16.7608
oct-04,-7.08155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.026,-0.111201,-0.315206,-0.254197,-0.114846,-1.19086,-0.008246,-0.09345,-0.173712,-0.360624,-0.0793987,-0.188644,-0.41944,-0.773396,-0.606977,-0.267129,-0.0975662,-0.627079,-549.349,15.0872
nov-04,-10.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052.16,-0.11388,-0.18268,-0.200018,-0.123646,-0.740785,-0.004732,-0.0534,-0.159078,-0.265891,-0.115027,-0.107797,-0.23968,-0.444577,-0.418153,-0.223948,-0.131057,-0.43322,-1054.62,16.5095
dic-04,-3.10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.933,-0.0905395,-0.229082,-0.197467,-0.0986097,-0.863787,-0.0060661,-0.06675,-0.137346,-0.271391,-0.0697947,-0.134746,-0.2996,-0.55567,-0.442147,-0.200061,-0.0683008,-0.445812,-499.952,10.298
ene-05,-0.550968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.545,-0.0705482,-0.260413,-0.189284,-0.0742666,-0.962019,-0.0068324,-0.07743,-0.119547,-0.276875,-0.0434325,-0.156305,-0.347536,-0.644658,-0.482621,-0.202062,-0.0472957,-0.485474,-195.177,8.62977
feb-05,-2.40178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.678,-0.0641796,-0.260225,-0.182485,-0.0683875,-0.956015,-0.0068324,-0.07743,-0.113605,-0.273991,-0.0417821,-0.156305,-0.347536,-0.643374,-0.497519,-0.216764,-0.061713,-0.499797,-253.461,7.6525
mar-05,-3.22782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.137,-0.0669928,-0.270659,-0.190901,-0.0724312,-0.990708,-0.007078,-0.0801,-0.119222,-0.284155,-0.0429752,-0.161695,-0.35952,-0.663664,-0.509653,-0.218866,-0.0593521,-0.512915,-240.085,7.78627
abr-05,-4.13368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.03,-0.0572816,-0.228875,-0.162189,-0.0625834,-0.845315,-0.0060478,-0.068085,-0.10458,-0.243113,-0.0429252,-0.137441,-0.305592,-0.564668,-0.435813,-0.188088,-0.0566459,-0.442593,-234.333,8.38823
may-05,-6.29302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.973,-0.0577639,-0.20301,-0.15171,-0.06381,-0.754487,-0.005381,-0.060075,-0.100944,-0.221101,-0.0444099,-0.121271,-0.26964,-0.498417,-0.384064,-0.165402,-0.0569417,-0.402633,-267.986,9.86659
jun-05,-7.75961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.419,-0.0632366,-0.00170775,-0.31982,-0.0477844,-1.65097,-0.00009,-0.1335,-0.221495,-0.488476,-0.0797755,-0.269492,-0.4952,-1.10665,-0.830482,-0.333283,-0.0903575,-0.851458,-380.158,14.4826
jul-05,-9.62763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.081,-0.0596173,-0.00001,-0.321978,-0.139381,-0.59723,-0.0118,-0.1335,-0.225684,-0.49219,-0.0979376,-0.269492,-0.5992,-1.09045,-0.849717,-0.362897,-0.1081,-0.866447,-495.519,16.2914
ago-05,-11.8511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.17,-0.120015,-0.403641,-0.328464,-0.129456,-1.64568,-0.00026,-0.1335,-0.21691,-0.484408,-0.0815737,-0.269492,-0.582932,-1.10755,-0.840529,-0.356594,-0.109915,-0.877193,-450.297,20.6663
sept-05,-19.4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.61,-0.118371,-0.000699,-0.383279,-0.206885,-0.666511,-0.01187,-0.1335,-0.294525,-0.560518,-0.166622,-0.269492,-0.5992,-1.1028,-0.926066,-0.438612,-0.21022,-0.968369,-1366.83,28.7709
oct-05,-31.3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696.91,-0.318688,-0.454292,-0.525356,-0.330923,-1.86523,-0.01179,-0.1335,-0.410506,-0.675586,-0.271046,-0.269492,-0.5992,-1.07417,-1.02785,-0.539926,-0.339197,-1.09349,-2699.47,43.8293
nov-05,-68.0316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6397.9,-0.597988,-0.470025,-0.822268,-0.641724,-2.17672,-0.0124838,-0.1335,-0.719603,-0.982069,-0.58681,-0.269492,-0.5992,-1.10584,-1.34712,-0.857,-0.731693,-1.48443,-6401.58,85.2517
dic-05,-51.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5283.81,-0.528087,-0.453923,-0.738931,-0.557041,-2.09195,-0.0118041,-0.1335,-0.635041,-0.898608,-0.506994,-0.269492,-0.5992,-1.1081,-1.26202,-0.773322,-0.581393,-1.33269,-5288.29,68.7329
ene-06,-20.4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058.8,-0.258174,-0.448761,-0.465638,-0.274808,-1.80995,-0.01178,-0.1335,-0.355833,-0.622158,-0.231649,-0.269492,-0.5992,-1.10779,-0.983523,-0.49757,-0.260574,-1.0149,-2063.03,33.9929
feb-06,-9.4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.343,-0.155948,-0.455743,-0.368055,-0.173505,-1.70681,-0.01178,-0.1335,-0.253703,-0.520625,-0.125446,-0.269492,-0.5992,-1.1052,-0.874737,-0.389295,-0.132321,-0.887906,-831.335,20.5738
mar-06,-5.69003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.077,-0.122601,-0.448664,-0.328024,-0.132868,-1.66748,-0.01178,-0.1335,-0.214727,-0.481844,-0.0839176,-0.269492,-0.5992,-1.0748,-0.831978,-0.346317,-0.0847272,-0.841072,-357.404,15.6895
abr-06,-6.45774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.401,-0.107665,-0.388117,-0.315788,-0.121266,-1.63858,-0.00219691,-0.1335,-0.205343,-0.472316,-0.0773379,-0.269492,-0.534511,-1.05753,-0.832011,-0.345812,-0.0882692,-0.844999,-299.775,15.2662
may-06,-6.82422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.641,-0.101508,-0.378432,-0.203887,-0.0352154,-1.63665,-0.000928477,-0.1335,-0.205646,-0.472436,-0.0765289,-0.269492,-0.503851,-1.05684,-0.832346,-0.341747,-0.0897096,-0.84639,-284.254,14.6222
jun-06,-12.5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.717,-0.103732,-0.376622,-0.313077,-0.119179,-1.63524,-0.00009,-0.1335,-0.205967,-0.47318,-0.079281,-0.269492,-0.547468,-1.10744,-0.838022,-0.353449,-0.114666,-0.887277,-400.1,19.5024
jul-06,-18.5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.71,-0.070517,-0.00223281,-0.337686,-0.162812,-0.624431,-0.0121,-0.1335,-0.253804,-0.521117,-0.126804,-0.269492,-0.5992,-1.10819,-0.886549,-0.403049,-0.179949,-0.95271,-947.324,24.7974
ago-06,-12.6709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670.182,-0.0703739,-0.000391499,-0.333109,-0.15084,-0.605559,-0.01178,-0.1335,-0.233875,-0.50037,-0.0982264,-0.269492,-0.5992,-1.11417,-0.861052,-0.374229,-0.142758,-0.900756,-672.235,21.1239
sept-06,-10.9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599.422,-0.14371,-0.449011,-0.346156,-0.146104,-1.68191,-0.01178,-0.1335,-0.228951,-0.495654,-0.0921881,-0.269492,-0.5992,-1.11827,-0.854652,-0.368191,-0.124609,-0.881044,-600.977,20.4977
oct-06,-27.0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319.38,-0.284399,-0.453141,-0.493155,-0.301366,-1.83804,-0.01186,-0.1335,-0.383799,-0.649114,-0.253133,-0.269492,-0.5992,-1.10754,-1.00401,-0.51616,-0.278589,-1.04029,-2320.75,38.0564
nov-06,-34.6101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697.58,-0.404545,-0.450633,-0.611472,-0.426612,-1.96507,-0.01178,-0.1335,-0.509364,-0.774061,-0.381302,-0.269492,-0.5992,-1.10659,-1.13311,-0.645256,-0.396927,-1.15071,-3701.28,49.2812
dic-06,-17.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887.83,-0.24961,-0.451899,-0.459228,-0.268377,-1.80387,-0.01178,-0.1335,-0.349817,-0.616262,-0.223054,-0.269492,-0.5992,-1.1081,-0.968326,-0.482563,-0.227035,-0.981819,-1892.21,30.6268
ene-07,-6.29713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.039,-0.143762,-0.417351,-0.335338,-0.155274,-1.58248,-0.0109554,-0.124155,-0.231173,-0.479996,-0.114279,-0.250628,-0.557256,-1.03074,-0.808894,-0.358201,-0.115739,-0.818633,-716.253,18.0463
feb-07,-3.4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,-0.110016,-0.399311,-0.292247,-0.1185,-1.48296,-0.0104842,-0.118815,-0.190071,-0.428505,-0.0759887,-0.239848,-0.533288,-0.984721,-0.741659,-0.310213,-0.075432,-0.748332,-326.207,13.4859
mar-07,-4.17256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.827,-0.0975533,-0.399311,-0.279466,-0.104834,-1.4688,-0.00497491,-0.118815,-0.176611,-0.417468,-0.0620327,-0.239848,-0.521263,-0.961771,-0.739708,-0.307634,-0.0713819,-0.744534,-239.652,11.7136
abr-07,-5.60295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.038,-0.0837768,-0.354445,-0.246106,-0.0923184,-1.30562,-0.0093062,-0.105465,-0.158029,-0.370851,-0.0604449,-0.212899,-0.473368,-0.841754,-0.661256,-0.277308,-0.0720776,-0.670074,-247.567,12.1275
may-07,-4.71266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.947,-0.0899783,-0.166096,-0.0606183,-0.0319263,-1.61386,-0.000789112,-0.00649466,-0.0348198,-0.476346,-0.0417566,-0.262547,-0.50278,-1.07028,-0.756153,-0.333672,-0.0811242,-0.839233,-238.583,11.7164
jun-07,-9.0999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.108,-0.0936125,-0.274365,-0.169207,-0.0244987,-1.6308,-0.00033,0,-0.0269501,-0.480391,-0.040523,-0.262417,-0.503021,-1.10874,-0.841351,-0.358404,-0.100909,-0.87018,-340.366,15.1432
jul-07,-7.75359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.679,-0.0497139,-0.000238774,-0.313479,-0.134772,-0.56935,-0.000214004,-0.1335,-0.220724,-0.487282,-0.083053,-0.269492,-0.576956,-1.08572,-0.836741,-0.349912,-0.0928904,-0.85139,-372.089,14.2187
ago-07,-7.13718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.201,-0.0940168,-0.145998,-0.0445931,-0.0252575,-1.57625,-0.000124526,0,-0.0279491,-0.480251,-0.0394116,-0.262417,-0.495261,-1.10262,-0.836582,-0.349991,-0.0951295,-0.856876,-301.396,13.7649
sept-07,-6.09761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.952,-0.0681091,-0.000717554,-0.331917,-0.134593,-1.65003,-0.00217086,-0.1335,-0.217498,-0.484342,-0.0799444,-0.269492,-0.545096,-1.05989,-0.836209,-0.349933,-0.0875238,-0.844481,-369.264,14.505
oct-07,-14.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.49,-0.209806,-0.450428,-0.413176,-0.215452,-1.75219,-0.01178,-0.1335,-0.298577,-0.564861,-0.168506,-0.269492,-0.5992,-1.08609,-0.917242,-0.430702,-0.168213,-0.924041,-1295.78,24.9349
nov-07,-14.4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474.31,-0.215403,-0.450342,-0.4227,-0.229089,-1.76654,-0.01178,-0.1335,-0.312815,-0.579422,-0.185329,-0.269492,-0.5992,-1.10649,-0.933594,-0.44767,-0.18927,-0.946391,-1478.05,26.9799
dic-07,-6.07534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.837,-0.131789,-0.392174,-0.312974,-0.145103,-1.48191,-0.0102486,-0.116145,-0.217776,-0.450636,-0.109475,-0.234458,-0.521304,-0.965036,-0.760622,-0.339177,-0.113677,-0.771403,-697.112,17.4245
ene-08,-1.50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.8,-0.0987165,-0.381539,-0.271872,-0.0898812,-1.46489,-0.00830068,-0.105567,-0.180662,-0.421038,-0.0667359,-0.239848,-0.50868,-0.98672,-0.737805,-0.299224,-0.0709587,-0.743793,-251.418,11.7948
feb-08,-4.12881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.121,-0.079189,-0.302031,-0.217223,-0.086974,-1.1147,-0.0078926,-0.089445,-0.141446,-0.324212,-0.0617527,-0.18056,-0.401464,-0.742412,-0.579061,-0.254499,-0.0789182,-0.58549,-367.517,10.7723
mar-08,-2.7537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.778,-0.0725503,-0.300605,-0.209465,-0.0776877,-1.10412,-0.0078926,-0.089445,-0.130938,-0.313345,-0.0457684,-0.18056,-0.401464,-0.735721,-0.55863,-0.233698,-0.0553954,-0.562107,-188.437,8.49141
abr-08,-4.38303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.35,-0.0649258,-0.283259,-0.194584,-0.0711186,-1.03736,-0.0074214,-0.084105,-0.122233,-0.293266,-0.0443805,-0.16978,-0.377496,-0.67737,-0.528123,-0.222001,-0.0571646,-0.535268,-189.276,9.07861
may-08,-4.74083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.666,-0.0846201,-0.147063,-0.0382167,-0.0223744,-1.23841,-0.0001,0,-0.0287742,-0.481413,-0.0394928,-0.262417,-0.4952,-1.10051,-0.765001,-0.333445,-0.0780612,-0.838857,-230.469,10.4984
jun-08,-7.12229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.224,-0.0432481,-0.00107975,-0.189502,-0.0433186,-0.563414,-0.00018,-0.0732125,-0.215646,-0.485013,-0.0772911,-0.269492,-0.497522,-1.10711,-0.838917,-0.353193,-0.0929136,-0.853706,-351.102,12.7046
jul-08,-8.19345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.456,-0.0460951,-0.000661879,-0.190324,-0.0435724,-0.564863,-0.00011,-0.0684164,-0.216844,-0.486126,-0.0789836,-0.269492,-0.497437,-1.10691,-0.837568,-0.351931,-0.0962919,-0.864691,-375.679,14.1366
ago-08,-14.3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.619,-0.064006,-0.00423745,-0.339226,-0.142589,-1.68175,-0.01213,-0.1335,-0.230109,-0.497794,-0.0912221,-0.269492,-0.5992,-1.10807,-0.852293,-0.369709,-0.136883,-0.905443,-625.819,25.0012
sept-08,-13.6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.15,-0.0892784,-0.000405693,-0.35173,-0.17012,-0.6289,-0.01178,-0.1335,-0.257006,-0.523428,-0.131753,-0.269492,-0.5992,-1.0731,-0.889887,-0.40303,-0.160974,-0.917189,-925.5,21.5661
oct-08,-22.3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094.55,-0.280167,-0.450736,-0.483348,-0.287814,-1.8217,-0.01178,-0.1335,-0.367385,-0.632987,-0.227259,-0.269492,-0.5992,-1.08609,-0.983049,-0.495851,-0.252802,-1.00781,-2096.92,34.0806
nov-08,-45.2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676.37,-0.484601,-0.456185,-0.695707,-0.509414,-2.04463,-0.01178,-0.1335,-0.588131,-0.851979,-0.45657,-0.269492,-0.5992,-1.10659,-1.21466,-0.725993,-0.506033,-1.25844,-4680.08,60.8945
dic-08,-17.9471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818.4,-0.237047,-0.449704,-0.445408,-0.25302,-1.78933,-0.01178,-0.1335,-0.335425,-0.602101,-0.210596,-0.269492,-0.5992,-1.1081,-0.963597,-0.477882,-0.23628,-0.990972,-1823.32,31.9728
ene-09,-5.49896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.193,-0.13534,-0.448668,-0.340975,-0.14628,-1.68031,-0.01178,-0.1335,-0.227494,-0.495222,-0.0998453,-0.269492,-0.5992,-1.10779,-0.850434,-0.365811,-0.108311,-0.864163,-555.497,18.6875
feb-09,-3.84309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.677,-0.105105,-0.400757,-0.288892,-0.115518,-1.48076,-0.0104842,-0.118815,-0.187898,-0.426113,-0.0752404,-0.239848,-0.533288,-0.984721,-0.743285,-0.311823,-0.0790001,-0.752019,-322.974,13.9937
mar-09,-2.59122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.717,-0.100595,-0.254389,-0.149609,-0.0617254,-1.56811,-0.00497491,-0.0290754,-0.0803042,-0.478144,-0.0532517,-0.262928,-0.523753,-1.0748,-0.746586,-0.294669,-0.0782959,-0.834477,-255.064,11.5336
abr-09,-3.00494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.433,-0.0559188,-0.106124,-0.101992,-0.0436529,-1.30748,-0.00219691,-0.0166917,-0.0581227,-0.479883,-0.0467282,-0.262727,-0.513106,-1.05753,-0.829626,-0.333902,-0.0770197,-0.833862,-238.79,10.4878
may-09,-3.71619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.8,-0.0461617,-0.030049,-0.0620629,-0.0303121,-1.25466,-0.000882022,-0.00730722,-0.036213,-0.477113,-0.0361972,-0.262568,-0.503732,-0.845885,-0.693997,-0.34605,-0.0807271,-0.837495,-232.405,9.87329
