Nodes and Reaches,Aguas Claras de Chillepin   0 \ Headflow,Aguas Claras de Salamanca   0 \ Headflow,AN_03   0 \ Headflow,AN_04   0 \ Headflow,AN_05   0 \ Headflow,AN_07   0 \ Headflow,AN_10   0 \ Headflow,Araya   0 \ Headflow,Barraco Chico   0 \ Headflow,Barraco Grande   0 \ Headflow,Batuco   0 \ Headflow,Breas   0 \ Headflow,Buzeta   0 \ Headflow,Camisas o Batito   0 \ Headflow,Canal Alimentador   0 \ Headflow,Carachas   0 \ Headflow,CL_02   0 \ Headflow,CL_03   0 \ Headflow,CL_04   0 \ Headflow,CL_050   0 \ Headflow,CL_051   0 \ Headflow,CL_052   0 \ Headflow,CL_06   0 \ Headflow,CL_07   0 \ Headflow,CL_08   0 \ Headflow,CL_12   0 \ Headflow,CL_13   0 \ Headflow,CL_14   0 \ Headflow,CL_15   0 \ Headflow,CL_23   0 \ Headflow,CL_24   0 \ Headflow,CL_25   0 \ Headflow,Cuyuntagua Norte   0 \ Headflow,Cuyuntagua Sur   0 \ Headflow,Dona Juana   0 \ Headflow,El Boldo   0 \ Headflow,El Jote   0 \ Headflow,El Pardo   0 \ Headflow,El Pavo   0 \ Headflow,El Quene   0 \ Headflow,El Sauco   0 \ Headflow,EST. CAMISAS   0 \ Headflow,EST. CAMISAS   1 \ AN_07 Inflow,EST. QUELEN   0 \ Headflow,Higueral   0 \ Headflow,Las Viudas   0 \ Headflow,Los Loros   0 \ Headflow,Los Rulos   0 \ Headflow,Matriz de Mincha   0 \ Headflow,Millahue Dos o Los Patos   0 \ Headflow,Millahue Uno   0 \ Headflow,Mincha Sur Arriba   0 \ Headflow,Molino de Choapa   0 \ Headflow,Molino de Los Ranchos   0 \ Headflow,Molino de Peralillo   0 \ Headflow,Molino de Quelen   0 \ Headflow,Molino de Tranquilla   0 \ Headflow,Pangue o Inquilino   0 \ Headflow,Panguesillo Dos   0 \ Headflow,Panguesillo Uno   0 \ Headflow,Pintacura Alto   0 \ Headflow,Pintacura Bajo   0 \ Headflow,Poblacion   0 \ Headflow,RIO CHALINGA   0 \ Headflow,RIO CHOAPA   0 \ Headflow,RIO CUNCUMEN   0 \ Headflow,RIO ILLAPEL   0 \ Headflow,RIO TENCADAN   0 \ Headflow,Rodadero   0 \ Headflow,Salinero   0 \ Headflow,San Antonio   0 \ Headflow,San Francisco   0 \ Headflow,San Pedro   0 \ Headflow,Silvano   0 \ Headflow,Tahuincano   0 \ Headflow
ene-05,0.0389296,0.0103965,0,0,0,1.194,0,0.0958079,0.023809,0.185829,0.0324676,0.3393,1.14405,0.00792051,0,0.24244,0.133394,0,0,0.171796,0,0,0,0,0,0,0,0,0,0,0,0,0.0081896,0.0058,0.004234,0.176784,0.0279025,0.0808462,0.0414468,0.036366,0.151844,0,1.194,0,0.21257,0.11484,0.0205552,0.0041238,0.0300579,0.062727,0.135488,0.0405089,0.0337792,0.119973,0.122084,0.0650876,0.114492,0.100398,0.021576,0.18821,0.242486,0.069832,0.0780581,0.389031,4.04223,0.0183372,0.122076,0.000452681,0.160167,0.021808,0.008526,0.0200767,0.021576,0.285744,0.199955
feb-05,0.0389296,0.0103965,0,0,0,0.557999,0,0.0958079,0.023809,0.185829,0.0324676,0.3393,1.14405,0.007921,0,0.24244,0.113049,0,0,0.145593,0,0,0,0,0,0,0,0,0,0,0,0,0.0081896,0.0058,0.004234,0.176784,0.027902,0.0808462,0.0414468,0.036366,0.151844,0,0.557999,0,0.21257,0.11484,0.0205552,0.0041238,0.0300579,0.062727,0.135488,0.0405089,0.0337792,0.119973,0.122084,0.0650876,0.114492,0.100398,0.021576,0.18821,0.242486,0.069832,0.0780581,0.38477,3.42571,0,0.088769,0,0.160167,0.021808,0.008526,0.0200767,0.021576,0.285744,0.119161
mar-05,0.040272,0.010755,0,0,0,0.215,0,0.0991116,0.02463,0.192237,0.0335872,0.351,1.1835,0.00592252,0,0.2508,0.118864,0.01,0.033,0.153082,0.02,0.001,0.002,0.001,0.001,0.00370433,0.0366923,0.109782,0.014152,0.0170092,0,0,0.008472,0.006,0.00438,0.18288,0.0288648,0.083634,0.042876,0.03762,0.15708,0,0.215,0,0.2199,0.1188,0.021264,0.004266,0.0310944,0.06489,0.14016,0.0419058,0.034944,0.12411,0.126294,0.067332,0.11844,0.10386,0.02232,0.1947,0.250848,0.07224,0.0807498,0.138193,3.60193,0.103003,0.148742,0.0330723,0.16569,0.02256,0.00882,0.020769,0.02232,0.295597,0.0651365
abr-05,0.0342312,0.00914175,0,0,0,0.281,0,0.0842449,0.0209355,0.163402,0.0285491,0.29835,1.00597,0.0069666,0,0.21318,0.102113,0.005,0.014,0.131509,0.008,0.004,0.009,0.006,0,0.00317736,0.0308014,0.0517079,0,0,0,0,0.0072012,0.0051,0.003723,0.155448,0.0245412,0.0710889,0.0364446,0.031977,0.133518,0,0.281,0,0.186915,0.10098,0.0180744,0.0036261,0.0264302,0.0551565,0.119136,0.0356199,0.0297024,0.105493,0.10735,0.0572322,0.100674,0.088281,0.018972,0.165495,0.213221,0.061404,0.0686373,0.249342,3.09433,0,0.0759761,0.000660382,0.140836,0.019176,0.007497,0.0176536,0.018972,0.251258,0.0349551
may-05,0.030204,0.00806625,0,0,0,0.0929999,0.564542,0.0743337,0.0184725,0.144178,0.0251904,0.26325,0.887625,0.006147,0,0.1881,0.113169,0.015,0.0469997,0.145747,0.028,0.008,0.02,0.013,0.004,0.00813086,0.0861757,0.161888,0.0454178,0.0404488,0.146012,0.01,0.006354,0.0045,0.003285,0.13716,0.021654,0.0627255,0.032157,0.028215,0.11781,0,0.0929999,0,0.164925,0.0891,0.015948,0.0031995,0.0233208,0.0486675,0.10512,0.0314294,0.026208,0.0930825,0.0947205,0.050499,0.08883,0.077895,0.01674,0.146025,0.188136,0.05418,0.0605624,0.122206,3.42935,0.0666756,0.612332,0.0293976,0.124268,0.01692,0.006615,0.0155768,0.01674,0.221698,0
jun-05,0,0.017925,0,0,0,0.302,0.589946,0,0,0.257357,0,0.585,1.9725,0.01366,0,0,0.202015,0.036,0.078,0.260171,0.047,0.009,0.022,0.015,0.004,0.00844703,0.0897103,0.159779,0.0273658,0.0348414,0.15261,0.011,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0,0,0.302,0,0.3665,0,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0,0.20685,0.21049,0,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.0406725,6.12164,0.0936663,0.635583,0.0411084,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jul-05,0.06712,0.017925,0,0,0,0.21,0.225815,0,0.04105,0.320396,0,0.585,1.9725,0.000021182,0,0.418,0.190453,0.001,0.005,0.24528,0.003,0.002,0.006,0.004,0.002,0.0057068,0.0590774,0.0958415,0.0293154,0.0281123,0.0580402,0.002,0.01412,0.01,0.0073,0.3048,0.0416587,0.13939,0.07146,0.0627,0.2618,0,0.21,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.163532,5.77128,0,0.351955,0,0,0.0376,0.0147,0.034615,0.0372,0,0.0105346
ago-05,0,0.017925,0,0,0,2.122,1.08957,0.165186,0,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.224815,0.036,0.101,0.289534,0.0609999,0.026,0.0659999,0.0439998,0.00899996,0.0157614,0.171476,0.392481,0.0628913,0.044935,0.282368,0.022,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,2.122,0,0.3665,0.0515906,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.163372,6.81257,0.159776,1.01858,0.0786865,0.0235587,0.0376,0.0147,0.034615,0.0372,0.492662,0
sept-05,0.06712,0.017925,0,0,0,1.799,0.30203,0,0.04105,0.320395,0,0.585,1.9725,0.00499648,0,0.418,0.378147,0.012,0.033,0.487006,0.02,0.009,0.023,0.015,0.004,0.00781466,0.0826412,0.153915,0.0320231,0.0297946,0.0778337,0.004,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,1.799,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.868083,11.459,0.0375107,0.721601,0.0203893,0,0.0376,0.0147,0.034615,0.0372,0,0.0215551
oct-05,0.06712,0.017925,0,0,0,0.734999,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.0031952,0,0.418,0.859487,0.005,0.014,1.10692,0.008,0.001,0.003,0.002,0.001,0.00370433,0.0366923,0.0937843,0,0.012411,0,0,0.01412,0.01,0.0073,0.3048,0.0291895,0.13939,0.07146,0.0627,0.2618,0,0.734999,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.924477,26.0451,0.298626,2.37733,0.259147,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0854444
nov-05,0.06712,0.017925,0.062289,0.199341,0.0693816,0.262,0.310498,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.00645202,0,0.418,1.75175,0.002,0.009,2.25604,0.005,0.001,0.002,0.002,0.001,0.00359894,0.0355142,0.0717689,0.0119858,0.0163363,0.0800332,0.004,0.01412,0.01,0.0073,0.3048,0.0481115,0.13939,0.07146,0.0627,0.2618,0,0.262,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.84146,53.0829,1.38498,9.10579,0.487512,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.177273
dic-05,0.06712,0.017925,0.00216,0.00691252,0.00240594,0.199,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00951299,0,0.418,1.52843,0,0,1.96843,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0481065,0.13939,0.07146,0.0627,0.2618,0,0.199,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.57914,46.3161,0.48464,6.90207,0.0321936,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-06,0.06712,0.017925,0,0,0,0.0469997,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00951299,0,0.418,0.666174,0,0,0.857949,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0481141,0.13939,0.07146,0.0627,0.2618,0,0.0469997,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.14891,20.1871,0.00955559,1.40861,0.000106513,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.207855
feb-06,0.06712,0.017925,0,0,0,0.0579998,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00827777,0,0.418,0.339605,0,0.002,0.437368,0.001,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0477202,0.13939,0.07146,0.0627,0.2618,0,0.0579998,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.703253,10.291,0.549744,0.335486,0.158138,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.119161
mar-06,0.06712,0.017925,0,0,0,0.0759999,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00592252,0,0.418,0.233076,0,0,0.300173,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0289516,0.13939,0.07146,0.0627,0.2618,0,0.0759999,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.0557851,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.408901,7.06287,0,0.200379,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0651365
abr-06,0.0124222,0.017925,0,0,0,0.032,0,0.165186,0.00452857,0.320395,0.0559786,0.585,1.9725,0.00330056,0,0.0683777,0.185361,0,0,0.238722,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0186764,0.13939,0.07146,0.0627,0.2618,0,0.032,0,0.3665,0.0404305,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.0478651,0.20685,0.21049,0.0123081,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.394344,5.61698,0,0.146484,0,0.0497433,0.0376,0.0147,0.034615,0.0372,0.492662,0.0393218
may-06,0.00450793,0.017925,0,0,0,0.035,0,0.165186,0.00172268,0.0393221,0.0559786,0.585,1.9725,0.00121147,0,0.0334936,0.165692,0,0,0.213391,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0190719,0.13939,0.07146,0.0627,0.0203423,0,0.035,0,0.276362,0.018722,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.038702,0.20685,0.21049,0.00495921,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.215057,5.02095,0,0.0707086,0,0.013528,0.0376,0.0147,0.034615,0.0372,0.492662,0.0188998
jun-06,0,0.017925,0,0,0,0.163,1.6146,0.165186,0,0.320395,0.0559786,0.585,1.9725,0.01366,0,0.243302,0.172799,0.019,0.062,0.222544,0.037,0.009,0.023,0.015,0.009,0.015403,0.16747,0.268312,0.056934,0.0675895,0.418723,0.036,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.163,0,0.3665,0.0406933,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.394267,5.2363,0.108533,1.14162,0.0532431,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jul-06,0.06712,0.017925,0,0,0,0.893996,1.69148,0,0.04105,0.320396,0,0.585,1.9725,0.01366,0,0.418,0.225273,0.0439998,0.143,0.290124,0.0859999,0.032,0.0789998,0.0519997,0.013,0.0214948,0.235569,0.364449,0.0726393,0.0909173,0.438691,0.03,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.893996,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.596083,6.82643,0.120646,1.28303,0.0586354,0,0.0376,0.0147,0.034615,0.0372,0,0
ago-06,0.06712,0.017925,0,0,0,2.309,0.217347,0,0.04105,0.320396,0,0.585,1.9725,0.01366,0,0.418,0.224815,0.002,0.006,0.289534,0.004,0,0.001,0.001,0.001,0.0040205,0.0402266,0.0677053,0.014152,0.0163363,0.0558408,0.001,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,2.309,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.474839,6.81257,0.023889,0.248042,0.0132609,0,0.0376,0.0147,0.034615,0.0372,0,0.0258134
sept-06,0.06712,0.017925,0,0,0,1.435,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.01366,0,0.418,0.300509,0,0,0.387018,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,1.435,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.338871,9.10633,0.0218996,0.225316,0.0127949,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0594
oct-06,0.06712,0.017925,0,0,0,0.27,0.750844,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.749951,0.008,0.025,0.965845,0.015,0.008,0.019,0.013,0.006,0.0109765,0.117987,0.172021,0.0444784,0.0454958,0.194396,0.014,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.27,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.44897,22.7258,0.307034,0.969982,0.132715,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0474116
nov-06,0.06712,0.017925,0,0,0,0.142,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.00747347,0,0.418,1.13377,0,0,1.46016,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0481079,0.13939,0.07146,0.0627,0.2618,0,0.142,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.635583,34.3566,0.164964,0.404726,0.0319459,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.19474
dic-06,0.06712,0.017925,0,0,0,0.122,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00951299,0,0.418,0.638814,0,0,0.822715,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0481065,0.13939,0.07146,0.0627,0.2618,0,0.122,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.443881,19.358,0.272789,0.287682,0.0506735,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-07,0.0624216,0.0166702,0,0,0,0.131,0,0.153623,0.0381765,0.297968,0.0520601,0.54405,1.83442,0.00951299,0,0.38874,0.311775,0,0,0.401527,0,0,0,0,0,0,0,0,0,0,0,0,0.0131316,0.0093,0.006789,0.283464,0.0447417,0.129633,0.0664578,0.058311,0.243474,0,0.131,0,0.340845,0.18414,0.0329592,0.0066123,0.0481963,0.10058,0.217248,0.064954,0.0541632,0.192371,0.195756,0.104365,0.183582,0.160983,0.034596,0.301785,0.388814,0.111972,0.125162,0.449141,9.44773,0.00923529,0.207841,0.000106513,0.25682,0.034968,0.013671,0.032192,0.034596,0.458176,0.207855
feb-07,0.0597368,0.0159532,0,0,0,0.153,0,0.147016,0.0365345,0.285152,0.049821,0.52065,1.75552,0.00827777,0,0.37202,0.210316,0,0,0.270861,0,0,0,0,0,0,0,0,0,0,0,0,0.0125668,0.0089,0.006497,0.271272,0.0428146,0.124057,0.0635994,0.055803,0.233002,0,0.153,0,0.326185,0.17622,0.0315416,0.0063279,0.0461234,0.0962535,0.207904,0.0621603,0.0518336,0.184097,0.187336,0.0998758,0.175686,0.154059,0.033108,0.288805,0.372091,0.107156,0.119779,0.322293,6.37318,0,0.118545,0,0.245773,0.033464,0.013083,0.0308074,0.033108,0.438469,0.119161
mar-07,0.0313398,0.0159532,0,0,0,0.193,0,0.147016,0.0365345,0.285152,0.049821,0.52065,1.75552,0.00592252,0,0.37202,0.170503,0,0,0.219588,0,0,0,0,0,0,0,0,0,0,0,0,0.0125668,0.0089,0.006497,0.271272,0.0289516,0.124057,0.0635994,0.055803,0.233002,0,0.193,0,0.326185,0.0679915,0.0315416,0.0063279,0.0461234,0.0962535,0.207904,0.0621603,0.0518336,0.184097,0.187336,0.0219047,0.175686,0.154059,0.033108,0.288805,0.372091,0.107156,0.119779,0.191733,5.16674,0,0.0581119,0,0.245774,0.033464,0.013083,0.0308074,0.033108,0.438469,0.0651365
abr-07,0.0530248,0.0141607,0,0,0,0.186,0,0.130497,0.0324295,0.253112,0.0442231,0.46215,1.55827,0.00330056,0,0.33022,0.142351,0,0,0.183331,0,0,0,0,0,0,0,0,0,0,0,0,0.0111548,0.0079,0.005767,0.240792,0.0186764,0.110118,0.0564534,0.049533,0.206822,0,0.186,0,0.289535,0.15642,0.0279976,0.0056169,0.040941,0.0854385,0.184544,0.055176,0.0460096,0.163412,0.166287,0.0886538,0.155946,0.136749,0.029388,0.256355,0.330283,0.095116,0.106321,0.250117,4.31366,0,0.0192792,0,0.218158,0.029704,0.011613,0.0273458,0.029388,0.389203,0.0393218
may-07,0.00388181,0.000328199,0,0,0,0.0539998,0.234284,0.165186,0.00155433,0.035126,0.0559786,0.523549,1.9725,0.00107025,0,0.0298478,0.128859,0.001,0.003,0.165955,0.002,0,0,0,0,0.00296658,0.028445,0.04569,0.0114443,0.0140933,0.0602393,0.002,0.01412,0.01,0.0073,0.3048,0.0279919,0.13939,0.07146,0.00487406,0.0184361,0,0.0539998,0,0.0178299,0.0155226,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.000923782,0.009232,0.0553078,0.00429018,0.019369,0.0102177,0.0372,0.0190162,0.41808,0.1204,0.134583,0.263339,3.90483,0,0.0518858,0,0.0120202,0.0376,0.0147,0.034615,0.0372,0.492662,0.0160826
jun-07,0,0,0,0,0,0.602998,1.2674,0.165186,0,0,0.0559786,0.585,1.9725,0.01366,0,0,0.14047,0.028,0.102,0.180908,0.061,0.033,0.082,0.055,0.017,0.0262586,0.288823,0.420667,0.0888854,0.0791412,0.328553,0.028,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0,0,0.602998,0,0,0.0703928,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0,0,0.1731,0.0372,0.0677357,0.41808,0.1204,0.134583,0.361711,4.25664,0.121965,1.19713,0.0651026,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jul-07,0.000788757,0.017925,0,0,0,0.216,0.225815,0,0.000336503,0.320396,0,0.585,1.9725,0,0,0.39795,0.158815,0.004,0.026,0.204534,0.016,0.003,0.008,0.005,0.002,0.00496905,0.0508303,0.13586,0.0154517,0.0185794,0.0580402,0.002,0.01412,0.01,0.0073,0.3048,0.0385758,0.13939,0.07146,0.0627,0.2618,0,0.216,0,0.3665,0.00548214,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.00083084,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0,4.81257,0.0165755,0.263791,0.00330191,0,0.0376,0.0147,0.034615,0.0372,0,0.00771736
ago-07,0,0,0,0,0,0.19,0.547607,0.165186,0,0.000546626,0.0559786,0.474042,1.9725,0.00528482,0,0,0.141761,0.007,0.032,0.182572,0.019,0.006,0.016,0.011,0.004,0.00760391,0.0802849,0.143936,0.0333228,0.0410096,0.141613,0.00899996,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0,0,0,0.19,0,0,0.000549132,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0,0.21049,0,0,0,0.0372,0,0.41808,0.1204,0.134583,0.203944,4.29577,0.0381422,0.511414,0.0232199,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
sept-07,0.0089744,0.017925,0,0,0,0.16,0,0,0.00374312,0.320395,0,0.585,1.9725,0.00207577,0,0.169436,0.21758,0,0,0.280216,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0204151,0.13939,0.07146,0.0627,0.2618,0,0.16,0,0.3665,0.0418773,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.00860039,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.223996,6.59333,0.0555486,0.0690748,0.0162068,0,0.0376,0.0147,0.034615,0.0372,0.492662,0.0594
oct-07,0.06712,0.017925,0,0,0,0.121,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.0041837,0,0.418,0.511656,0,0,0.658953,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0365338,0.13939,0.07146,0.0627,0.2618,0,0.121,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.324997,15.5048,0.1136,0.196288,0.0627628,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.105165
nov-07,0.06712,0.017925,0,0,0,0.129,0.217347,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.00732755,0,0.418,0.529537,0,0,0.681983,0,0,0,0,0,0,0,0,0,0,0.055841,0.001,0.01412,0.01,0.0073,0.3048,0.0481137,0.13939,0.07146,0.0627,0.2618,0,0.129,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.434113,16.0466,0.137934,0.199096,0.0298547,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.191829
dic-07,0.0583944,0.0155948,0,0,0,0.152,0,0.143712,0.0357135,0.278744,0.0487014,0.50895,1.71607,0.00951299,0,0.36366,0.283044,0,0,0.364527,0,0,0,0,0,0,0,0,0,0,0,0,0.0122844,0.0087,0.006351,0.265176,0.0418582,0.121269,0.0621702,0.054549,0.227766,0,0.152,0,0.318855,0.17226,0.0308328,0.0061857,0.0450869,0.0940905,0.203232,0.0607634,0.0506688,0.17996,0.183126,0.0976314,0.171738,0.150597,0.032364,0.282315,0.36373,0.104748,0.117087,0.424742,8.57706,0.155532,0.165382,0.0280662,0.24025,0.032712,0.012789,0.030115,0.032364,0.428616,0.229176
ene-08,0.0404959,0.0159532,0,0,0,0.293,0,0.147016,0.015362,0.285152,0.049821,0.52065,1.75552,0.00951299,0,0.262225,0.174219,0,0.003,0.224372,0.002,0,0,0,0,0,0,0,0,0,0,0,0.0125668,0.0089,0.006497,0.271272,0.0428189,0.124057,0.0635994,0.055803,0.210958,0,0.293,0,0.326185,0.148593,0.0315416,0.0063279,0.0461234,0.0962535,0.207904,0.0621603,0.0134535,0.184097,0.187336,0.0387465,0.175686,0.154059,0.033108,0.288805,0.372091,0.107156,0.119779,0.434043,5.27935,0.00379021,0.113598,5.32997E-05,0.179175,0.033464,0.013083,0.0308074,0.033108,0.438469,0.207855
feb-08,0.0449704,0.0120098,0,0,0,0.326,0,0.110675,0.0275035,0.214665,0.0375057,0.39195,1.32158,0.00799233,0,0.28006,0.146725,0.003,0,0.188964,0,0,0,0,0,0,0,0,0,0,0,0,0.0094604,0.0067,0.004891,0.204216,0.0322292,0.0933913,0.0478782,0.042009,0.175406,0,0.326,0,0.245555,0.13266,0.0237448,0.0047637,0.0347221,0.0724605,0.156512,0.0467948,0.0390208,0.13859,0.141028,0.0751874,0.132258,0.115977,0.024924,0.217415,0.280114,0.080668,0.0901706,0.368,4.4462,0.104286,0.0958808,0.0353532,0.18502,0.025192,0.009849,0.0231921,0.024924,0.330084,0.115052
