Nodes and Reaches,Afluente Embalse Paloma  0 \ Headflow,CL_02  0 \ Headflow,CL_10  0 \ Headflow,CL_Cogoti  0 \ Headflow,CL_Guatulame  0 \ Headflow,CL_Pama  0 \ Headflow,Quebrada Seca  0 \ Headflow,Rio Cogoti  0 \ Headflow,Rio Combarbala  0 \ Headflow,Rio Grande  0 \ Headflow,Rio Guatulame  0 \ Headflow,Rio Hurtado  0 \ Headflow,Rio Limari  0 \ Headflow,Rio Mostazal  0 \ Headflow,Rio Pama  0 \ Headflow,Rio Ponio  0 \ Headflow,Rio Rapel  0 \ Headflow,Rio Tascadero  0 \ Headflow,Río Turbio  0 \ Headflow
Jun-06,0,0.497689,0,0.640999,0,0,0,0.58607,0.0395398,2.45,0,2.41392,0,0.91,0.021,0,1.45,0.54,0
Jul-06,0,0.530317,0,0.860357,0,0,0,2.22986,0.138119,3.37,0,1.53858,0,1.6,0.021,0,2.32,0.75,0
Aug-06,0,0.21151,0,0.296479,0.0699955,0,0,2.56987,0.186865,3.29,0,2.1075,0,1.16,0.0709999,0.04708,1.39,0.879999,0
Sep-06,0,0.16078,0,0.393268,0,0,0,2.06987,0.256836,3.95,0,0.91086,0,0.67,0.041,0,0.55,0.87,0
Oct-06,0,0.657818,0,0.0123148,0,0,0,3.38987,0.586834,5.62,0,0.708423,0,0.719997,0.031,0,0.13,1.46,0
Nov-06,0,1.14626,0,0.230686,0,0,0,2.56987,0.526836,4.33997,0,0.72022,0,0.689996,0.071,0.03045,0.05,1.24,0
Dec-06,0,0.00283,0,0.193,0,0,0,0.956995,0.147577,2.83,0,0.634621,0,0.32,0.031,0,0.08,0.679999,0
Jan-07,0,0.18571,0,0.14,0,0,0,0.84985,0.00984243,1.98,0,0.46517,0,0.19,0.021,0,0.02,0.28,0
Feb-07,0,0,0,0.22,0,0,0,0.839985,0.00988376,1.55,0,0.418122,0,0.1,0.011,0,0.02,0.23,0
Mar-07,0,0,0,0.13,0,0,0,0.449163,0.00989192,1.46,0,0.471416,0,0.14,0.001,0,0.03,0.22,0
Apr-07,0,0,0,0.104,0,0,0,0.351368,0.00988644,1.61,0,0.755887,0,0.22,0.001,0.0517998,0.21,0.22,0
May-07,0,0,0,0.151,0,0,0,0.40018,0.00990766,1.86,0,1.0634,0,0.3,0.011,0.566069,0.379999,0.25,0
Jun-07,0,0.530409,0,0.494001,0,0,0,0.868729,0.00988372,2.16,0,1.51325,0,0.65,0.011,0.608017,1.28,0.6,0
Jul-07,0,0.83386,0,0.684999,0,0,0,1.10377,0.0198325,2.39,0,1.26061,0,0.6,0.021,0.0706597,0.0519997,0.6,0
Aug-07,0,0.663008,0,0.560999,0,0,0,0.556649,0.00989828,2.12,0,1.31342,0,0.519997,0.021,0,1.05,0.569997,0
Sep-07,0,1.20925,0,0.712998,0,0,0,1.18166,0.0198241,3.24,0,0.841142,0,0.47,0.011,0,0.79,0.72,0
Oct-07,0,1.97559,0,0.339654,0,0,0,2.15987,0.039704,5.90998,0,0.81884,0,0.879999,0.021,0,0.4,1.08,0
Nov-07,0,2.28315,0,0.536998,0,0,0,1.33813,0.019864,4.86998,0,1.16932,0,1.14,0.021,0,0.46,0.84,0
Dec-07,0,1.07554,0,0.0609999,0,0,0,0.576039,0.00986713,2.86,0,1.11022,0,0.459999,0.011,0,0.24,0.379999,0
Jan-08,0,0.389908,0,0,0,0,0,0.331981,0.00985675,2.08,0,0.561014,0,0.02,0.011,0,0.09,0.19,0
Feb-08,0,0.905368,0,0,0,0,0,0.331983,0.00992573,1.69,0,0.54931,0,0.07,0.001,0,0.07,0.15,0
Mar-08,0,1.61668,0,0,0,0,0,0.283001,0.00984441,1.51,0,0.424369,0,0.12,0.001,0,0.09,0.15,0
Apr-08,0,0.655158,0,0,0,0,0,0.272798,0.00990007,1.65,0,0.537384,0,0.16,0.001,0,0.3,0.3,0
May-08,0,0.572599,0,0.045,0,0,0,0.30137,0.00987437,1.68,0,1.238,0,0.31,0.001,0,0.619997,0.28,0
Jun-08,0,1.45375,0,0.704001,0,0,0,0.922642,0.00990395,2.03,0,1.98637,0,0.88,0.011,0,2.06,0.54,0
Jul-08,0,1.55527,0,0.907,0,0,0,1.05358,0.00983999,2.13,0,1.64544,0,0.729999,0.011,0,1.66,0.639998,0
Aug-08,0,3.80682,0,2.19055,0,0,0,2.45987,0.348371,3.22,0,3.25145,0,2.09,0.550997,0,2.33,1.42,0
Sep-08,0,3.43992,0,1.16307,0,0,0,2.41987,0.635523,4.63997,0,2.17988,0,1.35,0.071,0,1.36,1.93,0
Oct-08,0,5.75187,0,0,0,0,0,5.69986,1.26457,9.20998,0,2.25979,0,1.85,0.241,0,0.699996,2.78,0
Nov-08,0,7.2,0,1.21665,0,0,0,6.06986,2.5861,11.83,0,3.63949,0,2.82,0.121,0.912697,1.35,4.2,0
Dec-08,0,0.889867,0,1.18073,0,0,0,2.41987,0.756834,5.59999,0,3.41393,0,1.4,0.021,3.85148,1.47,1.46,0
Jan-09,0,0,0,0.33,0,0,0,0.187421,0.0983778,3.37,0,1.66626,0,0.529999,0.001,0,0.23,0.689998,0
Feb-09,0,0,0,0.0709999,0,0,0,0.595428,0.00986205,2.33,0,0.958118,0,0.32,0.001,0,0.14,0.45,0
Mar-09,0,0,0,0.045,0,0,0,0.732506,0.0694045,2.04,0,0.983766,0,0.379999,0.022,0,0.19,0.659999,0
Apr-09,0,0,0,0.06,0,0,0,0.410043,0.0694474,1.73,0,1.04809,0,0.37,0.022,0,0.31,0.569996,0
May-09,0,0.29447,0,0.0929999,0,0,0,0.399669,0.00988303,1.72,0,1.43019,0,0.45,0.022,0,0.8,0.569997,0
Jun-09,0,0.33997,0,0.402998,0,0,0,0.525863,0.00989854,1.68,0,1.62154,0,0.56,0.033,0,1.16,0.56,0
Jul-09,0,0.99726,0,0.757,0.0597976,0,0,1.00513,0.128815,1.83,0,1.65438,0,0.689998,0.011,0,1.56,0.6,0
Aug-09,0,1.86808,0,1.36425,0,0,0,1.72986,0.206948,2.03,0,1.69813,0,0.769997,0.011,0,1.07,1.2,0
Sep-09,0,1.94992,0,1.294,0,0,0,1.20139,0.176778,2.56,0,0.870069,0,0.569996,0.011,0.0445598,0.052,0.82,0
Oct-09,0,1.99038,0,1.393,0,0,0,1.45548,0.266766,3.49,0,0.25249,0,0.34,0.031,3.78196,0.12,0.809999,0
Nov-09,0,2.05805,0,1.54,0,0,0,1.54323,0.426836,3.79,0,0.155391,0,0.21,0.021,0,0.01,0.68,0
Dec-09,0,0.658688,0,0.367,0,0,0,0.752058,0.177092,1.98,0,0.0832023,0,0.06,0.001,0,0.01,0.34,0
Jan-10,0,0.26567,0,0.0569997,0,0,0,0.712947,0.019664,1.5,0,0.106658,0,0.05,0.001,0,0,0.21,0
Feb-10,0,0.419837,0,0.041,0,0,0,0.644572,0.00989561,1.71,0,0.0122285,0,0.05,0.001,0,0,0.2,0
Mar-10,0,0.522629,0,0,0,0,0,0.371102,0.00988132,1.43,0,0.101965,0,0.06,0.001,0,0.0519997,0.24,0
Apr-10,0,0.624008,0,0,0,0,0,0.351369,0.00991956,1.53,0,0.119655,0,0.07,0.001,0,0.052,0.2,0
May-10,0,1.06253,0,0.219,0,0,0,0.857503,0.00993931,1.5,0,0.904544,0,0.28,0.011,0.33411,0.0519997,0.29,0
Jun-10,0,1.38141,0,1.389,0,0,0,1.14187,0.119292,1.58,0,1.31459,0,0.53,0.011,0,1.25,0.33,0
Jul-10,0,1.88769,0,1.132,0,0,0,0.820256,0.188537,1.41,0,1.14835,0,0.469997,0.011,0,1.02,0.35,0
Aug-10,0,1.5658,0,0.414998,0,0,0,0.468718,0.069004,1.28,0,0.673981,0,0.28,0.021,0,0.25,0.32,0
Sep-10,0,1.24977,0,0.384,0,0,0,0.584211,0.039431,1.51,0,0.78799,0,0.041,0.011,0,0.4,0.24,0
Oct-10,0,1.90875,0,0.687,0,0,0,1.07248,0.19742,1.72,0,0.218187,0,0.0859999,0.011,0,0.02,0.32,0
Nov-10,0,0.981088,0,0.579996,0,0,0,1.00614,0.196847,2.02,0,0.122923,0,0.07,0.001,0,0.104,0.32,0
Dec-10,0,0.25588,0,0.0909999,0,0,0,0.439465,0.0392689,1.11,0,0.0584009,0,0.06,0.001,0,0.0519997,0.21,0
Jan-11,0,0,0,0,0,0,0,0.536917,0.00986899,0.869997,0,0.149078,0,0.04,0.001,0,0.0519997,0.17,0
Feb-11,0,0.517059,0,0.0109999,0,0,0,0.439297,0.00991747,0.719998,0,0.135719,0,0.03,0.001,0,0.0519998,0.22,0
Mar-11,0,0.01079,0,0,0,0,0,0.302558,0.00988067,0.8,0,0.104822,0,0.03,0.001,0,0.0519997,0.21,0
Apr-11,0,0.18341,0,0,0,0,0,0.214464,0.00994558,0.92,0,0.101287,0,0.03,0.001,0,0.052,0.25,0
May-11,0,0.464408,0,0.001,0,0,0,0.223647,0.00988316,0.929999,0,0.12203,0,0.0429999,0.001,0,0.0519997,0.26,0
Jun-11,0,1.30881,0.839298,3.319,4.57843,0,0,0.971282,0.0994472,0.95,0,2.56438,0,0.3,1.961,0.483117,0.052,0.38,0
Jul-11,0,1.72757,0,1.52403,0.295501,0,0,1.56126,0.297921,1.17,0,1.38925,0,0.439998,0.101,0.34751,0.889998,0.459999,0
Aug-11,0,1.4244,0,1.167,0.112422,0,0,1.37707,0.345556,1.47,0,1.18427,0,0.5,0.0409999,0.690319,0.659999,0.469997,0
Sep-11,0,2.1097,0,1.20961,0.0869005,0,0,1.90987,0.76644,2.32,0,0.533005,0,0.4,0.211,0.14345,0.13,0.569996,0
Oct-11,0,3.91913,0,1.49561,0,0,0,2.37986,1.28683,3.35,0,0.559696,0,0.32,0.371,0,0,0.909999,0
Nov-11,0,1.33693,0,1.16457,0,0,0,2.06987,1.12684,2.58,0,0.374075,0,0.173,0.061,0,0,0.8,0
Dec-11,0,0,0,0.255,0,0,0,1.14289,0.376835,1.54,0,0.226045,0,0.0859999,0.011,0,0.104,0.32,0
Jan-12,0,0,0,0.0959999,0,0,0,0.537258,0.0393473,1.16,0,0.108914,0,0.06,0.001,0,0,0.2,0
Feb-12,0,0,0,0.108,0,0,0,0.49797,0.0692799,1.03,0,0.177582,0,0.04,0.001,0,0,0.14,0
Mar-12,0,0,0,0.013,0,0,0,0.361236,0.00987651,1.02,0,0.266417,0,0.04,0.001,0,0,0.12,0
Apr-12,0,0.13516,0,0.022,0,0,0,0.390318,0.00989972,1.03,0,0.21999,0,0.05,0.001,0,0.052,0.19,0
May-12,0,0.28883,0,0.104,0,0,0,0.467529,0.0297774,1.17,0,0.848622,0,0.08,0.001,0,0.1,0.3,0
Jun-12,0,0.28187,0,0.203,0,0,0,0.525353,0.0297461,1.26,0,0.99419,0,0.11,0.001,0,0.09,0.29,0
Jul-12,0,0.32319,0,0.11,0.001219,0,0,0.399841,0.0297253,1.13,0,0.955141,0,0.12,0.001,0,0.07,0.22,0
Aug-12,0,0.443657,0,0.198,0,0,0,0.439302,0.0297417,1.07,0,0.864285,0,0.16,0.001,0.502849,0.2,0.27,0
Sep-12,0,0.32713,0,0.425,0.071262,0,0,0.721788,0.019796,1.57,0,0.2568,0,0.15,0.022,0,0.104,0.32,0
Oct-12,0,0.00912997,0,0.145,0.138949,0,0,0.507154,0.0098794,1.35,0,0.0691054,0,0.08,0.001,0,0.104,0.22,0
Nov-12,0,0.14382,0,0.056,0,0,0,0.380281,0.00991116,1,0,0.13921,0,0.05,0.001,0,0,0.18,0
Dec-12,0,0.13258,0,0.029,0,0,0,0.292187,0.00992479,0.789998,0,0.123706,0,0.04,0.001,0,0.01,0.1,0
Jan-13,0,0.433072,0,0.006,0,0,0,0.262595,0.00993863,0.769997,0,0.0796464,0,0.03,0.001,0,0.01,0.09,0
Feb-13,0,0.327963,0,0.000999996,0,0,0,0.33062,0.00991024,0.75,0,0,0,0.0429998,0.001,0,0.01,0.12,0
Mar-13,0,0.416973,0,0.000999981,0,0,0,0.184529,0.00995413,0.679999,0,0,0,0.02,0.001,0,0.01,0.1,0
Apr-13,0,0.260412,0,0,0,0,0,0.203749,0.00984864,0.76,0,0,0,0.03,0.001,0,0.03,0.1,0
May-13,0,0.695389,0,0.15,0,0,0,0.36804,0.00993955,0.969997,0,0.825108,0,0.07,0.001,0,0.26,0.23,0
Jun-13,0,0.682728,0,0.449001,0,0,0,0.90053,0.0198517,1.24,0,1.36054,0,0.3,0.001,0,0.73,0.32,0
Jul-13,0,0.760947,0,0.175,0,0,0,0.681141,0.0198182,1.05,0,0.944982,0,0.0429999,0.001,0,0.3,0.31,0
Aug-13,0,0.784069,0,0.174,0,0,0,0.594747,0.00983278,1.25,0,0.847301,0,0.0429999,0.001,0,0.13,0.3,0
Sep-13,0,0.908059,0,0.345,0.144998,0,0,0.759023,0.0198569,1.91,0,0.724861,0,0.18,0.001,0,0.03,0.38,0
Oct-13,0,0.60407,0,0.203,0,0,0,0.731486,0.00987435,1.84,0,0.27653,0,0.19,0.001,0.01416,0,0.379999,0
Nov-13,0,0,0,0.135,0,0,0,0.89815,0.0198137,1.95,0,0.270738,0,0.11,0.001,0.848711,0.01,0.41,0
Dec-13,0,0,0,0,0,0,0,0.566511,0.00985678,1.23,0,0.215845,0,0.06,0.001,0,0.01,0.28,0
Jan-14,0,0,0,0,0,0,0,0.390657,0.00995907,0.919997,0,0.17642,0,0.05,0.001,0,0.02,0.35,0
Feb-14,0,0,0,0,0,0,0,0.283002,0.00985727,0.879998,0,0.132245,0,0.04,0.001,0,0.02,0.21,0
Mar-14,0,0,0,0,0,0,0,0.224156,0.00984324,0.939998,0,0.11148,0,0.03,0.001,0,0.01,0.2,0
Apr-14,0,0,0,0.001,0,0,0,0.223818,0.00987253,0.93,0,0.383868,0,0.04,0.001,0,0.01,0.22,0
May-14,0,0.14222,0,0.00399996,0,0,0,0.232999,0.00993177,0.859999,0,0.682508,0,0.03,0.001,0,0.02,0.14,0
Jun-14,0,0.395687,0,0.415999,0,0,0,0.464981,0.00994414,1.04,0,0.678175,0,0.16,0.001,0,0.38,0.18,0
Jul-14,0,0.422099,0,0,0,0,0,0.397798,0.0099091,0.989998,0,1.00926,0,0.06,0.001,0,0.26,0.21,0
Aug-14,0,0.30939,0,0,0,0,0,0.0593892,0.00987536,0.95,0,0.504734,0,0.04,0.001,0.0338,0.18,0.18,0
Sep-14,0,0.28795,0,0,0,0,0,0.331631,0.00990199,0.78,0,0.457296,0,0.06,0.001,0.0392708,0.19,0.2,0
Oct-14,0,0.205826,0,0,0,0,0,0.338104,0.00994759,0.65,0,0.15446,0,0.03,0.001,0,0.04,0.15,0
Nov-14,0,0.136274,0,0,0,0,0,0.13521,0.00977071,0.54,0,0.114967,0,0.02,0.001,0,0.01,0.16,0
Dec-14,0,0.157773,0,0,0,0,0,0.135039,0.00977001,0.55,0,0.109172,0,0.01,0.001,0,0.02,0.12,0
Jan-15,0,0,0,0.00778513,0,0,0,0.0615688,0.00987525,0.539998,0,0.0471203,0,0.01,0.011,0,0.02,0.15,0
Feb-15,0,0,0,0.005,0,0,0,0.0287457,0.00991769,0.609999,0,0.0119358,0,0.01,0.022,0,0.02,0.14,0
Mar-15,0,0.265781,0,0.506,0,0,0,0.30777,0.00984774,0.619997,0,0.370608,0,0.08,0.012,0,0.26,0.25,0
Apr-15,0,0.180427,0,0.2,0.072,0,0,0.268378,0.00974957,0.64,0,0.239948,0,0.01,0.012,0,0.01,0.23,0
May-15,0,0.197938,0,0.155,0.0719997,0,0,0.0596319,0.00982292,0.65,0,0.302972,0,0.03,0.001,0,0.02,0.2,0
Jun-15,0,0.255328,0,0.213,0.072,0,0,0.0859655,0.00986004,0.68,0,0.402195,0,0.02,0.001,0,0.05,0.18,0
Jul-15,0,0.3353,0,0.344,0.0719997,2.168,0,0.191165,0.00985771,0.769997,0,0.881127,0,0.09,0.001,0,0.24,0.18,0
Aug-15,0,1.80482,0,3.19175,2.0561,4.05608,0,2.32302,0.228956,2.1,0,2.16845,0,0.0429999,1.991,1.87757,1.03,0.32,0
Sep-15,0,1.49653,0,1.86948,0,0,0,3.47282,0.676493,4.02998,0,1.79621,0,0.475999,0.001,3.93148,1.1,2.49,0
Oct-15,0,1.7518,0,0.558468,0.412339,2.41234,0,5.02983,0.932395,5.96998,0,1.96763,0,2.97,0.281,0.0785999,1.4,2.97,0
Nov-15,0,5.24298,0,0,0,0,0,7.28984,0.391451,10.23,0,2.27441,0,2.66,0.590999,0.2168,1.42,5.03997,0
Dec-15,0,2.3783,0,0,0,0,0,5.30985,2.04266,6.82997,0,2.36292,0,1.91,0.161,1.9777,1.07,4.31997,0
Jan-16,0,0,0,0,0,0,0,1.3968,0.384727,3.28,0,1.34406,0,0.739998,0.031,0,0.45,1.42,0
